Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
"Наименование Избирательной комиссии:    Ижевск, Устиновская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550					
1	"Число избирателей, включенных в списки избирателей"	106423	1942	2422	2700	2120	2050	2050	2151	1386	2840	2656	2662	2705	251	2693	2380	2296	2091	2683	2392	2503	2019	2569	2843	1734	2129	1971	2010	1898	2037	2725	391	209	1866	2091	2214	1085	1851	2154	2133	2414	2355	2157	2872	2553	2663	2307	2494	2551	1736	1419					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	87850	1600	1800	2200	1700	1700	1700	1800	1200	2400	2200	2200	2200	200	2200	2000	1900	1700	2200	2000	2100	1700	2100	2200	1400	1800	1600	1700	1600	1700	2200	500	250	1500	1700	1800	900	1500	1800	1800	2000	2000	1800	2400	2100	2200	1900	2000	2100	1400	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	62214	1125	1394	1498	1248	1127	1169	1200	638	1617	1599	1609	1492	133	1505	1324	1393	1070	1511	1438	1518	1215	1592	1772	1044	1186	1055	1106	1092	1126	1496	366	206	1148	1257	1397	687	1139	1294	1320	1472	1451	1353	1602	1536	1610	1408	1435	1491	947	803					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1081	13	38	11	31	11	15	37	22	34	22	20	10	12	4	28	24	34	12	25	25	20	22	25	34	46	33	37	28	35	26	0	0	16	33	9	7	9	23	17	15	25	12	26	22	33	23	24	20	21	12					
6	Число погашенных избирательных бюллетеней	24554	462	368	690	421	562	516	563	540	749	579	571	698	55	691	648	483	596	677	537	557	465	486	403	322	568	512	557	480	539	678	134	44	336	410	394	206	352	483	463	513	524	435	772	542	557	469	541	589	432	385					
