Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Ижевск, Устиновская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553									
1	Число избирателей, включенных в список избирателей	105703	1774	2129	2600	2055	2019	2734	2106	1357	2805	2548	2606	2587	268	1642	2525	2693	2080	1672	2294	2406	2315	2456	2594	1660	2037	1157	2808	1837	2004	2611	247	95	1751	2330	2291	984	1747	1987	2058	2295	2793	2179	2778	2503	2721	2203	2374	1713	1697	1340	250	1359	1629									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	96450	1600	1900	2400	1900	1900	2500	1900	1200	2600	2300	2400	2300	200	1500	2200	2500	1900	1500	2100	2200	2000	2300	2400	1500	1900	1000	2600	1700	1800	2400	300	300	1600	1800	2000	900	1600	1800	1900	2100	2600	2000	2500	2300	2500	2000	2200	1600	1500	1250	400	1200	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	66359	1116	1345	1516	1312	1093	1782	1284	709	1736	1655	1639	1479	154	1043	1616	1716	1223	1047	1474	1544	1511	1553	1664	990	1192	653	1748	1160	1202	1541	201	23	1115	1624	1579	672	1103	1307	1367	1494	1830	1428	1736	1607	1810	1475	1484	1032	1031	858	216	731	939									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1119	17	21	8	33	22	21	33	16	32	20	32	28	3	5	18	34	28	18	23	19	32	19	21	24	70	23	33	22	17	31	37	70	15	12	7	3	10	16	6	16	15	19	13	10	15	10	22	16	28	16	29	3	8									
6	Число погашенных избирательных бюллетеней	28971	467	534	876	555	785	697	583	475	832	625	729	793	43	452	566	750	649	435	603	637	457	728	715	486	638	324	819	518	581	828	62	207	470	164	414	225	487	476	527	590	755	553	751	683	675	515	694	552	441	376	155	466	553									
