Выборы Президента Российской Федерации																																																								
																																																								
"Наименование Избирательной комиссии:    Ижевск, Устиновская"																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549					
1	"Число избирателей, внесенных в список"	105100	1959	2146	2633	2170	2040	2111	2170	1370	2865	2706	2766	1544	219	2594	2447	2363	1971	2582	2412	2550	2019	2586	2678	1781	2203	1992	2015	2743	2736	2692	152	113	1533	2139	2279	1346	1893	2176	2214	2441	2472	2261	2861	2534	2405	2315	2566	2555	1782					
2	Число полученных избирательных бюллетеней	99700	1700	2000	2500	2000	2000	2000	2000	1300	2700	2500	2500	2500	200	2500	2300	2200	2000	2500	2200	2400	2000	2400	2500	1700	2000	2000	2000	2600	2500	2500	450	150	1400	2000	2000	1300	1800	2000	2000	2300	2300	2000	2700	2300	2200	2100	2400	2400	1700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	65778	1155	1259	1575	1373	1173	1274	1280	643	1731	1695	1696	1530	105	1635	1480	1505	1141	1537	1530	1671	1210	1645	1700	1129	1318	1197	1240	1686	1634	1573	132	113	973	1374	1527	880	1196	1427	1435	1569	1647	1492	1712	1627	1594	1467	1602	1652	1039					
5	"Число избирательных бюллетеней, выданных вне помещения"	788	23	13	13	15	12	7	13	17	27	21	12	14	9	7	14	18	21	18	23	16	19	19	33	29	45	32	29	19	26	23	0	0	6	10	9	9	17	21	16	13	8	7	13	5	10	20	9	14	14					
6	Число погашенных избирательных бюллетеней	33134	522	728	912	612	815	719	707	640	942	784	792	956	86	858	806	677	838	945	647	713	771	736	767	542	637	771	731	895	840	904	318	37	421	616	464	411	587	552	549	718	645	501	975	668	596	613	789	734	647					
7	Число избирательных бюллетеней в переносных ящиках	788	23	13	13	15	12	7	13	17	27	21	12	14	9	7	14	18	21	18	23	16	19	19	33	29	45	32	29	19	26	23	0	0	6	10	9	9	17	21	16	13	8	7	13	5	10	20	9	14	14					
8	Число бюллетеней в стационарных ящиках для голосования	65749	1155	1259	1572	1373	1172	1274	1279	643	1731	1694	1696	1530	105	1635	1479	1504	1141	1537	1527	1671	1210	1644	1697	1128	1317	1196	1240	1685	1633	1573	132	113	973	1374	1526	880	1195	1426	1434	1569	1647	1492	1711	1626	1594	1467	1600	1652	1038					
9	Число недействительных избирательных бюллетеней	511	6	9	10	17	10	11	7	10	14	20	17	21	1	15	9	20	14	19	7	16	5	6	21	5	10	10	5	17	7	13	0	0	3	15	4	11	8	9	11	15	9	13	14	9	4	13	7	11	3					
10	Число действительных избирательных бюллетеней	66026	1172	1263	1575	1371	1174	1270	1285	650	1744	1695	1691	1523	113	1627	1484	1502	1148	1536	1543	1671	1224	1657	1709	1152	1352	1218	1264	1687	1652	1583	132	113	976	1369	1531	878	1204	1438	1439	1567	1646	1486	1710	1622	1600	1474	1602	1655	1049					
11	Число полученных открепительных  удостоверений	1200	40	30	30	30	20	20	20	20	20	20	20	20	20	20	20	20	20	40	20	30	30	40	40	20	20	20	20	40	40	40	0	0	20	20	30	20	20	20	20	20	20	20	30	20	40	20	30	40	20					
12	Число выданных открепительных удостоверений	833	29	25	22	24	10	14	16	11	18	15	14	17	0	18	13	12	19	36	14	16	21	32	20	12	19	12	20	22	29	27	0	0	14	14	22	6	8	16	17	20	12	15	21	20	27	14	18	24	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	763	13	41	22	11	15	8	7	17	16	11	10	13	7	20	8	10	11	16	13	10	13	15	15	24	12	7	9	15	14	13	19	63	13	17	25	5	14	13	15	20	10	14	23	44	19	13	3	9	8					
14	Число неиспользованных открепительных удостоверений	367	11	5	8	6	10	6	4	9	2	5	6	3	20	2	7	8	1	4	6	14	9	8	20	8	1	8	0	18	11	13	0	0	6	6	8	14	12	4	3	0	8	5	9	0	13	6	12	16	12					
15	"Число открепительных удостоверений, выданных в ТИК"	63	4	4	4	0	3	3	1	1	1	2	2	2	0	4	1	1	0	2	0	0	2	2	3	0	1	0	0	2	2	3	0	0	0	0	1	0	0	0	3	1	2	1	1	1	0	1	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	. Глазьев Сергей Юрьевич	4056	59	72	93	64	48	105	73	18	91	100	112	79	4	102	88	89	69	73	73	99	92	102	105	67	73	90	69	118	103	129	7	3	66	93	118	69	63	68	105	81	119	94	110	92	132	111	86	98	82					
		6.10%	5.01%	5.66%	5.87%	4.61%	4.05%	8.20%	5.65%	2.73%	5.18%	5.83%	6.56%	5.12%	3.51%	6.21%	5.89%	5.85%	5.94%	4.69%	4.71%	5.87%	7.49%	6.13%	6.07%	5.79%	5.36%	7.33%	5.44%	6.92%	6.21%	8.08%	5.30%	2.65%	6.74%	6.72%	7.69%	7.76%	5.20%	4.70%	7.24%	5.12%	7.19%	6.27%	6.38%	5.64%	8.23%	7.46%	5.34%	5.88%	7.79%					
19	. Малышкин Олег Александрович	1716	32	36	36	37	46	31	30	18	45	52	41	55	9	33	41	41	31	33	33	62	26	41	37	27	38	28	44	46	55	42	4	1	33	31	37	19	20	29	35	27	45	42	28	39	59	32	36	40	33					
		2.58%	2.72%	2.83%	2.27%	2.67%	3.89%	2.42%	2.32%	2.73%	2.56%	3.03%	2.40%	3.56%	7.89%	2.01%	2.75%	2.69%	2.67%	2.12%	2.13%	3.68%	2.12%	2.47%	2.14%	2.33%	2.79%	2.28%	3.47%	2.70%	3.32%	2.63%	3.03%	0.88%	3.37%	2.24%	2.41%	2.14%	1.65%	2.00%	2.41%	1.71%	2.72%	2.80%	1.62%	2.39%	3.68%	2.15%	2.24%	2.40%	3.14%					
20	. Миронов Сергей Михайлович	622	8	19	13	12	8	6	6	4	11	18	14	14	2	13	18	9	7	12	23	13	11	20	24	7	10	16	18	13	20	15	1	1	8	22	14	8	10	15	15	11	26	19	11	12	8	12	12	17	16					
		0.93%	0.68%	1.49%	0.82%	0.86%	0.68%	0.47%	0.46%	0.61%	0.63%	1.05%	0.82%	0.91%	1.75%	0.79%	1.21%	0.59%	0.60%	0.77%	1.48%	0.77%	0.90%	1.20%	1.39%	0.61%	0.73%	1.30%	1.42%	0.76%	1.21%	0.94%	0.76%	0.88%	0.82%	1.59%	0.91%	0.90%	0.83%	1.04%	1.03%	0.70%	1.57%	1.27%	0.64%	0.74%	0.50%	0.81%	0.75%	1.02%	1.52%					
21	. Путин Владимир Владимирович	47832	891	908	1193	982	895	885	940	520	1277	1227	1237	1097	89	1225	1081	1102	845	1155	1160	1188	849	1152	1199	865	986	816	908	1228	1171	1088	100	90	668	970	1055	635	894	1057	1020	1142	1191	1064	1257	1171	1149	1046	1169	1237	758					
		71.89%	75.64%	71.38%	75.27%	70.75%	75.59%	69.09%	72.76%	78.79%	72.64%	71.55%	72.42%	71.05%	78.07%	74.60%	72.40%	72.40%	72.72%	74.28%	74.84%	70.42%	69.08%	69.27%	69.31%	74.76%	72.39%	66.45%	71.55%	72.07%	70.58%	68.17%	75.76%	79.65%	68.23%	70.09%	68.73%	71.43%	73.76%	73.05%	70.34%	72.19%	71.96%	70.98%	72.91%	71.80%	71.63%	70.34%	72.65%	74.25%	72.05%					
22	. Хакамада Ирина Муцуовна	3787	67	85	81	80	58	69	82	20	109	87	77	80	3	84	60	80	73	91	80	86	80	107	106	60	67	80	73	86	111	108	7	9	64	76	86	44	86	81	91	93	86	92	110	113	78	80	109	98	54					
		5.69%	5.69%	6.68%	5.11%	5.76%	4.90%	5.39%	6.35%	3.03%	6.20%	5.07%	4.51%	5.18%	2.63%	5.12%	4.02%	5.26%	6.28%	5.85%	5.16%	5.10%	6.51%	6.43%	6.13%	5.19%	4.92%	6.51%	5.75%	5.05%	6.69%	6.77%	5.30%	7.96%	6.54%	5.49%	5.60%	4.95%	7.10%	5.60%	6.28%	5.88%	5.20%	6.14%	6.38%	6.93%	4.86%	5.38%	6.77%	5.88%	5.13%					
23	. Харитонов Николай Михайлович	6292	91	107	117	167	100	132	125	53	179	163	163	157	3	140	160	141	99	131	137	179	133	184	202	105	132	160	124	162	139	161	12	6	109	127	166	80	99	145	127	162	145	129	162	145	132	151	145	119	85					
		9.46%	7.72%	8.41%	7.38%	12.03%	8.45%	10.30%	9.67%	8.03%	10.18%	9.50%	9.54%	10.17%	2.63%	8.53%	10.72%	9.26%	8.52%	8.42%	8.84%	10.61%	10.82%	11.06%	11.68%	9.08%	9.69%	13.03%	9.77%	9.51%	8.38%	10.09%	9.09%	5.31%	11.13%	9.18%	10.81%	9.00%	8.17%	10.02%	8.76%	10.24%	8.76%	8.61%	9.40%	8.89%	8.23%	10.15%	9.01%	7.14%	8.08%					
																																																								
24	Против всех	1721	24	36	42	29	19	42	29	17	32	48	47	41	3	30	36	40	24	41	37	44	33	51	36	21	46	28	28	34	53	40	1	3	28	50	55	23	32	43	46	51	34	46	32	50	42	42	45	46	21					
		2.59%	2.04%	2.83%	2.65%	2.09%	1.60%	3.28%	2.24%	2.58%	1.82%	2.80%	2.75%	2.66%	2.63%	1.83%	2.41%	2.63%	2.07%	2.64%	2.39%	2.61%	2.69%	3.07%	2.08%	1.82%	3.38%	2.28%	2.21%	2.00%	3.19%	2.51%	0.76%	2.65%	2.86%	3.61%	3.58%	2.59%	2.64%	2.97%	3.17%	3.22%	2.05%	3.07%	1.86%	3.07%	2.62%	2.82%	2.80%	2.76%	2.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
