Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Богородицкая																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992					
1	"Число избирателей, внесенных в списки"	45088	1972	1426	12	1433	1861	2135	1454	1941	1559	1877	1668	2086	996	301	880	2498	1760	90	329	191	477	1386	1443	271	1546	1737	2400	772	249	453	215	262	129	147	526	407	154	355	671	563	345	211	735	330	620	827	856	189	215	128					
2	"Число бюллетеней, полученных участковыми комиссиями"	45143	1987	1411	100	1430	1837	2089	1442	1946	1553	1851	1658	2094	986	296	889	2491	1782	85	314	198	460	1415	1440	273	1547	1707	2400	761	253	446	218	269	127	142	533	399	152	356	669	540	344	217	759	330	610	828	834	335	211	129					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19618	883	615	0	757	924	952	665	1030	816	905	751	913	409	128	316	1263	758	50	188	61	232	580	551	122	713	635	827	326	82	183	68	101	34	81	180	211	51	136	205	347	93	137	220	96	243	283	254	115	98	30					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2466	25	87	12	40	44	35	49	62	32	34	42	67	26	15	28	36	51	9	17	38	40	42	43	20	34	73	65	14	8	58	63	66	61	18	151	11	41	54	155	36	103	26	43	64	21	154	122	74	25	32					
6	Число погашенных бюллетеней	23059	1079	709	88	633	869	1102	728	854	705	912	865	1114	551	153	545	1192	973	26	109	99	188	793	846	131	800	999	1508	421	163	205	87	102	32	43	202	177	60	166	309	157	148	54	496	170	346	391	458	146	88	67					
7	Число бюллетеней в переносных ящиках для голосования	2466	25	87	12	40	44	35	49	62	32	34	42	67	26	15	28	36	51	9	17	38	40	42	43	20	34	73	65	14	8	58	63	66	61	18	151	11	41	54	155	36	103	26	43	64	21	154	122	74	25	32					
8	Число бюллетеней в стационарных ящиках для голосования	19618	883	615	0	757	924	952	665	1030	816	905	751	913	409	128	316	1263	758	50	188	61	232	580	551	122	713	635	827	326	82	183	68	101	34	81	180	211	51	136	205	347	93	137	220	96	243	283	254	115	98	30					
9	Число недействительных бюллетеней	403	16	8	0	5	13	0	11	15	9	18	25	15	6	7	6	28	22	2	0	0	4	9	15	9	6	21	28	12	5	5	0	0	0	4	2	3	3	0	5	5	6	3	8	6	5	8	7	13	4	1					
10	Число действительных бюллетеней	21681	892	694	12	792	955	987	703	1077	839	921	768	965	429	136	338	1271	787	57	205	99	268	613	579	133	741	687	864	328	85	236	131	167	95	95	329	219	89	190	355	378	190	160	255	154	259	429	369	176	119	61					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	19	15	0	15	30	10	11	25	15	15	15	15	10	6	6	24	14	2	3	3	5	10	10	5	10	10	15	5	3	5	3	3	3	3	5	3	3	4	4	3	3	3	4	3	4	4	4	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	283	16	14	0	13	30	8	9	23	15	15	15	13	9	5	5	22	14	1	3	1	0	9	8	0	4	7	7	1	1	0	0	2	0	0	3	0	0	1	1	0	1	0	0	1	1	1	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	213	6	10	12	9	8	4	6	6	6	2	9	3	4	4	5	2	4	5	9	1	6	5	3	0	4	7	5	2	1	8	0	3	5	3	2	5	2	2	3	2	5	3	1	3	3	3	4	1	5	2					
