Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Алексеевская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в списки"	19161	927	972	1048	911	1410	925	981	65	599	328	965	335	306	99	447	120	495	170	64	189	204	267	158	90	115	377	286	403	154	50	416	85	318	376	216	143	333	152	326	154	366	179	363	262	529	211	520	187	391	174					
2	"Число бюллетеней, полученных участковыми комиссиями"	19500	1027	983	1071	954	1393	954	985	68	587	330	950	345	317	103	447	124	500	170	66	203	209	276	158	90	120	382	296	415	157	52	416	85	322	376	219	143	350	150	326	158	370	176	360	262	540	213	530	190	405	177					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18093	838	816	962	863	1270	853	931	65	535	307	840	332	304	98	446	119	490	162	64	189	203	266	158	88	114	373	286	350	154	50	407	82	313	376	215	143	320	147	326	149	363	171	354	246	524	205	494	185	381	166					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	203	24	29	11	22	20	25	17	0	8	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	3	0	0	0	0	13	0	0	0	0	0	0	0	5	4	4	0	0	4					
6	Число погашенных бюллетеней	1204	165	138	98	69	103	76	37	3	44	23	106	13	13	5	0	4	10	8	2	14	6	10	0	2	6	5	10	65	3	2	5	0	9	0	4	0	17	3	0	9	7	5	6	16	11	4	32	5	24	7					
7	Число бюллетеней в переносных ящиках для голосования	203	24	29	11	22	20	25	17	0	8	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	3	0	0	0	0	13	0	0	0	0	0	0	0	5	4	4	0	0	4					
8	Число бюллетеней в стационарных ящиках для голосования	18093	838	816	962	863	1270	853	931	65	535	307	840	332	304	98	446	119	490	162	64	189	203	266	158	88	114	373	286	350	154	50	407	82	313	376	215	143	320	147	326	149	363	171	354	246	524	205	494	185	381	166					
9	Число недействительных бюллетеней	84	2	8	3	8	9	4	3	0	18	1	0	10	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	3	0	1	0					
10	Число действительных бюллетеней	18212	860	837	970	877	1281	874	945	65	525	306	844	322	304	98	447	120	490	162	63	188	201	266	158	88	114	377	286	348	153	50	410	85	313	376	215	141	333	147	326	147	362	171	354	246	528	209	495	185	380	170					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	350	12	12	12	12	12	18	12	0	10	6	10	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	130	10	11	9	12	6	13	4	0	6	4	8	4	4	0	3	0	4	1	0	1	0	2	0	0	1	0	2	4	0	0	2	0	0	0	0	0	2	3	0	0	3	1	0	0	0	0	6	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	106	3	2	2	4	5	16	1	1	3	2	1	2	1	0	1	1	2	1	1	2	0	4	3	1	0	8	0	4	2	2	0	2	2	7	1	1	0	1	2	0	0	5	1	0	2	1	3	1	0	2					
14	Число погашенных открепительных удостоверений	220	2	1	3	0	6	5	8	0	4	2	2	2	2	6	3	6	2	5	6	5	6	4	6	6	5	6	4	2	6	6	4	6	6	6	6	6	4	3	6	6	3	5	6	6	6	6	0	6	2	6					
