Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Торбеевская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654					
1	"Число избирателей, внесенных в список избирателей"	16632	1928	2086	1803	1847	745	340	380	581	1223	228	54	199	269	470	118	428	371	144	277	793	273	463	206	262	327	523	294					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16854	1950	2030	1950	1870	742	342	384	587	1250	230	56	201	274	472	120	430	370	145	281	800	276	467	208	265	330	529	295					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15407	1763	1873	1661	1712	712	311	371	481	1093	220	54	195	235	453	115	428	360	122	249	771	224	458	199	244	290	522	291					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	768	52	134	54	73	30	23	8	85	101	4	0	4	34	7	3	0	8	20	26	7	41	4	2	17	31	0	0					
6	Число погашенных избирательных бюллетеней	679	135	23	235	85	0	8	5	21	56	6	2	2	5	12	2	2	2	3	6	22	11	5	7	4	9	7	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	768	52	134	54	73	30	23	8	85	101	4	0	4	34	7	3	0	8	20	26	7	41	4	2	17	31	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15406	1763	1873	1661	1712	712	311	371	480	1093	220	54	195	235	453	115	428	360	122	249	771	224	458	199	244	290	522	291					
9	Число недействительных избирательных бюллетеней	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	16173	1815	2006	1715	1785	742	334	379	565	1194	224	54	199	269	460	118	428	368	142	275	778	265	462	201	261	321	522	291					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	391	50	50	35	35	15	10	10	15	20	5	3	5	9	12	5	12	8	5	8	14	8	12	5	8	10	12	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	78	16	12	10	14	1	1	1	1	5	1	0	0	3	0	0	0	2	1	0	3	0	0	0	4	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	42	3	17	8	8	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	313	34	38	25	21	14	9	9	14	15	4	3	5	6	12	5	12	6	4	8	11	8	12	5	4	10	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12	2	1	3	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
		0.07%	0.11%	0.05%	0.17%	0.11%	0.00%	0.00%	0.00%	0.18%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	13	2	3	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0					
		0.08%	0.11%	0.15%	0.00%	0.06%	0.00%	0.00%	0.00%	0.18%	0.08%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.19%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	40	3	4	4	5	2	2	0	1	3	1	0	0	2	0	0	1	1	1	1	1	3	1	1	0	2	0	1					
		0.25%	0.17%	0.20%	0.23%	0.28%	0.27%	0.60%	0.00%	0.18%	0.25%	0.45%	0.00%	0.00%	0.74%	0.00%	0.00%	0.23%	0.27%	0.70%	0.36%	0.13%	1.13%	0.22%	0.50%	0.00%	0.62%	0.00%	0.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16107	1807	1998	1708	1777	740	332	379	562	1189	223	54	198	267	460	117	425	367	141	274	777	262	460	200	260	319	521	290					
		99.59%	99.56%	99.55%	99.59%	99.55%	99.73%	99.40%	100.00%	99.47%	99.58%	99.55%	100.00%	99.50%	99.26%	100.00%	99.15%	99.30%	99.73%	99.30%	99.64%	99.87%	98.87%	99.57%	99.50%	99.62%	99.38%	99.81%	99.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
