Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Торбеевская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700					
1	"Число избирателей, внесенных в списки избирателей"	17209	1423	2296	2167	1827	489	230	322	285	344	60	802	287	156	314	399	104	104	313	142	1216	449	141	359	248	94	769	240	59	650	412	214	294					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17165	1390	2271	2147	1785	493	230	327	289	347	60	814	292	158	330	402	107	106	312	145	1215	458	141	358	249	96	773	241	60	645	413	214	297					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16019	1337	2217	2029	1430	484	225	320	241	338	51	791	261	138	289	398	103	104	312	141	1117	446	141	326	201	94	727	240	59	557	407	214	281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1023	53	54	117	348	5	3	2	44	6	9	7	26	17	23	0	0	0	0	0	88	3	0	30	45	0	39	0	0	86	5	0	13					
6	Число погашенных избирательных бюллетеней	123	0	0	1	7	4	2	5	4	3	0	16	5	3	18	4	4	2	0	4	10	9	0	2	3	2	7	1	1	2	1	0	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1023	53	54	117	348	5	3	2	44	6	9	7	26	17	23	0	0	0	0	0	88	3	0	30	45	0	39	0	0	86	5	0	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16019	1337	2217	2029	1430	484	225	320	241	338	51	791	261	138	289	398	103	104	312	141	1117	446	141	326	201	94	727	240	59	557	407	214	281					
9	Число недействительных избирательных бюллетеней	11	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	17031	1390	2271	2144	1773	488	228	322	285	344	60	798	287	155	312	398	103	104	312	141	1205	449	141	356	246	94	764	240	59	642	412	214	294					
