Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Олонецкая																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363									
1	"Число избирателей, включенных в список избирателей"	19312	1922	1873	2049	2034	311	1088	1718	864	253	218	967	1077	422	125	478	53	313	425	789	316	743	375	899									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20000	2000	1980	2120	2100	300	1150	1780	920	250	230	1000	1150	410	130	500	45	260	430	840	315	790	400	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9899	1023	1094	999	1137	138	536	867	458	116	120	545	562	243	68	246	29	92	188	367	123	290	224	434									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	896	60	45	39	42	8	27	58	22	16	17	33	57	72	21	18	0	89	44	89	25	46	19	49									
6	Число погашенных избирательных бюллетеней	9205	917	841	1082	921	154	587	855	440	118	93	422	531	95	41	236	16	79	198	384	167	454	157	417									
7	Число избирательных бюллетеней в переносных ящиках для голосования	896	60	45	39	42	8	27	58	22	16	17	33	57	72	21	18	0	89	44	89	25	46	19	49									
8	Число бюллетеней в стационарных ящиках для голосования	9825	1023	1094	999	1137	138	536	793	458	116	120	545	562	243	68	246	29	92	188	367	123	290	224	434									
9	Число недействительных избирательных бюллетеней	141	15	16	13	15	1	8	10	10	0	1	5	6	11	4	3	0	3	1	1	1	9	1	7									
