Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Олонецкая																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390					
1	"Число избирателей, внесенных в список"	21200	1365	2217	2261	2334	1567	856	261	238	273	627	290	1154	934	1230	394	166	522	99	143	440	67	47	38	48	904	398	658	236	474	680	279					
2	Число полученных избирательных бюллетеней	20870	1300	2200	2100	2250	1575	865	255	231	279	631	289	1150	947	1210	376	170	534	91	134	436	61	47	40	44	914	405	662	235	483	682	274					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10912	733	1365	1075	1105	715	431	154	108	158	276	146	550	492	618	312	102	249	61	63	252	29	37	27	19	443	184	314	122	287	357	128					
5	"Число избирательных бюллетеней, выданных вне помещения"	718	11	26	79	45	14	27	16	14	12	59	10	33	17	44	0	15	6	0	33	7	16	0	0	10	97	14	13	23	7	56	14					
6	Число погашенных избирательных бюллетеней	9240	556	809	946	1100	846	407	85	109	109	296	133	567	438	548	64	53	279	30	38	177	16	10	13	15	374	207	335	90	189	269	132					
7	Число избирательных бюллетеней в переносных ящиках	718	11	26	79	45	14	27	16	14	12	59	10	33	17	44	0	15	6	0	33	7	16	0	0	10	97	14	13	23	7	56	14					
8	Число бюллетеней в стационарных ящиках для голосования	10912	733	1365	1075	1105	715	431	154	108	158	276	146	550	492	618	312	102	249	61	63	252	29	37	27	19	443	184	314	122	287	357	128					
9	Число недействительных избирательных бюллетеней	99	6	12	8	13	4	2	1	2	1	5	2	3	6	4	11	0	2	0	0	1	1	0	0	0	2	2	2	3	1	4	1					
10	Число действительных избирательных бюллетеней	11531	738	1379	1146	1137	725	456	169	120	169	330	154	580	503	658	301	117	253	61	96	258	44	37	27	29	538	196	325	142	293	409	141					
11	Число полученных открепительных  удостоверений	902	77	100	100	100	60	35	10	10	15	25	10	40	30	40	15	10	20	10	10	15	10	10	10	10	35	15	20	10	20	20	10					
12	Число выданных открепительных удостоверений	134	9	27	5	11	7	3	1	1	8	5	1	2	11	10	0	0	2	0	3	1	5	0	0	0	4	1	2	1	8	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	99	0	14	6	8	3	3	1	1	0	2	2	9	1	6	0	0	0	4	6	3	5	1	0	1	3	5	3	1	4	5	2					
14	Число неиспользованных открепительных удостоверений	768	68	73	95	89	53	32	9	9	7	20	9	38	19	30	15	10	18	10	7	14	5	10	10	10	31	14	18	9	12	16	8					
15	"Число открепительных удостоверений, выданных в ТИК"	17	1	5	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	2	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	212	11	30	15	29	10	8	4	0	2	1	4	12	14	13	7	0	3	0	4	1	1	1	0	0	10	3	8	3	6	10	2					
		1.82%	1.48%	2.16%	1.30%	2.52%	1.37%	1.75%	2.35%	0.00%	1.18%	0.30%	2.56%	2.06%	2.75%	1.96%	2.24%	0.00%	1.18%	0.00%	4.17%	0.39%	2.22%	2.70%	0.00%	0.00%	1.85%	1.52%	2.45%	2.07%	2.04%	2.42%	1.41%					
19	. Малышкин Олег Александрович	251	16	25	28	15	15	10	6	3	5	4	3	10	17	11	9	1	6	0	4	8	3	0	0	2	14	2	12	2	8	12	0					
		2.16%	2.15%	1.80%	2.43%	1.30%	2.06%	2.18%	3.53%	2.46%	2.94%	1.19%	1.92%	1.72%	3.34%	1.66%	2.88%	0.85%	2.35%	0.00%	4.17%	3.09%	6.67%	0.00%	0.00%	6.90%	2.59%	1.01%	3.67%	1.38%	2.72%	2.91%	0.00%					
20	. Миронов Сергей Михайлович	106	6	10	8	8	8	2	2	1	2	6	1	5	2	8	10	1	6	0	0	1	1	0	0	2	1	4	6	1	1	2	1					
		0.91%	0.81%	0.72%	0.69%	0.70%	1.10%	0.44%	1.18%	0.82%	1.18%	1.79%	0.64%	0.86%	0.39%	1.21%	3.21%	0.85%	2.35%	0.00%	0.00%	0.39%	2.22%	0.00%	0.00%	6.90%	0.19%	2.02%	1.83%	0.69%	0.34%	0.48%	0.70%					
21	. Путин Владимир Владимирович	9063	579	1032	919	907	569	374	143	105	132	262	124	463	404	515	230	100	205	40	70	206	30	26	22	16	429	147	214	112	247	324	117					
		77.93%	77.82%	74.19%	79.64%	78.87%	78.05%	81.66%	84.12%	86.07%	77.65%	78.21%	79.49%	79.42%	79.37%	77.79%	73.72%	85.47%	80.39%	65.57%	72.92%	79.54%	66.67%	70.27%	81.48%	55.17%	79.44%	74.24%	65.44%	77.24%	84.01%	78.45%	82.39%					
22	. Хакамада Ирина Муцуовна	386	32	60	39	50	33	13	1	0	3	5	5	17	11	20	5	1	4	3	8	6	1	0	1	1	14	5	17	4	9	13	5					
		3.32%	4.30%	4.31%	3.38%	4.35%	4.53%	2.84%	0.59%	0.00%	1.76%	1.49%	3.21%	2.92%	2.16%	3.02%	1.60%	0.85%	1.57%	4.92%	8.33%	2.32%	2.22%	0.00%	3.70%	3.45%	2.59%	2.53%	5.20%	2.76%	3.06%	3.15%	3.52%					
23	. Харитонов Николай Михайлович	1265	76	192	116	108	77	34	7	10	24	42	15	64	42	76	30	14	25	16	9	31	8	9	4	8	56	30	57	19	16	38	12					
		10.88%	10.22%	13.80%	10.05%	9.39%	10.56%	7.42%	4.12%	8.20%	14.12%	12.54%	9.62%	10.98%	8.25%	11.48%	9.62%	11.97%	9.80%	26.23%	9.38%	11.97%	17.78%	24.32%	14.81%	27.59%	10.37%	15.15%	17.43%	13.10%	5.44%	9.20%	8.45%					
																																						
24	Против всех	248	18	30	21	20	13	15	6	1	1	10	2	9	13	15	10	0	4	2	1	5	0	1	0	0	14	5	11	1	6	10	4					
		2.13%	2.42%	2.16%	1.82%	1.74%	1.78%	3.28%	3.53%	0.82%	0.59%	2.99%	1.28%	1.54%	2.55%	2.27%	3.21%	0.00%	1.57%	3.28%	1.04%	1.93%	0.00%	2.70%	0.00%	0.00%	2.59%	2.53%	3.36%	0.69%	2.04%	2.42%	2.82%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
