Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Солецкая																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448					
1	"Число избирателей, внесенных в списки"	14569	314	1141	583	467	344	231	272	425	282	149	358	185	357	239	777	1098	958	939	1354	1017	759	2320					
2	"Число бюллетеней, полученных участковыми комиссиями"	14472	321	1145	586	475	349	232	275	396	288	153	345	186	351	234	788	1116	988	1009	1337	1043	750	2105					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6678	141	418	339	237	128	109	117	152	102	80	196	121	195	108	308	530	393	328	518	430	322	1406					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	969	61	113	32	53	85	37	52	82	126	38	72	29	26	32	21	24	23	21	11	10	10	11					
6	Число погашенных бюллетеней	6825	119	614	215	185	136	86	106	162	60	35	77	36	130	94	459	562	572	660	808	603	418	688					
7	Число бюллетеней в переносных ящиках для голосования	969	61	113	32	53	85	37	52	82	126	38	72	29	26	32	21	24	23	21	11	10	10	11					
8	Число бюллетеней в стационарных ящиках для голосования	6675	141	418	339	237	128	109	117	152	102	80	196	121	195	108	308	530	393	328	518	430	322	1403					
9	Число недействительных бюллетеней	99	4	10	5	3	4	2	0	3	1	4	9	3	1	2	3	2	14	4	10	4	6	5					
10	Число действительных бюллетеней	7545	198	521	366	287	209	144	169	231	227	114	259	147	220	138	326	552	402	345	519	436	326	1409					
