Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
"Наименование Избирательной комиссии:    Грозный, Старопромысловская"																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №442	УИК №443	УИК №444									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	38715	1574	1639	2524	2167	2481	2384	2495	2085	2469	2150	2207	2282	2040	2219	2159	2117	2432	1291									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37616	1517	1584	2469	2113	2428	2328	2436	2032	2401	2083	2138	2214	1977	2155	2093	2054	2367	1227									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	36581	1493	1532	2385	2058	2329	2256	2326	1988	2365	2012	2093	2184	1923	2070	2050	1996	2311	1210									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	147	5	8	13	11	14	12	13	8	7	10	6	8	9	5	3	5	6	4									
6	Число погашенных избирательных бюллетеней	888	19	44	71	44	85	60	97	36	29	61	39	22	45	80	40	53	50	13									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	147	5	8	13	11	14	12	13	8	7	10	6	8	9	5	3	5	6	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	36581	1493	1532	2385	2058	2329	2256	2326	1988	2365	2012	2093	2184	1923	2070	2050	1996	2311	1210									
9	Число недействительных избирательных бюллетеней	21	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1									
10	Число действительных избирательных бюллетеней	36707	1497	1539	2396	2068	2341	2267	2337	1995	2371	2021	2098	2191	1931	2074	2052	2000	2316	1213									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	198	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	5	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	193	11	11	11	11	9	10	11	11	11	11	11	10	11	11	11	11	10	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	2	1	2	3	5	3	4	7	3	3	7	7	5	3	5	3	7	6									
		0.21%	0.13%	0.06%	0.08%	0.14%	0.21%	0.13%	0.17%	0.35%	0.13%	0.15%	0.33%	0.32%	0.26%	0.14%	0.24%	0.15%	0.30%	0.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	218	11	9	7	13	11	17	10	14	16	7	14	13	17	15	6	13	9	16									
		0.59%	0.73%	0.58%	0.29%	0.63%	0.47%	0.75%	0.43%	0.70%	0.67%	0.35%	0.67%	0.59%	0.88%	0.72%	0.29%	0.65%	0.39%	1.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	62	5	4	6	3	2	4	6	2	3	5	2	1	2	4	2	4	3	4									
		0.17%	0.33%	0.26%	0.25%	0.14%	0.09%	0.18%	0.26%	0.10%	0.13%	0.25%	0.10%	0.05%	0.10%	0.19%	0.10%	0.20%	0.13%	0.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35343	1446	1471	2316	1981	2267	2174	2267	1926	2289	1945	2024	2119	1869	1991	1989	1910	2212	1147									
		96.23%	96.53%	95.52%	96.58%	95.75%	96.76%	95.86%	96.92%	96.49%	96.50%	96.19%	96.43%	96.67%	96.74%	95.95%	96.88%	95.45%	95.47%	94.48%									
