Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Камышлинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236					
1	"Число избирателей, внесенных в списки"	8645	300	237	200	574	237	1198	1082	1306	1309	356	1023	330	282	211					
2	"Число бюллетеней, полученных участковыми комиссиями"	8599	299	236	198	575	236	1185	1066	1338	1290	345	1010	332	278	211					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5473	239	166	130	334	172	621	594	806	905	195	676	274	195	166					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	596	33	43	10	101	8	72	60	67	27	26	62	23	28	36					
6	Число погашенных бюллетеней	2530	27	27	58	140	56	492	412	465	358	124	272	35	55	9					
7	Число бюллетеней в переносных ящиках для голосования	596	33	43	10	101	8	72	60	67	27	26	62	23	28	36					
8	Число бюллетеней в стационарных ящиках для голосования	5473	239	166	130	334	172	621	594	806	905	195	676	274	195	166					
9	Число недействительных бюллетеней	193	7	1	7	10	10	29	28	18	30	13	31	2	6	1					
10	Число действительных бюллетеней	5876	265	208	133	425	170	664	626	855	902	208	707	295	217	201					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	99	5	5	5	5	5	0	11	21	11	5	11	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	0	0	0	0	1	0	7	15	4	1	1	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	20	1	0	0	1	2	0	0	1	7	1	7	0	0	0					
14	Число погашенных открепительных удостоверений	67	5	5	5	5	4	0	4	6	7	4	10	3	5	4					
15	Число открепительных удостоверений выданных ТИК	13	0	0	0	0	0	0	0	1	11	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	146	4	1	2	10	2	27	15	28	21	1	17	17	0	1					
		2.40%	1.47%	0.47%	1.42%	2.29%	1.11%	3.89%	2.29%	3.20%	2.25%	0.45%	2.30%	5.72%	0.0%	0.49%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	100	3	1	3	9	14	11	15	16	10	1	8	1	6	2					
		1.64%	1.10%	0.47%	2.14%	2.06%	7.77%	1.58%	2.29%	1.83%	1.07%	0.45%	1.08%	0.33%	2.69%	0.99%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	107	2	0	1	12	2	8	15	14	22	9	17	1	0	4					
		1.76%	0.73%	0.0%	0.71%	2.75%	1.11%	1.15%	2.29%	1.60%	2.36%	4.07%	2.30%	0.33%	0.0%	1.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	40	1	0	0	2	0	5	3	9	5	0	12	2	1	0					
		0.65%	0.36%	0.0%	0.0%	0.45%	0.0%	0.72%	0.45%	1.03%	0.53%	0.0%	1.62%	0.67%	0.44%	0.0%					
22	"5. ""За Русь Святую"""	11	2	0	0	1	0	1	0	4	1	0	1	0	0	1					
		0.18%	0.73%	0.0%	0.0%	0.22%	0.0%	0.14%	0.0%	0.45%	0.10%	0.0%	0.13%	0.0%	0.0%	0.49%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	0	1	0	1	2	2	0	2	1	0	0	0	0	0					
		0.14%	0.0%	0.47%	0.0%	0.22%	1.11%	0.28%	0.0%	0.22%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	38	0	0	0	4	0	4	3	6	5	1	8	0	1	6					
		0.62%	0.0%	0.0%	0.0%	0.91%	0.0%	0.57%	0.45%	0.68%	0.53%	0.45%	1.08%	0.0%	0.44%	2.97%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	0	0	0	0	2	3	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	0	4	0	1	1	1	2	2	3	0	0	0					
		0.23%	0.0%	0.0%	0.0%	0.91%	0.0%	0.14%	0.15%	0.11%	0.21%	0.90%	0.40%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	279	8	2	10	35	9	25	16	35	53	15	22	14	18	17					
		4.59%	2.94%	0.95%	7.14%	8.04%	5.0%	3.60%	2.44%	4.00%	5.68%	6.78%	2.98%	4.71%	8.07%	8.41%					
28	"11. ""Истинные патриоты России"""	72	1	0	1	0	1	8	21	11	18	0	6	4	1	0					
		1.18%	0.36%	0.0%	0.71%	0.0%	0.55%	1.15%	3.21%	1.26%	1.93%	0.0%	0.81%	1.34%	0.44%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	27	2	2	0	0	0	0	2	5	4	2	4	3	1	2					
		0.44%	0.73%	0.95%	0.0%	0.0%	0.0%	0.0%	0.30%	0.57%	0.42%	0.90%	0.54%	1.01%	0.44%	0.99%					
30	"13. ""Демократическая партия России"""	22	1	0	2	2	0	4	4	3	4	0	1	0	0	1					
		0.36%	0.36%	0.0%	1.42%	0.45%	0.0%	0.57%	0.61%	0.34%	0.42%	0.0%	0.13%	0.0%	0.0%	0.49%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	0	1	0	3	2	10	22	4	3	0	1	0	1	0					
		0.77%	0.0%	0.47%	0.0%	0.68%	1.11%	1.44%	3.36%	0.45%	0.32%	0.0%	0.13%	0.0%	0.44%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	1	0	0	0	0	1	1	3	1	1	0	0	1					
		0.14%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.15%	0.11%	0.32%	0.45%	0.13%	0.0%	0.0%	0.49%					
33	"16. ""Родина"" (народно-патриотический союз)"""	160	0	2	2	9	4	14	15	26	25	12	32	6	13	0					
