Выборы Президента Российской Федерации																																																																										
Дата голосования: 18.03.2018																																																																										
																																																																										
Наименование Избирательной комиссии:    Вельская																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																								
																																																																										
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №183	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №197	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224									
1	"Число избирателей, включенных в список избирателей"	43024	1573	925	1342	1091	1136	1319	1835	128	1315	1534	1657	1465	1001	1349	636	117	81	957	1087	81	186	288	215	139	727	913	966	902	953	966	179	297	121	1180	1543	488	383	168	539	1024	112	132	711	222	155	362	69	1395	755	287	632	315	342	252	537	666	1272	128	521	370	547	88	348									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41763	1550	900	1150	1050	1050	1250	1800	130	1300	1550	1650	1450	1000	1300	600	100	83	900	1050	70	150	260	200	120	750	900	950	850	950	950	170	280	110	1150	1550	450	380	140	500	1050	95	100	700	200	150	355	50	1450	750	270	650	290	300	240	500	650	1300	130	500	350	500	90	350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	22651	919	522	680	641	673	705	1178	114	746	886	926	833	592	624	350	64	26	520	572	35	97	172	93	103	208	488	464	444	589	469	83	128	62	694	929	235	157	101	263	402	50	57	378	116	63	196	37	651	378	88	252	171	198	123	301	326	530	58	246	190	243	54	158									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1893	33	29	134	16	16	47	83	0	7	31	19	29	12	60	34	3	54	37	69	7	20	13	41	5	51	35	25	47	44	33	9	8	8	32	23	44	14	11	44	69	19	7	24	19	22	25	8	91	40	13	13	34	22	9	23	34	82	11	39	20	24	11	7									
6	Число погашенных избирательных бюллетеней	17176	598	349	336	393	361	498	539	16	547	633	705	588	396	616	216	33	3	343	409	28	33	75	66	12	474	377	461	359	317	448	78	144	40	424	598	171	198	28	193	579	26	36	298	65	65	134	5	708	332	169	385	85	80	108	176	290	688	61	215	140	233	25	170									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1936	33	29	134	16	16	47	83	0	7	31	19	29	12	60	34	3	54	37	69	7	20	13	41	5	68	35	25	47	44	33	9	8	8	32	23	44	25	11	44	69	19	7	24	19	22	25	8	91	40	13	13	34	22	9	23	34	82	11	39	20	24	11	22									
8	Число бюллетеней в стационарных ящиках для голосования	22650	919	522	679	641	673	705	1178	114	746	886	926	833	592	624	350	64	26	520	572	35	97	172	93	103	208	488	464	444	589	469	83	128	62	694	929	235	157	101	263	402	50	57	378	116	63	196	37	651	378	88	252	171	198	123	301	326	530	58	246	190	243	54	158									
9	Число недействительных избирательных бюллетеней	216	6	7	7	9	4	6	12	6	3	11	6	10	10	9	7	0	0	4	1	0	0	0	0	1	1	6	5	5	6	2	0	0	0	7	15	1	0	1	2	2	0	0	1	1	1	1	0	7	4	1	5	3	2	2	4	0	3	0	2	4	1	2	0									
10	Число действительных избирательных бюллетеней	24370	946	544	806	648	685	746	1249	108	750	906	939	852	594	675	377	67	80	553	640	42	117	185	134	107	275	517	484	486	627	500	92	136	70	719	937	278	182	111	305	469	69	64	401	134	84	220	45	735	414	100	260	202	218	130	320	360	609	69	283	206	266	63	180									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
