Выборы Президента Российской Федерации																																																																												
Дата голосования: 04.03.2012																																																																												
																																																																												
Наименование Избирательной комиссии:    Вельская																																																																												
																																																																												
Сводная таблица итогов голосования																																																																												
																																																																												
	Число участковых избирательных комиссий	65																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	65																																																																										
																																																																												
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222									
1	Число избирателей, включенных в список избирателей	45228	1449	955	1415	1043	1199	1398	2009	164	1228	1708	1655	1639	887	1438	672	119	147	865	1117	97	187	290	264	151	102	777	112	988	1175	814	976	1183	224	332	157	1129	1416	511	413	360	75	162	529	1183	115	155	761	253	183	289	131	1650	814	312	825	284	312	263	496	533	1474	148	574	320	622									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	44120	1450	950	1300	1050	1200	1300	2000	150	1200	1700	1650	1500	850	1400	650	100	140	800	1100	100	190	250	250	130	100	800	100	1000	1150	800	1000	1150	200	350	150	1150	1400	500	400	350	70	140	500	1200	100	150	750	200	150	300	100	1650	800	300	850	250	300	250	450	500	1500	150	550	300	600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	22273	824	503	694	587	657	722	1192	99	580	868	820	690	480	622	282	74	49	494	554	34	64	165	75	108	69	325	42	518	551	367	585	526	95	154	81	620	777	262	188	171	32	103	287	454	64	85	418	142	99	166	37	669	369	123	372	149	165	120	207	225	583	80	268	186	302									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2815	26	22	113	20	23	55	60	11	24	27	26	183	12	59	43	3	86	38	101	20	56	8	99	6	15	58	19	42	24	38	40	27	33	22	22	34	46	85	39	22	6	17	55	122	17	11	45	33	24	29	44	145	80	27	30	33	28	19	43	50	124	13	63	29	41									
6	Число погашенных избирательных бюллетеней	19032	600	425	493	443	520	523	748	40	596	805	804	627	358	719	325	23	5	268	445	46	70	77	76	16	16	417	39	440	575	395	375	597	72	174	47	496	577	153	173	157	32	20	158	624	19	54	287	25	27	105	19	836	351	150	448	68	107	111	200	225	793	57	219	85	257									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2812	26	22	113	20	23	55	60	11	24	27	26	180	12	59	43	3	86	38	101	20	56	8	99	6	15	58	19	42	24	38	40	27	33	22	22	34	46	85	39	22	6	17	55	122	17	11	45	33	24	29	44	145	80	27	30	33	28	19	43	50	124	13	63	29	41									
8	Число бюллетеней в стационарных ящиках для голосования	22270	824	503	694	585	657	722	1192	99	579	868	820	690	480	622	282	74	49	494	554	34	64	165	75	108	69	325	42	518	551	367	585	526	95	154	81	620	777	262	188	171	32	103	287	454	64	85	418	142	99	166	37	669	369	123	372	149	165	120	207	225	583	80	268	186	302									
9	Число недействительных избирательных бюллетеней	210	5	9	8	10	7	5	8	1	6	8	7	11	6	4	8	1	2	8	2	0	3	0	2	0	0	3	1	2	9	5	5	4	2	0	0	8	10	1	0	1	0	1	2	3	0	1	3	2	0	0	0	3	2	6	5	0	0	4	1	0	1	0	3	0	1									
10	Число действительных избирательных бюллетеней	24872	845	516	799	595	673	772	1244	109	597	887	839	859	486	677	317	76	133	524	653	54	117	173	172	114	84	380	60	558	566	400	620	549	126	176	103	646	813	346	227	192	38	119	340	573	81	95	460	173	123	195	81	811	447	144	397	182	193	135	249	275	706	93	328	215	342									
11	Число полученных открепительных  удостоверений	612	20	10	13	14	13	20	30	5	10	10	13	20	10	10	5	5	0	10	23	5	0	5	5	5	5	10	3	15	10	10	15	10	5	5	5	10	22	13	5	5	10	5	13	30	5	5	12	8	5	10	5	15	10	5	7	5	5	5	2	7	10	5	7	5	7									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	514	13	10	12	14	13	12	28	1	9	10	13	20	10	9	5	5	0	10	19	2	0	5	5	3	5	5	3	15	8	7	8	5	4	5	1	10	22	11	5	3	10	5	11	30	4	1	10	8	5	10	0	15	8	5	4	5	4	3	2	7	10	0	5	4	3									
13	Число избирателей, проголосовавших по открепительным удостоверениям	418	12	8	39	11	11	24	28	0	6	12	11	11	9	32	10	1	10	2	14	2	0	3	2	0	2	5	2	7	6	8	8	6	0	0	2	4	7	9	2	0	3	2	10	1	1	2	4	1	3	4	0	7	6	1	5	1	6	3	8	5	7	2	2	3	5									
14	Число неиспользованных открепительных удостоверений	98	7	0	1	0	0	8	2	4	1	0	0	0	0	1	0	0	0	0	4	3	0	0	0	2	0	5	0	0	2	3	7	5	1	0	4	0	0	2	0	2	0	0	2	0	1	4	2	0	0	0	5	0	2	0	3	0	1	2	0	0	0	5	2	1	4									
15	Число открепительных удостоверений, выданных избирателям ТИК	38	1	1	1	1	1	2	1	0	0	2	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	1	2	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	1	5	0	0	0	1	0	0	1	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																												
19	Жириновский Владимир Вольфович	2228	54	50	80	57	55	71	78	12	65	89	69	80	40	65	26	11	11	43	46	2	12	18	15	14	7	39	6	57	51	43	48	64	6	5	10	39	71	52	20	8	3	21	32	49	8	10	56	19	20	10	4	89	31	20	39	13	17	19	24	18	36	13	31	22	35									
		8.88%	6.35%	9.52%	9.91%	9.42%	8.09%	9.14%	6.23%	10.91%	10.78%	9.94%	8.16%	9.20%	8.13%	9.54%	8.00%	14.29%	8.15%	8.08%	7.02%	3.70%	10.00%	10.40%	8.62%	12.28%	8.33%	10.18%	9.84%	10.18%	8.87%	10.62%	7.68%	11.57%	4.69%	2.84%	9.71%	5.96%	8.63%	14.99%	8.81%	4.15%	7.89%	17.50%	9.36%	8.51%	9.88%	10.42%	12.10%	10.86%	16.26%	5.13%	4.94%	10.93%	6.90%	13.33%	9.70%	7.14%	8.81%	13.67%	9.60%	6.55%	5.09%	13.98%	9.37%	10.23%	10.20%									
20	Зюганов Геннадий Андреевич	3732	139	90	140	106	138	142	232	22	72	99	124	121	112	102	55	9	17	78	65	10	8	11	20	9	14	57	8	93	95	78	136	92	28	32	12	104	132	35	27	25	12	14	36	59	3	8	81	25	9	34	7	123	45	2	71	32	29	8	19	41	91	12	28	19	35									
		14.88%	16.35%	17.14%	17.35%	17.52%	20.29%	18.28%	18.53%	20.00%	11.94%	11.06%	14.66%	13.91%	22.76%	14.98%	16.92%	11.69%	12.59%	14.66%	9.92%	18.52%	6.67%	6.36%	11.49%	7.89%	16.67%	14.88%	13.11%	16.61%	16.52%	19.26%	21.76%	16.64%	21.88%	18.18%	11.65%	15.90%	16.04%	10.09%	11.89%	12.95%	31.58%	11.67%	10.53%	10.24%	3.70%	8.33%	17.49%	14.29%	7.32%	17.44%	8.64%	15.11%	10.02%	1.33%	17.66%	17.58%	15.03%	5.76%	7.60%	14.91%	12.87%	12.90%	8.46%	8.84%	10.20%									
21	Миронов Сергей Михайлович	1709	68	41	49	46	59	61	107	6	35	85	67	91	27	60	21	3	6	53	29	2	3	8	5	5	5	13	0	48	43	24	57	34	9	8	3	47	46	25	9	8	1	15	14	24	2	0	35	6	7	10	4	63	19	4	29	19	9	9	13	12	40	6	21	14	17									
		6.81%	8.00%	7.81%	6.07%	7.60%	8.68%	7.85%	8.55%	5.45%	5.80%	9.50%	7.92%	10.46%	5.49%	8.81%	6.46%	3.90%	4.44%	9.96%	4.43%	3.70%	2.50%	4.62%	2.87%	4.39%	5.95%	3.39%	0.00%	8.57%	7.48%	5.93%	9.12%	6.15%	7.03%	4.55%	2.91%	7.19%	5.59%	7.20%	3.96%	4.15%	2.63%	12.50%	4.09%	4.17%	2.47%	0.00%	7.56%	3.43%	5.69%	5.13%	4.94%	7.74%	4.23%	2.67%	7.21%	10.44%	4.66%	6.47%	5.20%	4.36%	5.66%	6.45%	6.34%	6.51%	4.96%									
22	Прохоров Михаил Дмитриевич	1966	83	50	82	59	77	87	138	12	73	81	104	52	59	43	31	5	8	42	60	0	10	15	0	7	4	27	4	42	25	27	38	44	6	13	5	48	91	20	10	10	1	10	16	25	2	4	31	4	1	9	3	48	43	1	17	9	16	6	17	14	26	2	31	16	22									
		7.84%	9.76%	9.52%	10.16%	9.75%	11.32%	11.20%	11.02%	10.91%	12.11%	9.05%	12.29%	5.98%	11.99%	6.31%	9.54%	6.49%	5.93%	7.89%	9.16%	0.00%	8.33%	8.67%	0.00%	6.14%	4.76%	7.05%	6.56%	7.50%	4.35%	6.67%	6.08%	7.96%	4.69%	7.39%	4.85%	7.34%	11.06%	5.76%	4.41%	5.18%	2.63%	8.33%	4.68%	4.34%	2.47%	4.17%	6.70%	2.29%	0.81%	4.62%	3.70%	5.90%	9.58%	0.67%	4.23%	4.95%	8.29%	4.32%	6.80%	5.09%	3.68%	2.15%	9.37%	7.44%	6.41%									
23	Путин Владимир Владимирович	15237	501	285	448	327	344	411	689	57	352	533	475	515	248	407	184	48	91	308	453	40	84	121	132	79	54	244	42	318	352	228	341	315	77	118	73	408	473	214	161	141	21	59	242	416	66	73	257	119	86	132	63	488	309	117	241	109	122	93	176	190	513	60	217	144	233									
		60.75%	58.94%	54.29%	55.51%	54.05%	50.59%	52.90%	55.03%	51.82%	58.37%	59.55%	56.15%	59.20%	50.41%	59.77%	56.62%	62.34%	67.41%	57.89%	69.16%	74.07%	70.00%	69.94%	75.86%	69.30%	64.29%	63.71%	68.85%	56.79%	61.22%	56.30%	54.56%	56.96%	60.16%	67.05%	70.87%	62.39%	57.47%	61.67%	70.93%	73.06%	55.26%	49.17%	70.76%	72.22%	81.48%	76.04%	55.51%	68.00%	69.92%	67.69%	77.78%	59.95%	68.82%	78.00%	59.95%	59.89%	63.21%	66.91%	70.40%	69.09%	72.56%	64.52%	65.56%	66.98%	67.93%									
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
