Выборы Президента Российской Федерации																																																																									
Дата голосования: 02.03.2008																																																																									
																																																																									
Наименование Избирательной комиссии:    Вельская																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
	Число участковых избирательных комиссий	66																																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	66																																																																							
																																																																									
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224					
1	"Число избирателей, включенных в списки избирателей"	45492	1591	995	1545	1085	1696	1333	1871	379	1144	1699	1622	1386	910	1353	676	280	173	784	1058	99	181	276	292	128	90	728	128	1042	1189	818	1029	1169	232	331	158	1086	1402	473	356	80	134	577	1112	106	142	735	246	169	319	138	1698	733	303	854	254	274	266	431	449	1538	162	552	303	643	114	373					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	39460	1200	900	1200	900	1400	1000	1500	350	900	1500	1400	1100	800	1100	600	280	200	700	900	120	170	270	300	130	90	700	130	900	1000	800	900	900	220	320	170	900	1100	450	350	90	120	550	900	110	140	700	240	180	320	140	1400	700	290	800	250	260	260	370	400	1300	150	550	320	600	120	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24190	904	551	872	604	870	717	1090	199	604	916	892	755	494	573	277	257	55	467	570	56	85	180	128	79	51	362	83	564	657	375	661	595	121	189	73	583	687	258	210	52	100	303	564	60	96	408	141	111	175	70	770	413	150	508	135	175	118	194	220	591	87	314	164	352	68	187					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3173	24	37	12	19	34	44	47	36	18	45	38	19	14	66	24	6	84	67	126	25	57	11	101	7	5	95	6	36	43	75	39	26	31	24	28	51	45	96	31	8	15	109	104	20	11	41	36	27	48	50	191	101	28	22	40	26	27	77	60	238	26	107	31	58	26	54					
6	Число погашенных избирательных бюллетеней	12097	272	312	316	277	496	239	363	115	278	539	470	326	292	461	299	17	61	166	204	39	28	79	71	44	34	243	41	300	300	350	200	279	68	107	69	266	368	96	109	30	5	138	232	30	33	251	63	42	97	20	439	186	112	270	75	59	115	99	120	471	37	129	125	190	26	109					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3173	24	37	12	19	34	44	47	36	18	45	38	19	14	66	24	6	84	67	126	25	57	11	101	7	5	95	6	36	43	75	39	26	31	24	28	51	45	96	31	8	15	109	104	20	11	41	36	27	48	50	191	101	28	22	40	26	27	77	60	238	26	107	31	58	26	54					
8	Число бюллетеней в стационарных ящиках для голосования	24186	904	551	872	602	870	715	1090	199	604	916	892	755	494	573	277	257	55	467	570	56	85	180	128	79	51	362	83	564	657	375	661	595	121	189	73	583	687	258	210	52	100	303	564	60	96	408	141	111	175	70	770	413	150	508	135	175	118	194	220	591	87	314	164	352	68	187					
9	Число недействительных избирательных бюллетеней	205	6	10	11	7	7	12	12	0	7	3	9	5	9	8	4	3	2	6	0	0	0	1	0	0	0	5	0	4	4	2	8	4	0	0	0	4	5	2	1	0	0	2	3	0	0	2	1	0	0	0	4	3	0	2	1	0	1	2	1	8	1	3	1	8	0	1					
10	Число действительных избирательных бюллетеней	27154	922	578	873	614	897	747	1125	235	615	958	921	769	499	631	297	260	137	528	696	81	142	190	229	86	56	452	89	596	696	448	692	617	152	213	101	630	727	352	240	60	115	410	665	80	107	447	176	138	223	120	957	511	178	528	174	201	144	269	279	821	112	418	194	402	94	240					
11	Число полученных открепительных  удостоверений	698	20	15	20	20	20	44	52	10	20	20	15	6	20	7	5	0	0	15	15	2	2	5	3	3	2	6	2	15	15	15	20	15	3	6	3	20	20	13	3	4	3	5	10	3	3	10	3	3	5	3	25	20	5	15	5	5	5	5	5	23	3	5	3	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	500	7	15	9	8	13	24	52	5	13	11	7	6	5	7	2	0	0	15	15	2	0	5	3	0	2	6	0	5	8	5	16	10	1	2	1	20	16	13	3	4	3	3	5	3	0	7	3	3	2	1	24	20	5	15	5	3	0	3	5	23	0	5	3	10	3	10					
