Выборы Президента Российской Федерации																																																																														
Дата голосования: 04.03.2012																																																																														
																																																																														
Наименование Избирательной комиссии:    Уфа, Калининская																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	67																																																																												
																																																																														
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90									
1	Число избирателей, включенных в список избирателей	146612	2790	2661	2283	2796	2648	2707	2773	2632	2379	2143	1983	1978	2362	2326	2509	2845	2769	2326	2679	1204	1501	2694	1308	2503	2627	2875	2755	2779	1880	2332	2785	2713	2439	2078	2501	2602	2798	2534	2357	2552	2256	2821	2044	2130	2551	2356	2115	2240	2508	1848	2176	2667	2680	2539	2478	2447	2356	2058	2199	2254	169	205	804	674	71	450	110									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	139574	2720	2640	2550	2640	2550	2590	2530	2510	2300	2000	1890	1970	2200	2530	2340	2720	2650	2200	2600	1180	1340	2510	1240	2390	2450	2700	2570	2600	1750	2220	2590	2590	2300	1980	2370	2380	2640	2330	2240	2440	2130	2700	1950	2040	2410	2170	2090	2160	2400	1730	2100	2530	2560	2350	2280	2280	2220	1990	2100	2050	150	190	750	674	70	450	110									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	101105	2164	2062	2008	2331	1806	2116	2187	1653	1553	1455	1304	1381	1421	1732	1729	1904	2195	1390	2246	989	1280	1834	644	2046	2177	1860	2284	1615	1392	1533	2116	2012	1541	1363	1478	1405	2220	2067	1606	1990	1364	2094	1222	1356	1812	1662	1433	1139	1464	1108	1603	2002	1511	1281	1745	1289	1535	1491	1238	1285	93	154	393	129	70	433	110									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4322	68	67	186	38	143	70	16	58	17	23	91	23	23	72	17	28	21	43	1	35	12	63	90	28	44	74	50	70	112	28	84	80	78	30	57	49	50	24	68	26	41	191	73	111	42	43	19	100	46	70	70	132	105	91	86	45	28	26	52	98	4	6	124	545	0	17	0									
6	Число погашенных избирательных бюллетеней	34147	488	511	356	271	601	404	327	799	730	522	495	566	756	726	594	788	434	767	353	156	48	613	506	316	229	766	236	915	246	659	390	498	681	587	835	926	370	239	566	424	725	415	655	573	556	465	638	921	890	552	427	396	944	978	449	946	657	473	810	667	53	30	233	0	0	0	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4315	68	67	186	38	143	70	16	58	17	23	91	23	23	72	17	28	21	43	1	35	12	63	90	28	37	74	50	70	112	28	84	80	78	30	57	49	50	24	68	26	41	191	73	111	42	43	19	100	46	70	70	132	105	91	86	45	28	26	52	98	4	6	124	545	0	17	0									
