Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
"Наименование Избирательной комиссии:    Новороссийск, Пригородная"																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №5901	УИК №5902	УИК №5903	УИК №5904	УИК №5905	УИК №5906	УИК №5907	УИК №5908	УИК №5909	УИК №5910	УИК №5911	УИК №5912	УИК №5913	УИК №5914	УИК №5915	УИК №5916	УИК №5917	УИК №5918	УИК №5919	УИК №5920	УИК №5921	УИК №5922	УИК №5923	УИК №5924	УИК №5925	УИК №5926	УИК №5927					
1	"Число избирателей, внесенных в список избирателей"	34494	849	1513	767	579	324	699	266	1483	1826	2096	877	1637	1432	1828	251	327	1369	1299	2345	195	1731	1757	1802	1244	2435	2190	1373					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34453	848	1463	792	563	332	677	277	1457	1836	2090	880	1702	1475	1905	253	320	1375	1346	2234	209	1748	1797	1817	1150	2418	2178	1311					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24165	628	1058	599	402	288	512	235	1020	1121	1356	565	1188	759	1204	244	241	931	975	1964	174	959	1245	1329	763	1906	1439	1060					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1809	123	70	62	28	32	20	13	40	16	96	61	128	88	85	7	12	38	84	63	0	264	144	63	50	64	115	43					
6	Число погашенных избирательных бюллетеней	8479	97	335	131	133	12	145	29	397	699	638	254	386	628	616	2	67	406	287	207	35	525	408	425	337	448	624	208					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1809	123	70	62	28	32	20	13	40	16	96	61	128	88	85	7	12	38	84	63	0	264	144	63	50	64	115	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24098	626	1058	599	402	288	512	235	1019	1121	1356	565	1188	759	1204	244	241	930	975	1901	174	959	1245	1329	763	1906	1439	1060					
9	Число недействительных избирательных бюллетеней	730	9	24	10	8	3	9	4	20	4	5	7	83	9	0	10	17	25	9	44	0	20	210	148	13	0	20	19					
10	Число действительных избирательных бюллетеней	25177	740	1104	651	422	317	523	244	1039	1133	1447	619	1233	838	1289	241	236	943	1050	1920	174	1203	1179	1244	800	1970	1534	1084					
