Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Дербентская городская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932					
1	"Число избирателей, внесенных в списки"	63535	1448	1474	1040	2028	1575	1376	1881	1637	1915	2130	1755	2650	1016	1835	2336	2937	1771	1643	1002	2152	2672	2453	1976	1754	1744	1240	1607	946	1933	2008	1129	1810	2057	2445	660	1500					
2	"Число бюллетеней, полученных участковыми комиссиями"	61635	1400	1400	1000	2000	1500	1300	1800	1600	1900	2000	1755	2600	1000	1800	2000	2900	1726	1600	1000	2000	2600	2400	1900	1700	1744	1200	1600	900	1900	2000	1100	1810	2000	2400	600	1500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	53924	978	554	921	1868	442	1281	603	1491	1820	1636	1687	2338	983	1724	1921	2862	1628	1476	970	1837	2493	2300	1800	1600	1467	1052	1475	704	1755	1923	925	1150	1968	2360	496	1436					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	234	64	0	4	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	6	0	0	0	0	4	0					
6	Число погашенных бюллетеней	7477	358	846	75	132	1003	19	1197	109	80	364	68	262	17	76	79	38	98	124	30	163	107	100	100	100	277	148	125	95	145	71	175	660	32	40	100	64					
7	Число бюллетеней в переносных ящиках для голосования	234	64	0	4	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	6	0	0	0	0	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	53916	978	554	921	1868	442	1281	603	1491	1820	1636	1687	2338	983	1724	1921	2862	1626	1476	970	1837	2493	2300	1800	1600	1467	1052	1475	704	1755	1917	925	1150	1968	2360	496	1436					
9	Число недействительных бюллетеней	372	2	0	4	7	2	0	3	7	4	8	0	0	4	0	0	0	10	3	7	77	0	11	67	0	5	0	5	3	3	24	3	10	65	0	11	27					
10	Число действительных бюллетеней	53778	1040	554	921	1861	495	1281	600	1484	1816	1628	1687	2338	979	1724	1921	2862	1616	1473	963	1760	2493	2289	1733	1600	1462	1052	1470	802	1752	1899	922	1140	1903	2360	489	1409					
