Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Новоуренгойская городская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №202					
1	"Число избирателей, внесенных в списки"	72875	1625	2890	2142	2137	2426	452	1741	2277	2500	2431	1324	1937	3292	742	412	517	467	1378	1524	1134	1867	2359	2477	2340	2517	2790	2677	2704	2283	2885	2585	2520	2392	1980	1363	541	1770	495	982					
2	"Число бюллетеней, полученных участковыми комиссиями"	72965	1626	2815	2632	2255	2245	433	1756	2300	2740	2455	1372	2004	2819	609	382	533	433	1408	1534	1080	1944	2335	2521	2376	2486	2770	2687	2711	2265	2893	2556	2528	2418	1977	1357	608	1714	495	893					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	45799	1003	1765	1347	1422	1460	308	1087	1418	1834	1465	780	981	1952	498	168	452	310	911	1029	718	1257	1540	1565	1496	1660	1817	1739	1709	1468	1860	1628	1667	1585	1100	857	261	944	314	424					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	384	4	6	8	2	3	0	7	6	5	9	3	35	4	1	0	0	0	9	9	2	0	11	3	9	6	9	7	4	3	6	5	2	8	9	10	0	2	2	175					
6	Число погашенных бюллетеней	26782	619	1044	1277	831	782	125	662	876	901	981	589	988	863	110	214	81	123	488	496	360	687	784	953	871	820	944	941	998	794	1027	923	859	825	868	490	347	768	179	294					
7	Число бюллетеней в переносных ящиках для голосования	384	4	6	8	2	3	0	7	6	5	9	3	35	4	1	0	0	0	9	9	2	0	11	3	9	6	9	7	4	3	6	5	2	8	9	10	0	2	2	175					
8	Число бюллетеней в стационарных ящиках для голосования	45751	1003	1765	1347	1422	1458	308	1087	1418	1834	1465	774	981	1948	498	168	452	310	909	1029	718	1257	1537	1559	1494	1660	1817	1734	1709	1468	1854	1628	1667	1578	1099	853	261	944	314	424					
9	Число недействительных бюллетеней	400	10	15	14	12	12	7	7	21	18	8	9	11	9	6	0	1	4	11	13	16	4	11	15	5	12	14	7	0	9	14	17	26	11	19	10	2	11	0	9					
10	Число действительных бюллетеней	45735	997	1756	1341	1412	1449	301	1087	1403	1821	1466	768	1005	1943	493	168	451	306	907	1025	704	1253	1537	1547	1498	1654	1812	1734	1713	1462	1846	1616	1643	1575	1089	853	259	935	316	590					
