Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Сухобузимская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922					
1	"Число избирателей, внесенных в список"	16150	1606	287	367	209	436	577	332	729	225	199	261	851	95	295	1865	96	362	118	216	228	760	330	120	152	1540	652	1294	83	140	176	1192	118	112	127					
2	Число полученных избирательных бюллетеней	16137	1600	290	365	218	430	577	328	725	222	200	265	876	98	292	1855	95	360	120	224	226	760	335	120	160	1515	645	1295	85	135	180	1186	117	110	128					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8229	747	178	193	152	237	347	172	358	143	128	133	440	87	172	864	65	227	75	151	152	417	162	56	77	608	320	501	49	76	100	571	103	77	91					
5	"Число избирательных бюллетеней, выданных вне помещения"	804	115	14	5	0	9	26	31	20	15	11	17	46	0	15	87	0	49	3	12	31	63	17	0	4	62	23	45	0	14	9	48	0	0	13					
6	Число погашенных избирательных бюллетеней	7104	738	98	167	66	184	204	125	347	64	61	115	390	11	105	904	30	84	42	61	43	280	156	64	79	845	302	749	36	45	71	567	14	33	24					
7	Число избирательных бюллетеней в переносных ящиках	804	115	14	5	0	9	26	31	20	15	11	17	46	0	15	87	0	49	3	12	31	63	17	0	4	62	23	45	0	14	9	48	0	0	13					
8	Число бюллетеней в стационарных ящиках для голосования	8229	747	178	193	152	237	347	172	358	143	128	133	440	87	172	864	65	227	75	151	152	417	162	56	77	608	320	501	49	76	100	571	103	77	91					
9	Число недействительных избирательных бюллетеней	88	8	0	4	1	1	3	1	7	1	3	3	4	2	5	3	0	2	2	3	2	2	4	0	2	6	2	3	0	1	0	10	3	0	0					
10	Число действительных избирательных бюллетеней	8945	854	192	194	151	245	370	202	371	157	136	147	482	85	182	948	65	274	76	160	181	478	175	56	79	664	341	543	49	89	109	609	100	77	104					
