Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Моршанская городская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285					
1	"Число избирателей, внесенных в список"	32363	2218	684	1544	1987	1974	1647	1486	1047	1274	1578	1563	1292	1143	1004	1007	1296	968	1492	2052	1638	800	1363	1306					
2	Число полученных избирательных бюллетеней	34763	2240	738	1568	2142	2144	1743	1687	1081	1348	1726	1567	1480	1230	1198	1086	1370	990	1498	2163	1697	799	1415	1853					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19278	1151	435	953	1105	1387	1037	838	568	671	841	804	673	688	596	535	731	485	830	1584	906	411	851	1198					
5	"Число избирательных бюллетеней, выданных вне помещения"	3300	391	50	93	137	78	122	157	119	59	130	143	163	113	90	138	159	160	211	307	133	82	157	108					
6	Число погашенных избирательных бюллетеней	12185	698	253	522	900	679	584	692	394	618	755	620	644	429	512	413	480	345	457	272	658	306	407	547					
7	Число избирательных бюллетеней в переносных ящиках	3300	391	50	93	137	78	122	157	119	59	130	143	163	113	90	138	159	160	211	307	133	82	157	108					
8	Число бюллетеней в стационарных ящиках для голосования	19272	1151	435	953	1105	1387	1037	838	568	671	841	803	673	688	596	535	731	483	830	1583	905	410	851	1198					
9	Число недействительных избирательных бюллетеней	217	13	4	9	10	65	8	5	13	2	4	8	6	4	4	13	8	4	3	8	7	8	6	5					
10	Число действительных избирательных бюллетеней	22355	1529	481	1037	1232	1400	1151	990	674	728	967	938	830	797	682	660	882	639	1038	1882	1031	484	1002	1301					
11	Число полученных открепительных  удостоверений	273	20	10	10	10	20	20	10	10	17	10	10	10	10	10	10	10	10	10	10	10	10	10	16					
12	Число выданных открепительных удостоверений	153	15	7	4	6	13	13	4	4	13	4	6	6	5	6	2	2	2	3	7	9	2	9	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	16	2	2	3	4	0	3	1	0	1	3	2	13	2	2	1	3	1	1	1	1	3	1					
14	Число неиспользованных открепительных удостоверений	120	5	3	6	4	7	7	6	6	4	6	4	4	5	4	8	8	8	7	3	1	8	1	5					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	805	45	21	49	58	52	42	44	18	40	32	27	34	32	27	24	22	20	47	58	33	14	25	41					
		3.57%	2.92%	4.33%	4.68%	4.67%	3.55%	3.62%	4.42%	2.62%	5.48%	3.30%	2.85%	4.07%	4.00%	3.94%	3.57%	2.47%	3.11%	4.51%	3.07%	3.18%	2.85%	2.48%	3.14%					
19	. Малышкин Олег Александрович	426	17	12	16	23	27	24	10	15	9	17	17	21	16	10	19	15	15	24	45	20	8	13	33					
		1.89%	1.10%	2.47%	1.53%	1.85%	1.84%	2.07%	1.01%	2.18%	1.23%	1.75%	1.80%	2.51%	2.00%	1.46%	2.82%	1.69%	2.33%	2.31%	2.38%	1.93%	1.63%	1.29%	2.53%					
20	. Миронов Сергей Михайлович	162	9	0	7	13	6	21	7	5	6	5	3	2	4	3	10	5	3	4	25	9	1	4	10					
		0.72%	0.58%	0.00%	0.67%	1.05%	0.41%	1.81%	0.70%	0.73%	0.82%	0.51%	0.32%	0.24%	0.50%	0.44%	1.49%	0.56%	0.47%	0.38%	1.32%	0.87%	0.20%	0.40%	0.77%					
21	. Путин Владимир Владимирович	12859	761	285	535	679	728	676	531	376	405	578	566	541	482	424	395	520	375	621	1163	556	263	641	758					
		56.97%	49.35%	58.76%	51.15%	54.67%	49.69%	58.33%	53.37%	54.73%	55.48%	59.53%	59.83%	64.71%	60.17%	61.81%	58.69%	58.43%	58.32%	59.65%	61.53%	53.56%	53.46%	63.59%	58.04%					
22	. Хакамада Ирина Муцуовна	426	18	15	20	16	45	33	18	11	28	10	25	5	13	10	17	18	6	15	23	25	10	20	25					
		1.89%	1.17%	3.09%	1.91%	1.29%	3.07%	2.85%	1.81%	1.60%	3.84%	1.03%	2.64%	0.60%	1.62%	1.46%	2.53%	2.02%	0.93%	1.44%	1.22%	2.41%	2.03%	1.98%	1.91%					
23	. Харитонов Николай Михайлович	6815	610	126	377	408	476	290	353	223	208	300	256	199	224	180	170	266	197	310	494	348	165	262	373					
		30.19%	39.56%	25.98%	36.04%	32.85%	32.49%	25.02%	35.48%	32.46%	28.49%	30.90%	27.06%	23.80%	27.97%	26.24%	25.26%	29.89%	30.64%	29.78%	26.14%	33.53%	33.54%	25.99%	28.56%					
																														
24	Против всех	862	69	22	33	35	66	65	27	26	32	25	44	28	26	28	25	36	23	17	74	40	23	37	61					
		3.82%	4.47%	4.54%	3.15%	2.82%	4.51%	5.61%	2.71%	3.78%	4.38%	2.57%	4.65%	3.35%	3.25%	4.08%	3.71%	4.04%	3.58%	1.63%	3.92%	3.85%	4.67%	3.67%	4.67%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
