Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Ленинская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149					
1	"Число избирателей, внесенных в списки"	15847	269	129	362	1380	146	419	122	1808	1040	2250	702	594	776	194	204	459	1325	273	257	448	365	658	256	136	69	1206					
2	"Число бюллетеней, полученных участковыми комиссиями"	16212	278	133	372	1528	151	420	124	1721	1155	2240	740	630	791	196	212	481	1382	287	267	464	391	674	257	145	70	1103					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10027	212	105	246	716	132	221	73	1036	774	1417	394	354	454	132	153	311	676	186	207	308	308	371	201	111	63	866					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	577	11	0	22	31	0	15	4	53	64	79	55	17	31	0	3	14	40	18	0	10	12	31	15	0	0	52					
6	Число погашенных бюллетеней	5608	55	28	104	781	19	184	47	632	317	744	291	259	306	64	56	156	666	83	60	146	71	272	41	34	7	185					
7	Число бюллетеней в переносных ящиках для голосования	577	11	0	22	31	0	15	4	53	64	79	55	17	31	0	3	14	40	18	0	10	12	31	15	0	0	52					
8	Число бюллетеней в стационарных ящиках для голосования	10026	212	105	246	716	132	221	73	1036	774	1416	394	354	454	132	153	311	676	186	207	308	308	371	201	111	63	866					
9	Число недействительных бюллетеней	137	0	0	3	19	1	1	0	19	12	18	5	5	5	0	2	6	7	1	3	3	8	5	0	0	1	13					
10	Число действительных бюллетеней	10466	223	105	265	728	131	235	77	1070	826	1477	444	366	480	132	154	319	709	203	204	315	312	397	216	111	62	905					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	480	10	10	10	20	10	10	10	50	20	30	10	10	20	10	10	20	20	10	10	10	15	10	10	10	10	115					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	192	2	0	4	1	0	1	0	44	12	29	9	10	6	0	0	3	8	2	1	3	11	2	0	0	0	44					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	72	2	0	1	7	0	0	2	9	4	23	2	0	4	2	0	3	2	1	1	1	2	1	0	0	0	5					
14	Число погашенных открепительных удостоверений	288	8	10	6	19	10	9	10	6	8	1	1	0	14	10	10	17	12	8	9	7	4	8	10	10	10	71					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	194	4	0	5	17	4	5	2	20	17	26	5	2	10	7	0	6	7	2	2	1	7	7	6	1	1	30					
		1.82%	1.79%	0.0%	1.86%	2.27%	3.03%	2.11%	2.59%	1.83%	2.02%	1.73%	1.11%	0.53%	2.06%	5.30%	0.0%	1.84%	0.97%	0.98%	0.96%	0.31%	2.18%	1.74%	2.77%	0.90%	1.58%	3.26%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	107	2	0	2	9	0	1	1	18	14	16	0	2	1	0	0	2	9	1	1	2	0	1	1	1	0	23					
		1.00%	0.89%	0.0%	0.74%	1.20%	0.0%	0.42%	1.29%	1.65%	1.67%	1.07%	0.0%	0.53%	0.20%	0.0%	0.0%	0.61%	1.25%	0.49%	0.48%	0.62%	0.0%	0.24%	0.46%	0.90%	0.0%	2.50%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	118	3	0	2	11	5	1	4	16	10	10	8	6	4	1	0	6	8	0	4	2	1	5	2	0	0	9					
		1.11%	1.34%	0.0%	0.74%	1.47%	3.78%	0.42%	5.19%	1.46%	1.19%	0.66%	1.78%	1.61%	0.82%	0.75%	0.0%	1.84%	1.11%	0.0%	1.93%	0.62%	0.31%	1.24%	0.92%	0.0%	0.0%	0.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	144	0	0	3	9	3	3	0	19	13	29	12	4	2	1	0	2	13	2	1	2	1	6	4	0	0	15					
		1.35%	0.0%	0.0%	1.11%	1.20%	2.27%	1.27%	0.0%	1.74%	1.55%	1.93%	2.67%	1.07%	0.41%	0.75%	0.0%	0.61%	1.81%	0.98%	0.48%	0.62%	0.31%	1.49%	1.85%	0.0%	0.0%	1.63%					
22	"5. ""За Русь Святую"""	55	0	0	2	7	0	0	1	3	4	14	5	1	2	1	0	3	4	0	1	0	0	1	0	3	0	3					
		0.51%	0.0%	0.0%	0.74%	0.93%	0.0%	0.0%	1.29%	0.27%	0.47%	0.93%	1.11%	0.26%	0.41%	0.75%	0.0%	0.92%	0.55%	0.0%	0.48%	0.0%	0.0%	0.24%	0.0%	2.70%	0.0%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	1	0	2	2	0	1	0	3	3	2	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	3					
		0.23%	0.44%	0.0%	0.74%	0.26%	0.0%	0.42%	0.0%	0.27%	0.35%	0.13%	0.0%	0.0%	0.82%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	42	0	0	1	3	0	1	0	2	6	9	0	1	1	0	0	1	2	0	0	0	1	4	1	0	0	9					
		0.39%	0.0%	0.0%	0.37%	0.40%	0.0%	0.42%	0.0%	0.18%	0.71%	0.60%	0.0%	0.26%	0.20%	0.0%	0.0%	0.30%	0.27%	0.0%	0.0%	0.0%	0.31%	0.99%	0.46%	0.0%	0.0%	0.98%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.35%	0.06%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.10%					
26	"9. ""Российская экологическая партия ""Зеленые"""	23	1	0	0	1	0	1	1	6	3	5	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2					
		0.21%	0.44%	0.0%	0.0%	0.13%	0.0%	0.42%	1.29%	0.55%	0.35%	0.33%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.24%	0.0%	0.0%	0.0%	0.21%					
27	"10. ""Аграрная партия России"""	276	4	1	10	23	9	8	0	23	11	19	15	21	19	6	6	13	19	1	6	10	9	21	8	5	0	9					
		2.60%	1.79%	0.95%	3.73%	3.07%	6.81%	3.38%	0.0%	2.11%	1.31%	1.27%	3.34%	5.66%	3.91%	4.54%	3.84%	4.0%	2.65%	0.49%	2.89%	3.14%	2.81%	5.22%	3.70%	4.50%	0.0%	0.98%					
28	"11. ""Истинные патриоты России"""	23	1	0	0	2	0	1	0	2	1	5	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	6					
