Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Сафакулевская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864					
1	"Число избирателей, внесенных в списки избирателей"	11295	228	355	443	468	306	606	382	132	69	624	176	96	113	37	526	140	84	325	190	126	432	174	513	225	96	241	458	289	365	196	387	487	1283	723					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11310	220	350	430	420	300	600	390	140	70	650	180	100	110	35	500	145	85	350	190	140	440	170	500	230	95	310	450	280	430	220	400	480	1200	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7970	146	258	311	363	218	436	235	102	47	419	133	65	73	31	357	94	52	190	108	96	291	125	319	154	78	187	369	225	299	136	281	326	947	499					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	671	19	10	15	23	7	32	39	0	5	69	17	16	0	0	22	16	0	18	12	7	21	4	43	17	3	13	9	13	28	9	32	20	76	56					
6	Число погашенных избирательных бюллетеней	2669	55	82	104	34	75	132	116	38	18	162	30	19	37	4	121	35	33	142	70	37	128	41	138	59	14	110	72	42	103	75	87	134	177	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	671	19	10	15	23	7	32	39	0	5	69	17	16	0	0	22	16	0	18	12	7	21	4	43	17	3	13	9	13	28	9	32	20	76	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7969	146	258	311	363	218	436	235	102	47	419	133	65	73	31	357	94	52	190	108	96	291	125	319	154	78	187	369	224	299	136	281	326	947	499					
9	Число недействительных избирательных бюллетеней	93	1	4	2	4	4	7	1	0	0	11	3	0	0	0	6	2	0	2	0	2	5	0	6	0	1	1	4	3	4	0	9	2	9	0					
10	Число действительных избирательных бюллетеней	8547	164	264	324	382	221	461	273	102	52	477	147	81	73	31	373	108	52	206	120	101	307	129	356	171	80	199	374	234	323	145	304	344	1014	555					
