Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Ухоловская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951					
1	"Число избирателей, внесенных в списки избирателей"	8897	272	260	187	281	308	123	101	367	126	296	73	206	337	513	352	82	182	279	149	1856	2547					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8925	282	261	193	285	320	123	102	380	126	299	75	204	342	528	355	80	182	287	150	1860	2491					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4428	145	156	90	131	183	51	79	146	86	133	46	114	188	221	148	63	89	141	82	871	1265					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	933	29	37	26	57	59	32	12	72	13	34	10	18	53	141	71	5	33	34	21	77	99					
6	Число погашенных избирательных бюллетеней	3564	108	68	77	97	78	40	11	162	27	132	19	72	101	166	136	12	60	112	47	912	1127					
7	Число избирательных бюллетеней в переносных ящиках для голосования	933	29	37	26	57	59	32	12	72	13	34	10	18	53	141	71	5	33	34	21	77	99					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4425	145	156	90	131	182	51	79	146	86	133	46	114	188	220	148	63	89	141	82	871	1264					
9	Число недействительных избирательных бюллетеней	67	2	2	0	3	2	1	0	0	0	1	0	1	3	8	2	0	1	5	1	14	21					
10	Число действительных избирательных бюллетеней	5291	172	191	116	185	239	82	91	218	99	166	56	131	238	353	217	68	121	170	102	934	1342					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	189	7	7	5	7	10	3	3	10	5	7	3	7	10	15	10	3	5	7	3	26	36					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	92	7	2	3	2	10	1	0	4	0	2	0	0	4	11	1	1	2	1	2	17	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	47	3	1	1	0	0	0	0	2	1	0	0	0	2	3	2	3	2	0	2	10	15					
14	Число погашенных неиспользованных открепительных удостоверений	97	0	5	2	5	0	2	3	6	5	5	3	7	6	4	9	2	3	6	1	9	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	203	9	17	8	16	12	5	1	6	3	3	0	4	11	3	13	4	3	16	1	24	44					
		3.79%	5.17%	8.81%	6.90%	8.51%	4.98%	6.02%	1.10%	2.75%	3.03%	1.80%	0.00%	3.03%	4.56%	0.83%	5.94%	5.88%	2.46%	9.14%	0.97%	2.53%	3.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	10	8					
		0.45%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	1.01%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.57%	0.00%	1.05%	0.59%					
20	3.Политическая партия «Демократическая партия России»	14	1	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	3	3					
		0.26%	0.57%	1.04%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.91%	0.00%	0.00%	0.00%	0.97%	0.32%	0.22%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	684	23	26	13	17	23	14	5	14	11	20	12	15	20	29	22	6	9	20	12	143	230					
		12.77%	13.22%	13.47%	11.21%	9.04%	9.54%	16.87%	5.49%	6.42%	11.11%	11.98%	21.43%	11.36%	8.30%	8.03%	10.05%	8.82%	7.38%	11.43%	11.65%	15.08%	16.87%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	0	0	0	0	1	0	1	0	5	0	0	0	1	1	0	0	0	0	4	11					
		0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.46%	0.00%	2.99%	0.00%	0.00%	0.00%	0.28%	0.46%	0.00%	0.00%	0.00%	0.00%	0.42%	0.81%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.97%	0.11%	0.07%					
24	7.Политическая партия «Либерально-демократическая партия России»	685	17	11	16	26	33	3	10	41	10	22	4	28	34	52	31	9	10	23	15	110	180					
		12.78%	9.77%	5.70%	13.79%	13.83%	13.69%	3.61%	10.99%	18.81%	10.10%	13.17%	7.14%	21.21%	14.11%	14.40%	14.16%	13.24%	8.20%	13.14%	14.56%	11.60%	13.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	512	16	8	22	14	12	14	10	13	23	17	9	12	18	37	11	14	14	19	7	72	150					
		9.56%	9.20%	4.15%	18.97%	7.45%	4.98%	16.87%	10.99%	5.96%	23.23%	10.18%	16.07%	9.09%	7.47%	10.25%	5.02%	20.59%	11.48%	10.86%	6.80%	7.59%	11.01%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	37	2	2	0	5	1	0	0	1	1	0	0	0	0	1	3	0	0	1	1	13	6					
		0.69%	1.15%	1.04%	0.00%	2.66%	0.41%	0.00%	0.00%	0.46%	1.01%	0.00%	0.00%	0.00%	0.00%	0.28%	1.37%	0.00%	0.00%	0.57%	0.97%	1.37%	0.44%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3075	103	125	56	104	158	45	65	140	49	97	30	72	152	226	131	35	82	90	64	545	706					
		57.39%	59.20%	64.77%	48.28%	55.32%	65.56%	54.22%	71.43%	64.22%	49.49%	58.08%	53.57%	54.55%	63.07%	62.60%	59.82%	51.47%	67.21%	51.43%	62.14%	57.49%	51.80%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	28	1	0	0	2	0	0	0	2	1	0	1	0	2	2	3	0	2	0	0	9	3					
		0.52%	0.57%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.92%	1.01%	0.00%	1.79%	0.00%	0.83%	0.55%	1.37%	0.00%	1.64%	0.00%	0.00%	0.95%	0.22%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
