Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Клинцовская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571					
1	"Число избирателей, внесенных в список избирателей"	54193	2120	2391	2178	2235	2175	2219	2125	2180	2169	2157	1974	2048	2166	2494	1948	2138	1960	2069	1916	1654	1920	1967	2004	1719	1151	1569	540	1007					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52500	2000	2300	2100	2200	2100	2200	2100	2100	2100	2100	1900	2000	2100	2200	1900	2100	1900	2000	1800	1600	1900	1900	2000	1700	1100	1600	500	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	26876	754	1091	1024	1207	967	956	870	1148	998	901	909	1069	1062	1316	973	1044	888	1236	1119	766	978	1178	1408	862	612	825	309	406					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2621	191	52	42	118	54	188	182	201	110	64	47	206	142	197	71	39	20	44	39	15	51	122	194	69	25	91	28	19					
6	Число погашенных избирательных бюллетеней	22996	1055	1157	1034	875	1076	1056	1048	751	992	1135	944	725	896	683	856	1017	992	720	642	819	871	600	398	769	463	684	163	575					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2621	191	52	42	118	54	188	182	201	110	64	47	206	142	197	71	39	20	44	39	15	51	122	194	69	25	91	28	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26858	754	1074	1023	1207	967	956	870	1148	998	901	909	1069	1062	1316	973	1044	888	1236	1119	766	978	1178	1408	862	612	825	309	406					
9	Число недействительных избирательных бюллетеней	290	14	11	13	18	15	12	6	15	0	14	16	9	8	13	15	14	7	6	13	10	5	1	10	11	3	15	4	12					
10	Число действительных избирательных бюллетеней	29189	931	1115	1052	1307	1006	1132	1046	1334	1108	951	940	1266	1196	1500	1029	1069	901	1274	1145	771	1024	1299	1592	920	634	901	333	413					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	729	25	34	32	40	37	35	19	31	25	37	32	26	23	38	28	32	31	31	23	23	23	24	14	15	13	18	8	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	708	24	31	32	40	37	35	19	30	25	35	32	26	22	38	28	32	26	31	23	23	23	23	10	12	13	18	8	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	630	15	17	16	25	30	24	10	8	13	12	17	31	21	95	21	18	36	20	65	12	14	16	16	5	10	2	48	13					
14	Число погашенных неиспользованных открепительных удостоверений	21	1	3	0	0	0	0	0	1	0	2	0	0	1	0	0	0	5	0	0	0	0	1	4	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	246	10	17	8	7	13	17	12	8	14	12	12	9	2	8	11	12	8	14	9	10	7	6	6	3	3	4	3	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	7	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2456	23	131	120	137	99	68	72	94	124	84	80	8	83	178	112	128	95	108	88	102	135	50	84	75	32	73	27	46					
		8.33%	2.43%	11.63%	11.27%	10.34%	9.70%	5.94%	6.84%	6.97%	11.19%	8.70%	8.37%	0.63%	6.89%	11.76%	10.73%	11.82%	10.46%	8.44%	7.60%	13.06%	13.12%	3.85%	5.24%	8.06%	5.02%	7.97%	8.01%	10.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1911	41	94	77	83	80	71	76	104	75	56	67	59	71	105	73	78	58	95	66	57	66	69	75	54	13	79	24	45					
		6.48%	4.34%	8.35%	7.23%	6.26%	7.84%	6.21%	7.22%	7.71%	6.77%	5.80%	7.01%	4.63%	5.90%	6.94%	6.99%	7.20%	6.39%	7.42%	5.70%	7.30%	6.41%	5.31%	4.68%	5.80%	2.04%	8.62%	7.12%	10.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	443	17	20	35	25	20	19	13	12	15	24	12	14	13	25	10	22	16	18	11	14	22	11	12	7	2	18	7	9					
		1.50%	1.80%	1.78%	3.29%	1.89%	1.96%	1.66%	1.24%	0.89%	1.35%	2.49%	1.26%	1.10%	1.08%	1.65%	0.96%	2.03%	1.76%	1.41%	0.95%	1.79%	2.14%	0.85%	0.75%	0.75%	0.31%	1.97%	2.08%	2.12%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5363	119	303	262	252	256	254	163	186	226	201	203	205	162	269	250	254	204	260	166	224	230	100	168	131	45	155	26	89					
		18.19%	12.59%	26.91%	24.60%	19.02%	25.07%	22.20%	15.49%	13.79%	20.40%	20.83%	21.23%	16.08%	13.46%	17.78%	23.95%	23.45%	22.47%	20.31%	14.34%	28.68%	22.35%	7.69%	10.49%	14.07%	7.06%	16.92%	7.72%	20.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	402	3	33	16	28	17	9	15	9	14	16	7	6	19	20	27	15	9	20	9	15	26	17	15	11	2	14	3	7					
		1.36%	0.32%	2.93%	1.50%	2.11%	1.67%	0.79%	1.43%	0.67%	1.26%	1.66%	0.73%	0.47%	1.58%	1.32%	2.59%	1.39%	0.99%	1.56%	0.78%	1.92%	2.53%	1.31%	0.94%	1.18%	0.31%	1.53%	0.89%	1.65%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18514	724	530	537	778	531	708	706	923	649	567	571	972	847	896	554	566	514	769	799	356	541	1047	1233	639	539	557	245	216					
		62.80%	76.61%	47.07%	50.42%	58.72%	52.01%	61.89%	67.11%	68.42%	58.57%	58.76%	59.73%	76.24%	70.35%	59.22%	53.07%	52.26%	56.61%	60.08%	68.99%	45.58%	52.58%	80.54%	76.97%	68.64%	84.62%	60.81%	72.70%	50.82%					
