Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Моздокская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
1	"Число избирателей, внесенных в списки"	62289	2439	1863	1737	2182	2147	1550	1707	2055	1458	1618	1617	2169	1276	2798	511	1341	224	199	341	501	473	2386	1767	246	1845	2077	2688	1291	2253	1766	2302	1190	1054	2668	2813	774	57	819	1758	535	329	776	689					
2	"Число бюллетеней, полученных участковыми комиссиями"	56470	2150	1650	1500	2000	1900	1350	1500	1800	1300	1450	1550	2000	1300	2000	500	1200	220	200	300	450	450	2150	1600	220	1700	1850	2500	1150	2000	1600	2100	1050	950	2600	2820	700	60	750	1600	500	300	650	850					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33642	981	773	712	1026	959	742	860	976	671	688	786	1089	659	1556	257	709	126	99	188	266	236	981	806	146	975	1028	1710	641	829	700	1190	582	660	2560	2791	564	53	555	832	312	227	636	505					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1347	39	55	63	49	76	44	45	55	29	28	52	13	28	83	19	24	6	3	11	30	27	25	50	0	67	32	53	32	90	44	20	11	23	0	0	11	0	11	45	25	21	0	8					
6	Число погашенных бюллетеней	20602	1130	822	725	925	865	564	595	769	600	734	712	898	613	361	224	467	88	98	101	154	187	1144	744	74	658	790	737	477	202	856	890	457	267	40	29	125	7	184	723	163	52	14	337					
7	Число бюллетеней в переносных ящиках для голосования	1347	39	55	63	49	76	44	45	55	29	28	52	13	28	83	19	24	6	3	11	30	27	25	50	0	67	32	53	32	90	44	20	11	23	0	0	11	0	11	45	25	21	0	8					
8	Число бюллетеней в стационарных ящиках для голосования	34506	979	773	712	1026	961	742	860	976	667	688	786	1089	659	1556	257	701	126	99	188	266	236	981	806	146	975	1028	1710	641	1705	700	1190	582	660	2560	2791	564	53	555	832	312	227	636	505					
9	Число недействительных бюллетеней	498	11	18	11	17	16	14	15	20	12	11	4	13	5	17	3	2	6	13	8	9	9	11	1	8	16	31	41	21	32	11	20	3	23	0	0	8	0	16	0	14	2	0	6					
10	Число действительных бюллетеней	35355	1007	810	764	1058	1021	772	890	1011	684	705	834	1089	682	1622	273	723	126	89	191	287	254	995	855	138	1026	1029	1722	652	1763	733	1190	590	660	2560	2791	567	53	550	877	323	246	636	507					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	427	10	10	10	10	10	10	10	10	10	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	1	2	0	5	4	2	2	1	4	1	2	5	0	1	1	0	0	0	0	0	0	2	2	0	0	0	4	1	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	4	12	2	1	1	1	1	2	1	0	1	5	2	35	2	1	0	0	0	2	1	3	2	0	2	1	0	4	4	0	2	1	1	0	0	0	0	0	0	0	0	0	2					
14	Число погашенных открепительных удостоверений	381	9	8	10	5	6	8	8	9	6	6	8	5	10	9	9	10	10	10	10	10	10	8	8	10	10	10	6	9	10	9	8	9	10	10	10	10	10	10	10	9	10	9	10					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	289	12	5	5	8	5	5	0	11	10	10	9	0	11	14	2	20	5	2	12	3	13	15	8	6	12	15	0	9	11	21	0	0	0	0	0	8	0	0	0	7	12	0	3					
		0.80%	1.17%	0.60%	0.64%	0.74%	0.48%	0.63%	0.0%	1.06%	1.43%	1.39%	1.07%	0.0%	1.60%	0.85%	0.72%	2.75%	3.78%	1.96%	6.03%	1.01%	4.94%	1.49%	0.93%	4.10%	1.15%	1.41%	0.0%	1.33%	0.61%	2.82%	0.0%	0.0%	0.0%	0.0%	0.0%	1.39%	0.0%	0.0%	0.0%	2.07%	4.83%	0.0%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	481	29	29	28	32	33	24	1	24	20	20	13	1	10	16	1	9	2	7	6	5	9	16	13	4	21	20	2	3	7	31	5	1	1	0	0	10	0	1	0	3	4	0	20					
		1.34%	2.84%	3.50%	3.61%	2.97%	3.18%	3.05%	0.11%	2.32%	2.87%	2.79%	1.55%	0.09%	1.45%	0.97%	0.36%	1.24%	1.51%	6.86%	3.01%	1.68%	3.42%	1.59%	1.51%	2.73%	2.01%	1.88%	0.11%	0.44%	0.38%	4.16%	0.41%	0.16%	0.14%	0.0%	0.0%	1.73%	0.0%	0.17%	0.0%	0.89%	1.61%	0.0%	3.89%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	455	22	20	15	30	27	8	2	29	6	24	22	5	26	12	5	11	1	3	12	5	7	18	26	1	19	20	2	12	3	3	2	1	2	0	0	30	0	1	0	3	6	0	14					
		1.26%	2.16%	2.41%	1.93%	2.79%	2.60%	1.01%	0.22%	2.81%	0.86%	3.35%	2.62%	0.45%	3.78%	0.73%	1.81%	1.51%	0.75%	2.94%	6.03%	1.68%	2.66%	1.78%	3.03%	0.68%	1.82%	1.88%	0.11%	1.78%	0.16%	0.40%	0.16%	0.16%	0.29%	0.0%	0.0%	5.21%	0.0%	0.17%	0.0%	0.89%	2.41%	0.0%	2.72%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	377	19	16	31	24	26	9	1	17	5	14	5	3	32	12	2	7	0	0	3	3	1	8	4	3	20	13	4	2	9	71	6	0	0	0	0	0	0	1	0	0	1	0	5					
		1.05%	1.86%	1.93%	4.0%	2.23%	2.50%	1.14%	0.11%	1.64%	0.71%	1.95%	0.59%	0.27%	4.65%	0.73%	0.72%	0.96%	0.0%	0.0%	1.50%	1.01%	0.38%	0.79%	0.46%	2.05%	1.91%	1.22%	0.22%	0.29%	0.50%	9.54%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.40%	0.0%	0.97%					
22	"5. ""За Русь Святую"""	125	5	6	9	10	10	2	0	9	10	5	2	0	1	6	2	3	0	0	3	3	2	5	3	1	14	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	2	0	1					
		0.34%	0.49%	0.72%	1.16%	0.93%	0.96%	0.25%	0.0%	0.87%	1.43%	0.69%	0.23%	0.0%	0.14%	0.36%	0.72%	0.41%	0.0%	0.0%	1.50%	1.01%	0.76%	0.49%	0.35%	0.68%	1.34%	0.0%	0.0%	0.74%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	64	3	3	2	3	0	2	0	3	1	2	1	2	2	8	1	0	0	0	1	2	1	4	2	1	3	4	0	1	7	0	0	0	0	0	0	0	0	0	0	1	2	0	2					
