Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Янтиковская 																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800					
1	"Число избирателей, внесенных в списки"	13263	659	1662	285	519	305	319	224	226	469	259	317	533	179	250	449	345	1249	610	295	273	451	465	256	1041	421	960	141	101					
2	"Число бюллетеней, полученных участковыми комиссиями"	13270	654	1674	290	507	294	308	213	226	471	266	320	536	180	247	449	349	1246	634	305	278	448	456	273	1052	421	936	136	101					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9050	465	1208	201	335	206	205	135	196	307	199	246	355	129	182	361	251	701	446	214	157	230	323	194	733	309	583	98	81					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	573	18	15	17	11	16	16	11	2	21	18	19	18	10	21	36	15	46	55	15	17	45	15	18	21	14	42	17	4					
6	Число погашенных бюллетеней	3647	171	451	72	161	72	87	67	28	143	49	55	163	41	44	52	83	499	133	76	104	173	118	61	298	98	311	21	16					
7	Число бюллетеней в переносных ящиках для голосования	573	18	15	17	11	16	16	11	2	21	18	19	18	10	21	36	15	46	55	15	17	45	15	18	21	14	42	17	4					
8	Число бюллетеней в стационарных ящиках для голосования	9050	465	1208	201	335	206	205	135	196	307	199	246	355	129	182	361	251	701	446	214	157	230	323	194	733	309	583	98	81					
9	Число недействительных бюллетеней	328	9	28	17	19	8	4	9	3	5	5	17	2	13	0	12	18	13	2	1	11	16	9	7	35	20	40	1	4					
10	Число действительных бюллетеней	9295	474	1195	201	327	214	217	137	195	323	212	248	371	126	203	385	248	734	499	228	163	259	329	205	719	303	585	114	81					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	338	10	36	10	10	10	10	10	10	10	10	2	10	10	10	10	10	25	15	10	10	5	10	10	20	10	25	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	137	10	34	0	1	0	0	7	10	6	1	2	3	0	3	1	0	16	15	3	1	0	1	1	12	2	6	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	2	7	0	3	0	1	0	2	3	0	3	0	1	2	0	0	0	0	2	1	2	3	1	6	2	2	3	1					
14	Число погашенных открепительных удостоверений	201	0	2	10	9	10	10	3	0	4	9	0	7	10	7	9	10	9	0	7	9	5	9	9	8	8	19	10	8					
15	Число открепительных удостоверений выданных ТИК	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	165	6	29	5	4	5	6	4	10	7	2	6	5	1	4	6	5	8	10	10	1	6	6	4	3	2	9	1	0					
		1.71%	1.24%	2.37%	2.29%	1.15%	2.25%	2.71%	2.73%	5.05%	2.13%	0.92%	2.26%	1.34%	0.71%	1.97%	1.51%	1.87%	1.07%	1.99%	4.36%	0.57%	2.18%	1.77%	1.88%	0.39%	0.61%	1.44%	0.86%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	146	15	32	2	6	5	2	1	1	4	1	16	3	0	1	8	0	16	10	0	0	3	3	2	6	3	4	0	2					
		1.51%	3.10%	2.61%	0.91%	1.73%	2.25%	0.90%	0.68%	0.50%	1.21%	0.46%	6.03%	0.80%	0.0%	0.49%	2.01%	0.0%	2.14%	1.99%	0.0%	0.0%	1.09%	0.88%	0.94%	0.79%	0.92%	0.64%	0.0%	2.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	113	7	6	8	7	2	0	0	2	6	1	4	9	0	0	2	3	11	9	4	2	3	4	1	5	4	8	1	4					
		1.17%	1.44%	0.49%	3.66%	2.02%	0.90%	0.0%	0.0%	1.01%	1.82%	0.46%	1.50%	2.41%	0.0%	0.0%	0.50%	1.12%	1.47%	1.79%	1.74%	1.14%	1.09%	1.18%	0.47%	0.66%	1.23%	1.28%	0.86%	4.70%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	95	4	24	2	2	3	0	2	1	1	0	4	4	2	1	1	0	5	4	3	4	2	2	2	7	4	9	2	0					
		0.98%	0.82%	1.96%	0.91%	0.57%	1.35%	0.0%	1.36%	0.50%	0.30%	0.0%	1.50%	1.07%	1.43%	0.49%	0.25%	0.0%	0.66%	0.79%	1.31%	2.29%	0.72%	0.59%	0.94%	0.92%	1.23%	1.44%	1.73%	0.0%					
22	"5. ""За Русь Святую"""	35	2	4	1	1	1	0	0	0	0	1	3	0	1	1	1	1	5	3	0	0	0	2	0	2	2	4	0	0					
		0.36%	0.41%	0.32%	0.45%	0.28%	0.45%	0.0%	0.0%	0.0%	0.0%	0.46%	1.13%	0.0%	0.71%	0.49%	0.25%	0.37%	0.66%	0.59%	0.0%	0.0%	0.0%	0.59%	0.0%	0.26%	0.61%	0.64%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	0	2	1	0	3	0	0	1	0	1	0	1	0	1	1	0	2	0	0	0	0	2	0	1	1	3	0	0					
		0.20%	0.0%	0.16%	0.45%	0.0%	1.35%	0.0%	0.0%	0.50%	0.0%	0.46%	0.0%	0.26%	0.0%	0.49%	0.25%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.13%	0.30%	0.48%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	1	8	0	2	1	0	0	0	0	1	1	1	0	0	0	0	5	3	0	0	2	2	1	1	0	2	0	0					
		0.32%	0.20%	0.65%	0.0%	0.57%	0.45%	0.0%	0.0%	0.0%	0.0%	0.46%	0.37%	0.26%	0.0%	0.0%	0.0%	0.0%	0.66%	0.59%	0.0%	0.0%	0.72%	0.59%	0.47%	0.13%	0.0%	0.32%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	24	1	1	0	1	1	4	0	0	2	0	0	0	0	0	1	1	3	0	0	0	0	0	0	3	0	5	0	1					
		0.24%	0.20%	0.08%	0.0%	0.28%	0.45%	1.80%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.37%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.8%	0.0%	1.17%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	2	3	0	1	1	1	0	0	0	2	0	1					
		0.17%	0.0%	0.08%	0.0%	0.28%	0.0%	0.45%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.71%	0.49%	0.0%	0.0%	0.26%	0.59%	0.0%	0.57%	0.36%	0.29%	0.0%	0.0%	0.0%	0.32%	0.0%	1.17%					
27	"10. ""Аграрная партия России"""	1680	45	89	21	53	21	15	12	41	154	32	78	45	34	22	50	27	133	68	24	13	24	44	62	346	25	152	20	30					
		17.45%	9.31%	7.27%	9.63%	15.31%	9.45%	6.78%	8.21%	20.70%	46.95%	14.74%	29.43%	12.06%	24.46%	10.83%	12.59%	10.15%	17.80%	13.57%	10.48%	7.47%	8.72%	13.01%	29.24%	45.88%	7.73%	24.32%	17.39%	35.29%					
28	"11. ""Истинные патриоты России"""	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
