Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Североморская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452					
1	"Число избирателей, внесенных в список"	64412	2997	3268	3151	3533	2297	2629	2158	2054	1460	2796	2754	2739	2766	2968	2222	1754	2072	2723	590	1713	2288	1989	2307	2697	1057	1102	2375	289	806	214	573	71					
2	Число полученных избирательных бюллетеней	61620	3000	2900	3000	3000	2100	2500	2000	2000	1300	2800	2700	2500	2700	2900	2200	1750	2000	2600	570	1650	2200	1950	2300	2600	1000	1050	2400	280	790	200	600	80					
3	"Число избирательных бюллетеней, выданных  досрочно"	99	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	38649	1715	2329	2112	2140	1537	1716	1413	1143	891	1691	1648	1602	1544	1756	1124	812	1123	1594	347	1110	1345	943	1238	1488	441	820	1679	184	487	196	410	71					
5	"Число избирательных бюллетеней, выданных вне помещения"	445	4	5	12	14	10	9	6	8	10	12	6	4	9	27	26	11	8	13	0	7	7	2	9	6	6	0	53	4	13	0	144	0					
6	Число погашенных избирательных бюллетеней	22427	1281	566	876	846	454	775	581	849	399	1097	1046	894	1147	1117	1050	927	869	993	223	533	848	1005	1053	1106	553	230	668	92	290	4	46	9					
7	Число избирательных бюллетеней в переносных ящиках	544	4	5	12	14	109	9	6	8	10	12	6	4	9	27	26	11	8	13	0	7	7	2	9	6	6	0	53	4	13	0	144	0					
8	Число бюллетеней в стационарных ящиках для голосования	38592	1713	2327	2099	2129	1537	1716	1408	1141	891	1680	1648	1598	1544	1756	1124	812	1122	1594	347	1110	1343	943	1235	1488	441	820	1679	184	487	196	410	70					
9	Число недействительных избирательных бюллетеней	186	7	15	10	6	6	9	12	4	2	4	3	6	8	16	4	4	6	8	2	8	2	2	10	6	5	7	7	1	4	1	1	0					
10	Число действительных избирательных бюллетеней	38950	1710	2317	2101	2137	1640	1716	1402	1145	899	1688	1651	1596	1545	1767	1146	819	1124	1599	345	1109	1348	943	1234	1488	442	813	1725	187	496	195	553	70					
11	Число полученных открепительных  удостоверений	1700	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	50	60	60	60	60	60	60	50	60	50	50	0	0	0					
12	Число выданных открепительных удостоверений	510	46	27	22	20	29	41	36	12	5	24	14	18	10	14	12	12	9	17	5	24	16	1	7	5	20	41	17	0	6	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	579	24	32	15	19	76	16	45	10	53	9	13	7	5	13	11	3	4	9	0	9	5	1	22	1	14	11	7	0	2	3	140	0					
14	Число неиспользованных открепительных удостоверений	1190	14	33	38	40	31	19	24	48	55	36	46	42	50	46	48	48	51	43	45	36	44	59	53	55	40	9	43	50	44	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	35	2	2	1	1	2	3	6	0	0	0	5	1	4	1	0	1	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	1198	69	76	60	51	29	52	64	54	35	43	67	62	56	30	45	20	38	53	5	29	39	39	36	54	11	4	41	2	15	3	13	3					
		3.06%	4.02%	3.26%	2.84%	2.38%	1.76%	3.01%	4.53%	4.70%	3.88%	2.54%	4.05%	3.87%	3.61%	1.68%	3.91%	2.43%	3.36%	3.30%	1.44%	2.60%	2.89%	4.13%	2.89%	3.61%	2.46%	0.49%	2.37%	1.06%	3.00%	1.53%	2.35%	4.29%					
19	. Малышкин Олег Александрович	1092	56	55	41	64	35	30	36	35	22	38	39	53	31	49	31	29	36	39	14	34	36	40	45	55	10	38	59	2	11	5	24	0					
		2.79%	3.26%	2.36%	1.94%	2.99%	2.13%	1.74%	2.55%	3.05%	2.44%	2.25%	2.36%	3.31%	2.00%	2.75%	2.70%	3.52%	3.19%	2.43%	4.03%	3.04%	2.67%	4.23%	3.62%	3.68%	2.24%	4.63%	3.41%	1.06%	2.20%	2.55%	4.33%	0.00%					
20	. Миронов Сергей Михайлович	314	15	30	11	14	13	16	8	13	6	8	13	14	14	13	11	6	16	11	2	10	12	11	9	6	5	4	8	4	4	1	4	2					
		0.80%	0.87%	1.29%	0.52%	0.65%	0.79%	0.93%	0.57%	1.13%	0.67%	0.47%	0.79%	0.87%	0.90%	0.73%	0.96%	0.73%	1.42%	0.68%	0.58%	0.90%	0.89%	1.16%	0.72%	0.40%	1.12%	0.49%	0.46%	2.13%	0.80%	0.51%	0.72%	2.86%					
21	. Путин Владимир Владимирович	30097	1262	1874	1687	1719	1374	1345	1052	837	696	1284	1231	1206	1146	1382	828	609	858	1242	278	854	1028	689	886	1087	351	701	1389	158	390	148	444	62					
		76.90%	73.50%	80.36%	79.91%	80.21%	83.48%	77.97%	74.40%	72.85%	77.25%	75.89%	74.43%	75.28%	73.79%	77.51%	72.00%	74.00%	75.93%	77.29%	80.12%	76.45%	76.15%	72.91%	71.22%	72.76%	78.52%	85.49%	80.20%	84.04%	78.00%	75.51%	80.14%	88.57%					
22	. Хакамада Ирина Муцуовна	1410	82	65	86	64	37	66	62	40	26	84	79	68	71	58	40	33	24	56	8	36	44	36	64	75	11	7	47	6	13	5	15	2					
		3.60%	4.78%	2.79%	4.07%	2.99%	2.25%	3.83%	4.38%	3.48%	2.89%	4.96%	4.78%	4.24%	4.57%	3.25%	3.48%	4.01%	2.12%	3.48%	2.31%	3.22%	3.26%	3.81%	5.14%	5.02%	2.46%	0.85%	2.71%	3.19%	2.60%	2.55%	2.71%	2.86%					
23	. Харитонов Николай Михайлович	2762	126	117	125	129	64	105	91	104	63	149	123	106	116	140	134	86	106	120	17	84	113	63	104	101	40	29	103	10	53	17	23	1					
		7.06%	7.34%	5.02%	5.92%	6.02%	3.89%	6.09%	6.44%	9.05%	6.99%	8.81%	7.44%	6.62%	7.47%	7.85%	11.65%	10.45%	9.38%	7.47%	4.90%	7.52%	8.37%	6.67%	8.36%	6.76%	8.95%	3.54%	5.95%	5.32%	10.60%	8.67%	4.15%	1.43%					
																																							
24	Против всех	2077	100	100	91	96	88	102	89	62	51	82	99	87	111	95	57	36	46	78	21	62	76	65	90	110	14	30	78	5	10	16	30	0					
		5.31%	5.82%	4.29%	4.31%	4.48%	5.35%	5.91%	6.29%	5.40%	5.66%	4.85%	5.99%	5.43%	7.15%	5.33%	4.96%	4.37%	4.07%	4.85%	6.05%	5.55%	5.63%	6.88%	7.23%	7.36%	3.13%	3.66%	4.50%	2.66%	2.00%	8.16%	5.42%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
