Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Безенчукская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	30054	2355	2356	1346	987	1173	1309	2362	1153	1016	1112	2155	281	1450	777	166	148	777	1158	409	184	1266	641	367	223	757	1004	462	278	173	648	132	732	697									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30270	2300	2300	1300	1000	1200	1300	2300	1170	1030	1100	2200	280	1490	800	180	150	790	1200	380	190	1300	660	380	255	770	1020	460	280	180	640	145	750	770									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21117	1834	1459	1007	765	948	1064	1158	596	602	675	1226	200	1048	525	90	107	572	932	142	114	1119	561	292	193	592	880	338	241	126	556	109	614	432									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2679	93	91	110	63	160	172	51	64	65	43	115	29	139	161	18	36	88	95	177	34	81	53	50	19	77	50	109	24	17	61	21	113	200									
6	Число погашенных избирательных бюллетеней	6474	373	750	183	172	92	64	1091	510	363	382	859	51	303	114	72	7	130	173	61	42	100	46	38	43	101	90	13	15	37	23	15	23	138									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2679	93	91	110	63	160	172	51	64	65	43	115	29	139	161	18	36	88	95	177	34	81	53	50	19	77	50	109	24	17	61	21	113	200									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	21116	1834	1459	1007	765	948	1064	1158	595	602	675	1226	200	1048	525	90	107	572	932	142	114	1119	561	292	193	592	880	338	241	126	556	109	614	432									
9	Число недействительных избирательных бюллетеней	449	18	31	25	6	6	19	35	1	15	15	28	3	29	22	0	3	20	11	4	5	28	24	17	5	3	7	1	4	0	21	4	2	37									
10	Число действительных избирательных бюллетеней	23346	1909	1519	1092	822	1102	1217	1174	658	652	703	1313	226	1158	664	108	140	640	1016	315	143	1172	590	325	207	666	923	446	261	143	596	126	725	595									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	602	40	37	31	24	18	17	30	23	18	12	29	1	30	10	5	5	20	22	5	12	43	24	13	15	12	11	1	0	6	1	15	15	57									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	601	40	37	31	24	18	17	30	23	17	12	29	1	30	10	5	5	20	22	5	12	43	24	13	15	12	11	1	0	6	1	15	15	57									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	161	9	15	1	11	6	4	6	7	5	2	13	0	6	2	0	3	6	13	21	7	3	1	2	0	2	1	0	0	1	2	2	6	4									
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	10	6	4	2	2	1	2	1	5	1	1	0	1	1	0	0	1	2	0	1	2	0	0	1	2	1	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	214	17	17	12	7	10	9	5	13	1	5	13	2	6	10	2	3	5	4	3	3	12	3	0	3	13	13	2	4	0	10	1	3	3									
		0.90%	0.88%	1.10%	1.07%	0.85%	0.90%	0.73%	0.41%	1.97%	0.15%	0.70%	0.97%	0.87%	0.51%	1.46%	1.85%	2.10%	0.76%	0.39%	0.94%	2.03%	1.00%	0.49%	0.00%	1.42%	1.94%	1.40%	0.45%	1.51%	0.00%	1.62%	0.77%	0.41%	0.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	640	39	62	39	22	35	19	40	28	21	26	54	6	29	25	5	6	20	17	7	8	30	18	7	5	12	15	7	5	4	9	5	7	8									
		2.69%	2.02%	4.00%	3.49%	2.66%	3.16%	1.54%	3.31%	4.25%	3.15%	3.62%	4.03%	2.62%	2.44%	3.64%	4.63%	4.20%	3.03%	1.66%	2.19%	5.41%	2.50%	2.93%	2.05%	2.36%	1.79%	1.61%	1.57%	1.89%	2.80%	1.46%	3.85%	0.96%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	329	20	19	12	6	16	12	31	15	13	11	26	5	17	11	1	3	8	19	8	4	11	14	0	0	4	16	5	4	0	2	0	7	9									
		1.38%	1.04%	1.23%	1.07%	0.72%	1.44%	0.97%	2.56%	2.28%	1.95%	1.53%	1.94%	2.18%	1.43%	1.60%	0.93%	2.10%	1.21%	1.85%	2.51%	2.70%	0.92%	2.28%	0.00%	0.00%	0.60%	1.72%	1.12%	1.51%	0.00%	0.32%	0.00%	0.96%	1.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15465	1350	924	716	562	789	957	620	376	397	419	686	147	700	421	56	74	426	637	204	83	900	410	212	147	492	623	335	157	107	440	95	561	442									
		64.99%	70.06%	59.61%	64.10%	67.87%	71.21%	77.43%	51.28%	57.06%	59.52%	58.36%	51.16%	64.19%	58.97%	61.37%	51.85%	51.75%	64.55%	62.03%	63.95%	56.08%	75.00%	66.78%	61.99%	69.34%	73.54%	66.99%	74.94%	59.25%	74.83%	71.31%	73.08%	77.17%	69.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	103	13	8	4	7	2	7	4	3	0	3	4	0	5	6	1	0	4	1	2	1	8	5	0	2	3	3	1	3	0	0	0	1	2									
		0.43%	0.67%	0.52%	0.36%	0.85%	0.18%	0.57%	0.33%	0.46%	0.00%	0.42%	0.30%	0.00%	0.42%	0.87%	0.93%	0.00%	0.61%	0.10%	0.63%	0.68%	0.67%	0.81%	0.00%	0.94%	0.45%	0.32%	0.22%	1.13%	0.00%	0.00%	0.00%	0.14%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	65	1	4	1	2	1	7	3	1	1	2	5	0	4	6	0	1	4	1	2	0	0	0	0	1	4	2	2	4	0	0	1	2	3									
		0.27%	0.05%	0.26%	0.09%	0.24%	0.09%	0.57%	0.25%	0.15%	0.15%	0.28%	0.37%	0.00%	0.34%	0.87%	0.00%	0.70%	0.61%	0.10%	0.63%	0.00%	0.00%	0.00%	0.00%	0.47%	0.60%	0.22%	0.45%	1.51%	0.00%	0.00%	0.77%	0.28%	0.47%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2786	211	197	134	101	107	74	204	94	103	101	199	27	134	71	22	38	68	105	40	16	97	68	29	38	72	109	38	50	18	69	16	68	68									
		11.71%	10.95%	12.71%	11.99%	12.20%	9.66%	5.99%	16.87%	14.26%	15.44%	14.07%	14.84%	11.79%	11.29%	10.35%	20.37%	26.57%	10.30%	10.22%	12.54%	10.81%	8.08%	11.07%	8.48%	17.92%	10.76%	11.72%	8.50%	18.87%	12.59%	11.18%	12.31%	9.35%	10.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	105	9	7	2	2	5	7	9	2	1	6	1	1	16	4	0	1	1	4	4	0	3	3	0	0	5	3	0	4	0	2	0	3	0									
		0.44%	0.47%	0.45%	0.18%	0.24%	0.45%	0.57%	0.74%	0.30%	0.15%	0.84%	0.07%	0.44%	1.35%	0.58%	0.00%	0.70%	0.15%	0.39%	1.25%	0.00%	0.25%	0.49%	0.00%	0.00%	0.75%	0.32%	0.00%	1.51%	0.00%	0.32%	0.00%	0.41%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	144	10	13	5	4	8	7	8	5	4	6	24	3	21	4	0	1	1	4	0	0	2	0	0	1	2	4	1	0	2	0	0	3	1									
		0.61%	0.52%	0.84%	0.45%	0.48%	0.72%	0.57%	0.66%	0.76%	0.60%	0.84%	1.79%	1.31%	1.77%	0.58%	0.00%	0.70%	0.15%	0.39%	0.00%	0.00%	0.17%	0.00%	0.00%	0.47%	0.30%	0.43%	0.22%	0.00%	1.40%	0.00%	0.00%	0.41%	0.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	0	1	0	1	0	7	3	0	1	0	0	1	9	2	0	1	0	0	1	0	2	1	0	0	1	2	1	2	1	0	1	0	1									
		0.16%	0.00%	0.06%	0.00%	0.12%	0.00%	0.57%	0.25%	0.00%	0.15%	0.00%	0.00%	0.44%	0.76%	0.29%	0.00%	0.70%	0.00%	0.00%	0.31%	0.00%	0.17%	0.16%	0.00%	0.00%	0.15%	0.22%	0.22%	0.75%	0.70%	0.00%	0.77%	0.00%	0.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	170	19	9	6	5	3	7	11	2	7	11	26	0	14	8	0	0	1	5	3	2	3	10	0	2	3	5	2	2	0	1	0	1	2									
		0.71%	0.99%	0.58%	0.54%	0.60%	0.27%	0.57%	0.91%	0.30%	1.05%	1.53%	1.94%	0.00%	1.18%	1.17%	0.00%	0.00%	0.15%	0.49%	0.94%	1.35%	0.25%	1.63%	0.00%	0.94%	0.45%	0.54%	0.45%	0.75%	0.00%	0.16%	0.00%	0.14%	0.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2718	199	221	137	86	98	76	191	84	91	81	231	27	174	84	13	10	93	174	34	24	94	45	71	7	42	97	44	15	8	51	4	62	50									
		11.42%	10.33%	14.26%	12.26%	10.39%	8.84%	6.15%	15.80%	12.75%	13.64%	11.28%	17.23%	11.79%	14.66%	12.24%	12.04%	6.99%	14.09%	16.94%	10.66%	16.22%	7.83%	7.33%	20.76%	3.30%	6.28%	10.43%	9.84%	5.66%	5.59%	8.27%	3.08%	8.53%	7.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	7	4	1	3	3	9	2	2	1	0	10	0	3	1	0	0	1	3	1	0	1	3	0	0	1	0	3	1	0	2	0	0	1									
