Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
Наименование Избирательной комиссии:    Ухтинская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301					
1	"Число избирателей, включенных в списки избирателей"	96584	550	2865	560	1680	2298	2210	1895	2154	1827	1888	2277	2884	1335	1205	1476	833	387	1429	2179	2046	1579	2286	2439	2985	1579	550	1778	2190	1437	1725	1604	1983	2440	1867	2605	1072	1569	1954	2320	1726	887	2722	1840	1890	2880	707	258	1694	1622	1410	106	1940	1239	2224	110	1840	1549					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	91195	550	2600	650	1600	2200	2000	1900	2000	1700	1800	2100	2700	1200	1100	1400	800	350	1500	2000	2000	1400	2100	2200	2800	1450	500	1700	2000	1500	1700	1500	1900	2100	1700	2500	1000	1400	1900	2100	1700	850	2500	1850	1850	2700	750	250	1700	1600	1400	105	1900	1100	2100	140	1700	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	71986	167	2025	363	938	1537	1942	1840	1361	1243	1356	1789	2162	1128	947	1353	547	329	1136	1163	1224	1374	1620	1840	2268	1386	333	1670	1447	1016	1138	1483	1570	1875	1386	1785	880	1335	1277	1503	1087	709	2184	1773	1830	2245	681	250	1035	961	864	83	1420	829	1417	109	1410	1363					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2364	383	43	53	19	24	44	55	33	82	56	31	63	66	35	42	11	0	29	77	20	21	42	16	40	43	13	27	61	37	24	12	15	91	23	33	2	52	25	31	14	22	30	15	13	56	24	0	62	42	38	17	95	33	66	0	31	32					
6	Число погашенных избирательных бюллетеней	16845	0	532	234	643	639	14	5	606	375	388	280	475	6	118	5	242	21	335	760	756	5	438	344	492	21	154	3	492	447	538	5	315	134	291	682	118	13	598	566	599	119	286	62	7	399	45	0	603	597	498	5	385	238	617	31	259	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2364	383	43	53	19	24	44	55	33	82	56	31	63	66	35	42	11	0	29	77	20	21	42	16	40	43	13	27	61	37	24	12	15	91	23	33	2	52	25	31	14	22	30	15	13	56	24	0	62	42	38	17	95	33	66	0	31	32					
8	Число бюллетеней в стационарных ящиках для голосования	71754	167	1926	363	938	1533	1942	1825	1361	1243	1355	1787	2162	1062	947	1351	547	329	1136	1156	1224	1374	1620	1838	2268	1386	333	1670	1445	1016	1133	1478	1570	1868	1386	1782	878	1335	1277	1501	1087	709	2184	1772	1830	2245	681	250	1035	961	864	83	1417	829	1417	109	1410	1359					
9	Число недействительных избирательных бюллетеней	761	0	23	6	14	21	25	18	14	21	19	22	30	14	4	18	5	0	9	9	12	7	25	28	0	16	5	11	16	21	26	12	20	23	17	21	4	5	19	17	13	9	10	15	16	15	5	3	13	1	13	1	12	5	17	0	15	21					
10	Число действительных избирательных бюллетеней	73357	550	1946	410	943	1536	1961	1862	1380	1304	1392	1796	2195	1114	978	1375	553	329	1156	1224	1232	1388	1637	1826	2308	1413	341	1686	1490	1032	1131	1478	1565	1936	1392	1794	876	1382	1283	1515	1088	722	2204	1772	1827	2286	700	247	1084	1002	889	99	1500	857	1466	109	1426	1370					
11	Число полученных открепительных  удостоверений	1297	0	30	33	20	32	30	30	20	15	25	25	30	15	20	15	10	15	20	25	15	15	25	30	30	30	5	20	20	25	30	20	30	25	30	30	30	25	35	30	30	15	35	40	25	20	5	8	20	20	45	5	44	10	25	10	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1147	0	30	33	15	26	19	30	20	15	21	21	30	11	12	15	10	15	20	25	14	12	24	25	30	16	3	16	18	25	30	14	26	25	26	23	30	24	35	29	30	8	28	37	19	20	4	8	20	20	32	5	44	5	25	4	14	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	890	8	20	10	11	33	29	10	18	15	18	17	15	22	12	14	3	6	9	11	14	11	11	18	26	80	40	13	26	4	5	15	14	18	54	30	17	12	16	17	9	10	12	12	11	13	5	4	5	9	9	6	8	19	18	0	11	7					
14	Число неиспользованных открепительных удостоверений	150	0	0	0	5	6	11	0	0	0	4	4	0	4	8	0	0	0	0	0	1	3	1	5	0	14	2	4	2	0	0	6	4	0	4	7	0	1	0	1	0	7	7	3	6	0	1	0	0	0	13	0	0	5	0	6	1	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	703	0	15	41	6	1	8	8	2	4	10	8	19	1	1	1	2	0	37	25	28	18	13	38	48	0	1	7	5	7	4	9	6	79	14	10	5	6	6	12	82	6	6	39	27	6	7	3	3	3	3	0	3	2	4	1	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	958	2	43	5	24	9	21	28	24	29	27	3	36	15	15	22	4	1	16	18	21	16	27	16	32	3	4	32	26	15	27	15	23	8	27	4	3	22	32	33	17	4	35	25	16	30	9	1	9	13	8	1	6	5	30	0	13	8					
		1.29%	0.36%	2.18%	1.20%	2.51%	0.58%	1.06%	1.49%	1.72%	2.19%	1.91%	0.17%	1.62%	1.33%	1.53%	1.58%	0.72%	0.30%	1.37%	1.46%	1.69%	1.15%	1.62%	0.86%	1.39%	0.21%	1.16%	1.89%	1.73%	1.42%	2.33%	1.01%	1.45%	0.41%	1.92%	0.22%	0.34%	1.59%	2.46%	2.15%	1.54%	0.55%	1.58%	1.40%	0.87%	1.30%	1.28%	0.40%	0.82%	1.30%	0.89%	1.00%	0.40%	0.58%	2.02%	0.00%	0.90%	0.58%					
19	Жириновский Владимир Вольфович	6166	49	161	38	139	37	171	150	131	157	130	87	220	73	35	111	59	16	133	167	196	101	197	90	131	55	5	153	122	114	148	114	171	162	139	70	45	80	143	154	139	30	134	168	148	189	82	43	88	22	129	8	31	44	207	11	120	119					
		8.32%	8.91%	8.18%	9.13%	14.52%	2.38%	8.61%	7.98%	9.40%	11.85%	9.21%	4.79%	9.89%	6.47%	3.56%	7.97%	10.57%	4.86%	11.42%	13.54%	15.76%	7.24%	11.85%	4.85%	5.68%	3.85%	1.45%	9.02%	8.10%	10.83%	12.79%	7.65%	10.79%	8.27%	9.87%	3.86%	5.11%	5.77%	10.98%	10.05%	12.62%	4.10%	6.05%	9.40%	8.03%	8.21%	11.63%	17.20%	8.02%	2.19%	14.30%	8.00%	2.05%	5.10%	13.96%	10.09%	8.33%	8.55%					
20	Зюганов Геннадий Андреевич	11099	66	358	28	167	214	293	257	330	300	243	284	342	168	120	207	74	42	175	201	227	155	303	337	296	171	68	219	269	202	213	154	229	198	261	240	118	166	273	266	178	94	341	215	210	208	92	52	164	185	188	14	248	99	271	9	113	184					
