Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Радужнинская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524					
1	"Число избирателей, внесенных в список избирателей"	28567	1517	1622	1438	1194	1274	2022	1584	1898	2333	1900	2505	2557	2272	2187	2264					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28390	1400	1600	1350	1200	1900	2000	1500	1900	2200	1800	2500	2600	2200	2200	2040					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15566	900	786	801	618	1070	1063	849	1062	1301	977	1452	1271	1294	1149	973					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	231	2	7	17	2	32	9	19	6	14	51	17	14	14	16	11					
6	Число погашенных избирательных бюллетеней	12593	498	807	532	580	798	928	632	832	885	772	1031	1315	892	1035	1056					
7	Число избирательных бюллетеней в переносных ящиках для голосования	231	2	7	17	2	32	9	19	6	14	51	17	14	14	16	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15542	900	786	783	618	1069	1063	849	1062	1301	977	1449	1270	1294	1148	973					
9	Число недействительных избирательных бюллетеней	313	18	13	16	19	18	27	21	18	12	26	26	23	25	24	27					
10	Число действительных избирательных бюллетеней	15460	884	780	784	601	1083	1045	847	1050	1303	1002	1440	1261	1283	1140	957					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	550	30	30	30	30	40	40	30	40	40	40	40	40	40	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	206	14	15	12	8	16	9	11	17	15	8	22	18	16	19	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	5	3	2	2	1	10	3	3	11	3	5	4	7	10	26					
14	Число погашенных неиспользованных открепительных удостоверений	344	16	15	18	22	24	31	19	23	25	32	18	22	24	21	34					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	5	3	1	4	2	3	0	2	5	2	3	8	3	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1872	113	85	102	87	131	120	99	125	130	96	200	184	162	162	76					
		11.87%	12.53%	10.72%	12.75%	14.03%	11.90%	11.19%	11.41%	11.70%	9.89%	9.34%	13.64%	14.33%	12.39%	13.92%	7.72%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3586	198	152	186	109	226	261	191	264	316	255	320	294	326	258	230					
		22.74%	21.95%	19.17%	23.25%	17.58%	20.53%	24.35%	22.00%	24.72%	24.03%	24.81%	21.83%	22.90%	24.92%	22.16%	23.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	257	23	14	11	12	19	15	13	13	24	17	29	11	17	26	13					
		1.63%	2.55%	1.77%	1.38%	1.94%	1.73%	1.40%	1.50%	1.22%	1.83%	1.65%	1.98%	0.86%	1.30%	2.23%	1.32%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3355	151	159	149	128	261	197	204	239	274	185	364	306	266	259	213					
		21.27%	16.74%	20.05%	18.63%	20.65%	23.71%	18.38%	23.50%	22.38%	20.84%	17.99%	24.83%	23.83%	20.34%	22.25%	21.65%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	342	24	13	24	12	21	24	17	27	19	20	30	39	30	31	11					
		2.17%	2.66%	1.64%	3.00%	1.94%	1.91%	2.24%	1.96%	2.53%	1.44%	1.95%	2.05%	3.04%	2.29%	2.66%	1.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5972	370	353	306	246	425	423	320	377	530	424	493	417	475	402	411					
		37.86%	41.02%	44.51%	38.25%	39.68%	38.60%	39.46%	36.87%	35.30%	40.30%	41.25%	33.63%	32.48%	36.31%	34.54%	41.77%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	76	5	4	6	7	0	5	3	5	10	5	4	10	7	2	3					
		0.48%	0.55%	0.50%	0.75%	1.13%	0.00%	0.47%	0.35%	0.47%	0.76%	0.49%	0.27%	0.78%	0.54%	0.17%	0.30%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
