Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Борисоглебская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10709	538	350	2656	2159	715	231	209	447	735	483	297	219	124	184	205	424	142	303	288									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9300	530	340	2000	1700	700	220	200	420	600	480	280	200	120	180	200	400	150	300	280									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3953	132	103	1031	861	215	91	71	187	502	133	117	66	32	32	51	92	56	100	81									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1002	98	57	34	72	54	29	20	32	41	89	50	35	27	73	62	95	29	30	75									
6	Число погашенных избирательных бюллетеней	4345	300	180	935	767	431	100	109	201	57	258	113	99	61	75	87	213	65	170	124									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1002	98	57	34	72	54	29	20	32	41	89	50	35	27	73	62	95	29	30	75									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3951	132	103	1029	861	215	91	71	187	502	133	117	66	32	32	51	92	56	100	81									
9	Число недействительных избирательных бюллетеней	83	5	2	13	15	4	0	2	5	22	4	0	2	2	0	1	2	0	2	2									
10	Число действительных избирательных бюллетеней	4870	225	158	1050	918	265	120	89	214	521	218	167	99	57	105	112	185	85	128	154									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	160	5	5	20	20	5	10	5	5	30	5	5	5	5	5	5	5	10	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	56	0	0	11	11	3	10	3	2	2	0	1	0	0	0	1	2	10	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	3	0	2	23	2	7	0	9	33	2	2	2	0	3	2	4	3	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	104	5	5	9	9	2	0	2	3	28	5	4	5	5	5	4	3	0	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	2	2	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	75	5	3	7	29	1	3	0	2	5	0	2	0	0	5	6	4	0	1	2									
		1.51%	2.17%	1.88%	0.66%	3.11%	0.37%	2.50%	0.00%	0.91%	0.92%	0.00%	1.20%	0.00%	0.00%	4.76%	5.31%	2.14%	0.00%	0.77%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	108	3	5	28	13	3	3	1	4	7	12	3	3	2	2	0	2	5	5	7									
		2.18%	1.30%	3.13%	2.63%	1.39%	1.12%	2.50%	1.10%	1.83%	1.29%	5.41%	1.80%	2.97%	3.39%	1.90%	0.00%	1.07%	5.88%	3.85%	4.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	116	4	3	18	21	9	2	0	8	8	6	14	2	1	6	3	4	2	4	1									
		2.34%	1.74%	1.88%	1.69%	2.25%	3.35%	1.67%	0.00%	3.65%	1.47%	2.70%	8.38%	1.98%	1.69%	5.71%	2.65%	2.14%	2.35%	3.08%	0.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2229	118	82	394	356	96	49	38	130	314	120	80	38	18	42	66	87	61	56	84									
		45.00%	51.30%	51.25%	37.06%	38.16%	35.69%	40.83%	41.76%	59.36%	57.83%	54.05%	47.90%	37.62%	30.51%	40.00%	58.41%	46.52%	71.76%	43.08%	53.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	3	4	7	4	3	4	0	5	6	0	1	0	0	1	0	2	0	1	3									
		0.89%	1.30%	2.50%	0.66%	0.43%	1.12%	3.33%	0.00%	2.28%	1.10%	0.00%	0.60%	0.00%	0.00%	0.95%	0.00%	1.07%	0.00%	0.77%	1.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	3	3	2	0	1	0	0	0	0	1	1	1	1	0	2	0	0	1									
		0.32%	0.00%	1.88%	0.28%	0.21%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.60%	0.99%	1.69%	0.95%	0.00%	1.07%	0.00%	0.00%	0.64%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	879	45	22	186	169	75	15	24	27	108	34	21	28	15	15	20	27	8	16	24									
		17.75%	19.57%	13.75%	17.50%	18.11%	27.88%	12.50%	26.37%	12.33%	19.89%	15.32%	12.57%	27.72%	25.42%	14.29%	17.70%	14.44%	9.41%	12.31%	15.38%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	3	0	4	8	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0									
		0.36%	1.30%	0.00%	0.38%	0.86%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.60%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	0	0	7	9	2	0	0	0	5	0	1	1	0	0	0	2	0	1	1									
		0.59%	0.00%	0.00%	0.66%	0.96%	0.74%	0.00%	0.00%	0.00%	0.92%	0.00%	0.60%	0.99%	0.00%	0.00%	0.00%	1.07%	0.00%	0.77%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	4	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	1.90%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	3	2	23	17	2	3	5	0	5	4	4	2	1	0	0	3	0	0	0									
		1.49%	1.30%	1.25%	2.16%	1.82%	0.74%	2.50%	5.49%	0.00%	0.92%	1.80%	2.40%	1.98%	1.69%	0.00%	0.00%	1.60%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	657	18	20	161	164	38	27	13	20	30	27	18	8	12	17	10	36	3	15	20									
		13.26%	7.83%	12.50%	15.15%	17.58%	14.13%	22.50%	14.29%	9.13%	5.52%	12.16%	10.78%	7.92%	20.34%	16.19%	8.85%	19.25%	3.53%	11.54%	12.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	2	7	7	2	0	0	1	2	0	1	0	0	0	0	0	0	1	0									
