Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Кадомская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	6614	339	165	124	154	199	80	178	139	309	187	104	65	129	717	821	701	503	711	547	442									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6560	340	170	130	150	200	70	180	140	310	190	100	70	120	730	820	700	500	700	540	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3098	159	53	34	82	107	40	84	59	90	110	32	33	78	330	361	418	223	287	332	186									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	668	57	28	50	45	33	8	36	33	71	17	25	11	10	54	30	13	66	20	35	26									
6	Число погашенных избирательных бюллетеней	2794	124	89	46	23	60	22	60	48	149	63	43	26	32	346	429	269	211	393	173	188									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	668	57	28	50	45	33	8	36	33	71	17	25	11	10	54	30	13	66	20	35	26									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3098	159	53	34	82	107	40	84	59	90	110	32	33	78	330	361	418	223	287	332	186									
9	Число недействительных избирательных бюллетеней	70	4	0	1	0	5	2	5	2	4	3	0	0	3	7	10	9	4	6	0	5									
10	Число действительных избирательных бюллетеней	3696	212	81	83	127	135	46	115	90	157	124	57	44	85	377	381	422	285	301	367	207									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	175	8	4	6	8	5	4	4	3	8	4	2	10	3	18	16	16	23	15	9	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	167	6	4	6	8	5	4	4	3	8	4	2	10	1	18	16	16	23	13	9	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	2	1	0	1	2	4	0	5	1	0	0	0	0	1	3	6	0	1	3	4									
