		0.21%	0.06%	0.21%	0.28%	0.35%	0.65%	0.00%	0.26%	0.10%	0.21%	0.32%	0.57%	0.78%	0.20%	0.18%	0.00%	0.54%	0.13%	0.58%	0.35%	0.32%	0.00%	0.00%	0.10%	0.29%	0.13%	0.10%	0.19%	0.38%	0.65%	0.00%	0.00%	0.08%	0.07%	0.00%	0.38%	0.28%	0.58%	0.27%	0.09%	0.00%	0.12%	0.00%	0.46%	0.38%	0.32%	0.00%	0.00%	0.00%	0.00%	0.16%	0.28%	0.13%	0.13%	0.24%	0.54%	0.13%	0.20%	0.15%	0.00%	0.46%	0.20%	0.57%	2.86%	0.00%	0.00%	0.67%	0.40%	1.00%	0.17%	0.40%									
14	Грудинин Павел Николаевич	10204	242	136	109	311	124	120	116	89	154	120	215	82	101	146	182	100	77	264	474	218	158	85	116	272	132	210	223	85	168	114	296	210	196	223	150	117	268	108	226	72	164	52	332	241	110	60	185	93	46	215	165	159	76	118	433	168	185	218	98	153	49	38	1	1	1	5	4	2	10	13									
		10.32%	15.38%	9.43%	10.00%	18.04%	9.01%	4.97%	10.21%	8.94%	7.98%	9.46%	13.71%	10.61%	6.65%	12.81%	7.97%	13.62%	10.32%	15.42%	20.61%	17.55%	7.09%	9.44%	11.16%	13.03%	5.50%	10.00%	10.52%	10.63%	10.86%	5.81%	11.86%	8.60%	7.32%	8.26%	9.57%	8.19%	15.47%	14.42%	10.02%	8.09%	9.80%	6.52%	21.59%	15.40%	8.87%	5.04%	10.08%	4.98%	1.78%	11.20%	11.57%	10.51%	9.50%	14.20%	19.36%	10.96%	12.25%	10.92%	7.63%	11.64%	9.80%	10.86%	1.43%	0.56%	0.56%	1.67%	1.60%	1.00%	1.67%	2.60%									
15	Жириновский Владимир Вольфович	1555	18	40	41	25	14	0	35	15	60	9	17	38	41	15	0	16	21	26	41	22	55	0	28	45	21	29	61	13	31	44	0	22	2	24	11	36	18	17	70	0	15	3	33	47	26	0	1	0	0	60	40	45	21	19	45	3	23	53	19	22	8	30	1	1	0	4	2	3	6	4									
		1.57%	1.14%	2.77%	3.76%	1.45%	1.02%	0.00%	3.08%	1.51%	3.11%	0.71%	1.08%	4.92%	2.70%	1.32%	0.00%	2.18%	2.82%	1.52%	1.78%	1.77%	2.47%	0.00%	2.69%	2.16%	0.88%	1.38%	2.88%	1.63%	2.00%	2.24%	0.00%	0.90%	0.07%	0.89%	0.70%	2.52%	1.04%	2.27%	3.10%	0.00%	0.90%	0.38%	2.15%	3.00%	2.10%	0.00%	0.05%	0.00%	0.00%	3.13%	2.81%	2.97%	2.63%	2.29%	2.01%	0.20%	1.52%	2.66%	1.48%	1.67%	1.60%	8.57%	1.43%	0.56%	0.00%	1.33%	0.80%	1.50%	1.00%	0.80%									
16	Путин Владимир Владимирович	83888	1272	1192	861	1308	1197	2293	911	875	1632	1116	1251	629	1310	958	2094	581	598	1324	1636	900	1870	814	843	1658	2220	1836	1735	675	1283	1773	2200	2188	2471	2426	1353	1202	1364	596	1864	801	1470	729	1051	1196	1047	1121	1649	1775	2542	1548	1146	1250	664	640	1654	1310	1280	1689	1145	1014	418	260	63	178	178	281	240	186	576	478									
		84.84%	80.86%	82.66%	78.99%	75.87%	86.93%	95.03%	80.19%	87.85%	84.60%	87.94%	79.78%	81.37%	86.24%	84.04%	91.72%	79.16%	80.16%	77.34%	71.13%	72.46%	83.89%	90.44%	81.14%	79.44%	92.54%	87.43%	81.88%	84.38%	82.93%	90.32%	88.14%	89.60%	92.34%	89.85%	86.34%	84.17%	78.75%	79.57%	82.62%	90.00%	87.87%	91.35%	68.34%	76.42%	84.44%	94.20%	89.81%	95.02%	98.22%	80.63%	80.36%	82.62%	83.00%	77.02%	73.97%	85.45%	84.77%	84.62%	89.11%	77.17%	83.60%	74.29%	90.00%	98.89%	98.89%	93.67%	96.00%	93.00%	96.00%	95.60%									
17	Собчак Ксения Анатольевна	331	12	2	1	14	0	0	0	0	0	2	20	0	0	0	0	3	0	12	21	33	0	0	0	25	0	0	0	1	17	12	0	0	0	0	6	0	8	6	0	0	0	0	37	12	0	0	0	0	0	0	2	0	0	0	24	0	0	0	0	44	6	10	0	0	1	0	0	0	0	0									
		0.33%	0.76%	0.14%	0.09%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	1.28%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.70%	0.91%	2.66%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.13%	1.10%	0.61%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.46%	0.80%	0.00%	0.00%	0.00%	0.00%	2.41%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	3.35%	1.20%	2.86%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%									
18	Сурайкин Максим Александрович	1057	6	47	46	18	12	0	50	11	54	6	9	5	48	10	0	2	25	17	32	12	0	0	29	20	19	20	60	8	10	1	0	17	2	14	10	40	14	12	63	3	9	1	19	21	28	0	1	0	0	63	37	30	17	19	14	2	7	7	11	4	4	2	0	0	0	4	0	2	3	0									
		1.07%	0.38%	3.26%	4.22%	1.04%	0.87%	0.00%	4.40%	1.10%	2.80%	0.47%	0.57%	0.65%	3.16%	0.88%	0.00%	0.27%	3.35%	0.99%	1.39%	0.97%	0.00%	0.00%	2.79%	0.96%	0.79%	0.95%	2.83%	1.00%	0.65%	0.05%	0.00%	0.70%	0.07%	0.52%	0.64%	2.80%	0.81%	1.60%	2.79%	0.34%	0.54%	0.13%	1.24%	1.34%	2.26%	0.00%	0.05%	0.00%	0.00%	3.28%	2.59%	1.98%	2.13%	2.29%	0.63%	0.13%	0.46%	0.35%	0.86%	0.30%	0.80%	0.57%	0.00%	0.00%	0.00%	1.33%	0.00%	1.00%	0.50%	0.00%									
19	Титов Борис Юрьевич	619	0	19	26	6	1	0	19	1	23	4	6	0	15	7	0	6	21	11	12	10	112	1	19	9	4	0	23	2	5	3	0	0	3	0	2	3	2	1	28	0	8	2	7	1	11	0	0	0	0	26	19	22	19	25	7	0	8	20	10	5	2	1	3	0	0	4	3	5	4	3									
		0.63%	0.00%	1.32%	2.39%	0.35%	0.07%	0.00%	1.67%	0.10%	1.19%	0.32%	0.38%	0.00%	0.99%	0.61%	0.00%	0.82%	2.82%	0.64%	0.52%	0.81%	5.02%	0.11%	1.83%	0.43%	0.17%	0.00%	1.09%	0.25%	0.32%	0.15%	0.00%	0.00%	0.11%	0.00%	0.13%	0.21%	0.12%	0.13%	1.24%	0.00%	0.48%	0.25%	0.46%	0.06%	0.89%	0.00%	0.00%	0.00%	0.00%	1.35%	1.33%	1.45%	2.38%	3.01%	0.31%	0.00%	0.53%	1.00%	0.78%	0.38%	0.40%	0.29%	4.29%	0.00%	0.00%	1.33%	1.20%	2.50%	0.67%	0.60%									
20	Явлинский Григорий Алексеевич	261	1	3	3	5	4	0	2	4	2	1	5	3	1	2	0	6	3	12	22	13	0	0	3	8	0	3	4	2	4	1	0	3	0	2	4	3	4	3	3	0	2	1	15	8	3	0	0	0	0	5	2	5	2	3	15	3	4	5	2	43	1	3	0	0	0	0	0	0	0	0									
		0.26%	0.06%	0.21%	0.28%	0.29%	0.29%	0.00%	0.18%	0.40%	0.10%	0.08%	0.32%	0.39%	0.07%	0.18%	0.00%	0.82%	0.40%	0.70%	0.96%	1.05%	0.00%	0.00%	0.29%	0.38%	0.00%	0.14%	0.19%	0.25%	0.26%	0.05%	0.00%	0.12%	0.00%	0.07%	0.26%	0.21%	0.23%	0.40%	0.13%	0.00%	0.12%	0.13%	0.98%	0.51%	0.24%	0.00%	0.00%	0.00%	0.00%	0.26%	0.14%	0.33%	0.25%	0.36%	0.67%	0.20%	0.26%	0.25%	0.16%	3.27%	0.20%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
