Выборы Президента Российской Федерации																																																																																			
Дата голосования: 02.03.2008																																																																																			
																																																																																			
Наименование Избирательной комиссии:    Кабанская																																																																																			
																																																																																			
Сводная таблица результатов выборов																																																																																			
																																																																																			
	Число участковых избирательных комиссий	76																																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	76																																																																																	
																																																																																			
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323					
1	"Число избирателей, включенных в списки избирателей"	45218	184	265	81	114	1095	307	97	496	501	627	457	323	164	104	176	478	184	217	132	106	951	718	341	88	1449	1503	1780	1572	1474	1941	1262	241	170	311	383	657	621	1068	1035	894	442	47	508	161	536	409	165	337	262	203	1253	1229	1105	1749	771	236	125	377	606	199	570	210	68	88	32	1128	1293	1139	1018	75	95	739	63	784	1279	1350					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42636	200	310	70	135	1100	260	90	500	460	620	420	360	170	100	170	490	210	200	130	90	930	740	280	120	1100	1300	1400	1400	1400	1730	955	240	170	330	370	660	600	1060	930	890	431	50	520	190	570	450	200	410	300	230	1100	1000	1300	1500	690	215	120	370	560	210	580	210	60	100	30	970	1200	1100	910	80	90	740	70	830	1270	1290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	26780	149	190	57	68	561	211	74	359	293	429	263	249	134	71	132	319	123	150	95	64	575	438	156	60	793	873	917	930	785	1137	707	145	124	179	241	409	397	630	579	548	291	36	346	126	402	318	131	246	195	145	728	698	608	850	409	188	93	269	278	195	442	152	60	84	25	550	656	649	557	46	87	430	48	383	736	709					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2611	13	40	0	33	130	34	9	65	65	54	62	22	13	15	26	37	29	22	23	18	37	52	22	6	35	15	55	47	17	32	28	29	17	46	25	33	35	41	121	36	15	4	30	14	36	10	5	25	14	10	65	79	42	39	32	18	14	40	41	0	32	18	0	0	5	89	68	101	71	13	0	61	0	38	78	65					
6	Число погашенных избирательных бюллетеней	13245	38	80	13	34	409	15	7	76	102	137	95	89	23	14	12	134	58	28	12	8	318	250	102	54	272	412	428	423	598	561	220	66	29	105	104	218	168	389	230	306	125	10	144	50	132	122	64	139	91	75	307	223	650	611	249	9	13	61	241	15	106	40	0	16	0	331	476	350	282	21	3	249	22	409	456	516					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2610	13	40	0	33	130	34	9	65	65	54	62	22	13	15	26	37	29	22	23	18	37	52	22	6	35	15	54	47	17	32	28	29	17	46	25	33	35	41	121	36	15	4	30	14	36	10	5	25	14	10	65	79	42	39	32	18	14	40	41	0	32	18	0	0	5	89	68	101	71	13	0	61	0	38	78	65					
8	Число бюллетеней в стационарных ящиках для голосования	26774	149	190	57	68	561	211	74	359	293	429	263	249	134	71	132	319	123	150	95	64	575	438	156	60	793	873	917	930	785	1137	707	145	124	179	241	409	396	630	579	548	291	36	346	126	402	318	131	246	195	145	728	698	608	850	409	188	93	269	278	195	442	152	60	84	25	550	656	649	557	46	87	430	48	383	736	704					
9	Число недействительных избирательных бюллетеней	469	0	2	2	0	15	2	2	4	2	5	7	3	4	2	5	3	4	3	5	3	17	6	0	0	14	25	22	23	23	24	9	2	1	5	1	5	10	9	11	11	2	0	8	1	8	5	1	2	8	4	8	6	9	7	3	2	2	9	5	5	5	4	0	2	0	14	9	10	12	0	0	8	0	6	8	5					
10	Число действительных избирательных бюллетеней	28915	162	228	55	101	676	243	81	420	356	478	318	268	143	84	153	353	148	169	113	79	595	484	178	66	814	863	949	954	779	1145	726	172	140	220	265	437	421	662	689	573	304	40	368	139	430	323	135	269	201	151	785	771	641	882	438	204	105	300	314	190	469	166	60	82	30	625	715	740	616	59	87	483	48	415	806	764					
11	Число полученных открепительных  удостоверений	1206	16	15	8	15	20	15	8	15	15	15	15	15	15	8	15	15	15	15	15	8	25	25	15	8	20	20	20	20	20	20	20	15	15	15	15	15	15	20	20	15	15	8	15	15	15	25	25	15	20	15	20	20	20	20	15	15	15	15	15	15	15	15	8	15	15	15	15	15	15	8	8	15	8	15	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	492	1	7	0	12	17	4	1	2	4	6	3	8	1	1	0	5	14	2	0	4	19	20	1	0	4	8	8	10	5	17	3	0	2	1	0	3	5	10	10	11	2	0	7	4	15	22	25	8	19	2	7	3	3	15	6	0	0	11	5	0	11	6	0	0	0	10	8	5	4	3	0	15	0	3	26	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	292	1	5	8	5	11	6	1	4	0	5	1	3	2	1	0	6	1	0	6	4	10	6	1	0	4	7	6	9	6	6	8	4	2	1	2	3	6	7	11	1	0	0	2	1	5	1	2	5	1	15	6	2	1	2	2	0	0	4	5	0	9	1	3	15	2	7	6	4	3	0	2	5	1	3	1	6					
14	Число неиспользованных открепительных удостоверений	714	15	8	8	3	3	11	7	13	11	9	12	7	14	7	15	10	1	13	15	4	6	5	14	8	16	12	12	10	15	3	17	15	13	14	15	12	10	10	10	4	13	8	8	11	0	3	0	7	1	13	13	17	17	5	9	15	15	4	10	15	4	9	8	15	15	5	7	10	11	5	8	0	8	12	4	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
