Выборы Президента Российской Федерации																																																																																								
Дата голосования: 04.03.2012																																																																																								
																																																																																								
Наименование Избирательной комиссии:    Кабанская																																																																																								
																																																																																								
Сводная таблица итогов голосования																																																																																								
																																																																																								
	Число участковых избирательных комиссий	77																																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	77																																																																																						
																																																																																								
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324									
1	Число избирателей, включенных в список избирателей	44962	204	316	76	92	323	596	302	99	458	574	449	445	271	115	90	141	384	144	164	118	99	981	768	386	1508	89	1434	1900	1536	1940	1399	1579	263	195	344	395	693	653	1072	996	995	451	47	513	161	490	393	161	355	253	192	1232	1241	1194	1637	846	242	105	329	509	224	65	515	165	82	43	1094	1394	1261	944	73	96	401	328	685	1409	1246									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	38786	195	300	65	80	300	560	300	90	400	510	400	450	260	114	88	135	370	138	150	100	90	950	700	300	1100	100	1200	1400	1200	1500	1200	1200	250	180	330	290	670	620	1000	800	900	400	40	500	150	460	370	160	350	270	190	1000	1000	1000	1500	700	220	100	300	470	210	66	450	150	70	40	1000	1200	1000	800	70	85	380	300	600	1200	1000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	23968	128	149	52	55	177	299	131	72	279	356	233	301	190	86	56	100	261	98	111	88	56	571	364	160	802	12	787	947	890	1013	688	748	116	117	142	191	381	371	588	520	459	262	35	278	95	294	265	106	170	140	120	615	636	598	748	421	143	75	188	278	109	35	326	101	44	25	529	718	633	519	46	64	260	200	352	722	673									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1869	12	26	0	7	46	38	16	6	51	36	37	53	35	18	15	17	43	22	24	12	12	21	9	21	23	38	13	28	30	16	8	26	5	7	24	13	18	27	42	65	16	24	1	15	6	38	20	4	29	15	13	49	26	41	21	13	16	7	35	29	55	29	41	24	13	7	29	39	23	34	15	18	15	51	34	32	32									
6	Число погашенных избирательных бюллетеней	12949	55	125	13	18	77	223	153	12	70	118	130	96	35	10	17	18	66	18	15	0	22	358	327	119	275	50	400	425	280	471	504	426	129	56	164	86	271	222	370	215	425	114	4	207	49	128	85	50	151	115	57	336	338	361	731	266	61	18	77	163	46	2	83	25	13	8	442	443	344	247	9	3	105	49	214	446	295									
