11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																					
13	Бабурин Сергей Николаевич	116	0	1	0	1	0	3	0	0	2	1	0	1	0	0	1	1	1	0	1	0	0	2	2	0	3	3	0	4	2	3	3	0	0	2	0	1	3	6	8	3	0	1	0	2	0	0	0	2	2	3	5	6	2	3	0	1	2	1	2	0	0	0	1	6	3	5	0	0	4	0	3	3	1	0									
		0.43%	0.00%	0.54%	0.00%	1.54%	0.00%	0.84%	0.00%	0.00%	0.58%	0.25%	0.00%	0.27%	0.00%	0.00%	1.39%	0.86%	0.37%	0.00%	0.73%	0.00%	0.00%	0.35%	0.48%	0.00%	0.36%	0.35%	0.00%	0.47%	0.19%	0.39%	0.35%	0.00%	0.00%	1.05%	0.00%	0.21%	0.71%	1.01%	1.32%	0.51%	0.00%	0.31%	0.00%	0.59%	0.00%	0.00%	0.00%	1.13%	1.27%	0.47%	0.76%	0.87%	0.25%	0.51%	0.00%	1.41%	0.81%	0.32%	1.10%	0.00%	0.00%	0.00%	0.16%	0.70%	0.38%	0.85%	0.00%	0.00%	0.88%	0.00%	0.79%	0.45%	0.15%	0.00%									
14	Грудинин Павел Николаевич	4231	16	26	3	13	32	39	23	19	32	51	28	47	23	6	3	16	47	16	13	8	11	108	77	22	178	177	192	145	200	116	183	19	19	33	16	95	54	83	91	78	33	37	25	37	23	4	42	35	22	88	92	106	123	115	10	2	24	30	15	63	17	12	160	190	181	78	10	5	51	6	49	86	98	4									
		15.85%	8.38%	14.13%	4.35%	20.00%	14.81%	10.92%	15.13%	18.45%	9.36%	12.98%	11.62%	12.81%	10.18%	6.74%	4.17%	13.79%	17.54%	14.68%	9.49%	8.08%	15.07%	18.69%	18.29%	14.97%	21.47%	20.44%	20.96%	17.02%	19.46%	15.05%	21.13%	12.93%	15.83%	17.28%	7.62%	20.00%	12.80%	13.97%	14.99%	13.27%	11.70%	11.64%	18.52%	10.98%	8.21%	4.35%	17.57%	19.77%	13.92%	13.88%	14.05%	15.34%	15.17%	19.73%	6.80%	2.82%	9.72%	9.71%	8.24%	16.32%	13.08%	16.67%	25.04%	22.04%	22.80%	13.27%	22.22%	6.10%	11.18%	12.00%	12.89%	12.80%	15.05%	8.89%									
15	Жириновский Владимир Вольфович	2656	16	19	9	5	5	31	11	15	46	37	24	13	28	7	8	16	8	5	19	14	9	58	60	20	57	87	98	73	97	83	80	25	7	26	20	49	35	56	58	61	34	23	18	30	31	12	9	13	12	77	81	67	110	63	14	6	22	27	20	56	5	9	71	79	90	62	2	4	38	0	44	75	56	1									
		9.95%	8.38%	10.33%	13.04%	7.69%	2.31%	8.68%	7.24%	14.56%	13.45%	9.41%	9.96%	3.54%	12.39%	7.87%	11.11%	13.79%	2.99%	4.59%	13.87%	14.14%	12.33%	10.03%	14.25%	13.61%	6.88%	10.05%	10.70%	8.57%	9.44%	10.77%	9.24%	17.01%	5.83%	13.61%	9.52%	10.32%	8.29%	9.43%	9.56%	10.37%	12.06%	7.23%	13.33%	8.90%	11.07%	13.04%	3.77%	7.34%	7.59%	12.15%	12.37%	9.70%	13.56%	10.81%	9.52%	8.45%	8.91%	8.74%	10.99%	14.51%	3.85%	12.50%	11.11%	9.16%	11.34%	10.54%	4.44%	4.88%	8.33%	0.00%	11.58%	11.16%	8.60%	2.22%									
16	Путин Владимир Владимирович	18580	151	130	55	40	175	263	111	67	257	293	182	296	173	76	57	82	206	83	103	74	43	382	275	101	550	578	591	589	688	527	572	100	89	127	159	316	302	425	421	411	200	240	83	252	213	76	177	120	115	434	437	486	555	377	121	60	193	242	135	237	100	49	380	539	472	414	33	73	344	43	266	484	472	38									
		69.60%	79.06%	70.65%	79.71%	61.54%	81.02%	73.67%	73.03%	65.05%	75.15%	74.55%	75.52%	80.65%	76.55%	85.39%	79.17%	70.69%	76.87%	76.15%	75.18%	74.75%	58.90%	66.09%	65.32%	68.71%	66.34%	66.74%	64.52%	69.13%	66.93%	68.35%	66.05%	68.03%	74.17%	66.49%	75.71%	66.53%	71.56%	71.55%	69.36%	69.90%	70.92%	75.47%	61.48%	74.78%	76.07%	82.61%	74.06%	67.80%	72.78%	68.45%	66.72%	70.33%	68.43%	64.67%	82.31%	84.51%	78.14%	78.32%	74.18%	61.40%	76.92%	68.06%	59.47%	62.53%	59.45%	70.41%	73.33%	89.02%	75.44%	86.00%	70.00%	72.02%	72.50%	84.44%									
17	Собчак Ксения Анатольевна	208	3	3	1	1	1	6	2	1	0	1	0	8	0	0	3	0	0	1	1	1	0	3	0	0	8	1	5	4	6	13	6	1	0	0	0	1	6	2	4	6	6	6	5	4	1	0	4	2	1	6	3	6	4	4	0	0	2	0	1	3	3	0	6	6	12	8	0	0	2	0	4	7	3	0									
		0.78%	1.57%	1.63%	1.45%	1.54%	0.46%	1.68%	1.32%	0.97%	0.00%	0.25%	0.00%	2.18%	0.00%	0.00%	4.17%	0.00%	0.00%	0.92%	0.73%	1.01%	0.00%	0.52%	0.00%	0.00%	0.97%	0.12%	0.55%	0.47%	0.58%	1.69%	0.69%	0.68%	0.00%	0.00%	0.00%	0.21%	1.42%	0.34%	0.66%	1.02%	2.13%	1.89%	3.70%	1.19%	0.36%	0.00%	1.67%	1.13%	0.63%	0.95%	0.46%	0.87%	0.49%	0.69%	0.00%	0.00%	0.81%	0.00%	0.55%	0.78%	2.31%	0.00%	0.94%	0.70%	1.51%	1.36%	0.00%	0.00%	0.44%	0.00%	1.05%	1.04%	0.46%	0.00%									
18	Сурайкин Максим Александрович	149	0	0	0	1	0	3	1	0	0	3	1	1	0	0	0	0	0	0	0	1	1	2	1	1	9	3	8	2	2	9	4	0	1	0	1	1	1	4	4	4	3	3	0	3	3	0	4	1	2	8	7	2	2	4	0	0	1	3	1	1	1	1	5	8	3	2	0	0	4	0	0	2	6	0									
		0.56%	0.00%	0.00%	0.00%	1.54%	0.00%	0.84%	0.66%	0.00%	0.00%	0.76%	0.41%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	1.37%	0.35%	0.24%	0.68%	1.09%	0.35%	0.87%	0.23%	0.19%	1.17%	0.46%	0.00%	0.83%	0.00%	0.48%	0.21%	0.24%	0.67%	0.66%	0.68%	1.06%	0.94%	0.00%	0.89%	1.07%	0.00%	1.67%	0.56%	1.27%	1.26%	1.07%	0.29%	0.25%	0.69%	0.00%	0.00%	0.40%	0.97%	0.55%	0.26%	0.77%	1.39%	0.78%	0.93%	0.38%	0.34%	0.00%	0.00%	0.88%	0.00%	0.00%	0.30%	0.92%	0.00%									
19	Титов Борис Юрьевич	111	3	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	2	1	0	0	0	4	5	1	7	1	5	4	4	1	2	0	1	1	0	1	2	5	5	4	2	1	0	1	0	0	0	0	1	4	5	1	1	4	1	0	0	0	1	2	0	0	1	7	6	2	0	0	1	0	2	2	1	0									
		0.42%	1.57%	0.00%	1.45%	1.54%	0.00%	0.28%	0.00%	0.00%	0.58%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.92%	0.00%	0.00%	0.00%	0.69%	1.19%	0.68%	0.84%	0.12%	0.55%	0.47%	0.39%	0.13%	0.23%	0.00%	0.83%	0.52%	0.00%	0.21%	0.47%	0.84%	0.82%	0.68%	0.71%	0.31%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.63%	0.63%	0.76%	0.14%	0.12%	0.69%	0.68%	0.00%	0.00%	0.00%	0.55%	0.52%	0.00%	0.00%	0.16%	0.81%	0.76%	0.34%	0.00%	0.00%	0.22%	0.00%	0.53%	0.30%	0.15%	0.00%									
20	Явлинский Григорий Алексеевич	100	0	0	0	1	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	2	6	9	4	2	5	0	1	0	0	1	2	1	3	3	1	0	0	0	1	0	2	0	1	3	5	4	1	3	0	0	1	1	0	2	0	1	7	1	2	2	0	0	3	1	3	0	2	0									
		0.37%	0.00%	0.00%	0.00%	1.54%	0.00%	0.56%	0.66%	0.00%	0.29%	0.25%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.59%	0.00%	0.00%	0.00%	0.00%	0.23%	0.66%	1.06%	0.39%	0.26%	0.58%	0.00%	0.83%	0.00%	0.00%	0.21%	0.47%	0.17%	0.49%	0.51%	0.35%	0.00%	0.00%	0.00%	0.36%	0.00%	0.84%	0.00%	0.63%	0.47%	0.76%	0.58%	0.12%	0.51%	0.00%	0.00%	0.40%	0.32%	0.00%	0.52%	0.00%	1.39%	1.10%	0.12%	0.25%	0.34%	0.00%	0.00%	0.66%	2.00%	0.79%	0.00%	0.31%	0.00%									
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
																																																																																					
