Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Парфинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379					
1	"Число избирателей, внесенных в список избирателей"	11188	1155	1052	1071	1140	1177	750	673	655	249	229	365	1031	1054	422	165					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10340	1000	1000	1000	1000	1000	700	600	600	240	220	370	1000	1000	440	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5668	579	635	485	611	553	416	313	336	151	140	183	448	481	238	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	845	104	17	36	22	73	74	74	33	36	25	65	118	92	56	20					
6	Число погашенных избирательных бюллетеней	3827	317	348	479	367	374	210	213	231	53	55	122	434	427	146	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	845	104	17	36	22	73	74	74	33	36	25	65	118	92	56	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5656	579	635	485	609	553	409	312	336	151	140	183	446	481	238	99					
9	Число недействительных избирательных бюллетеней	113	6	13	12	15	17	7	3	6	2	0	3	8	15	3	3					
10	Число действительных избирательных бюллетеней	6388	677	639	509	616	609	476	383	363	185	165	245	556	558	291	116					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	169	24	13	12	11	9	14	13	13	5	5	5	15	17	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	169	24	13	12	11	9	14	13	13	5	5	5	15	17	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	91	4	6	11	15	5	9	7	1	8	10	2	4	4	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	1	2	2	0	3	1	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2032	240	259	170	212	223	118	123	123	42	45	47	161	182	62	25					
		31.26%	35.14%	39.72%	32.63%	33.60%	35.62%	24.43%	31.87%	33.33%	22.46%	27.27%	18.95%	28.55%	31.76%	21.09%	21.01%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	736	96	74	53	79	66	49	40	33	16	14	42	76	42	40	16					
		11.32%	14.06%	11.35%	10.17%	12.52%	10.54%	10.14%	10.36%	8.94%	8.56%	8.48%	16.94%	13.48%	7.33%	13.61%	13.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	68	13	3	4	12	4	9	4	2	1	0	2	5	3	5	1					
		1.05%	1.90%	0.46%	0.77%	1.90%	0.64%	1.86%	1.04%	0.54%	0.53%	0.00%	0.81%	0.89%	0.52%	1.70%	0.84%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1065	98	130	98	108	108	89	73	47	24	26	21	87	77	70	9					
		16.38%	14.35%	19.94%	18.81%	17.12%	17.25%	18.43%	18.91%	12.74%	12.83%	15.76%	8.47%	15.43%	13.44%	23.81%	7.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	94	7	7	5	9	11	8	7	6	3	2	7	6	5	5	6					
		1.45%	1.02%	1.07%	0.96%	1.43%	1.76%	1.66%	1.81%	1.63%	1.60%	1.21%	2.82%	1.06%	0.87%	1.70%	5.04%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2371	223	164	179	193	192	201	134	152	97	78	126	219	247	107	59					
		36.47%	32.65%	25.15%	34.36%	30.59%	30.67%	41.61%	34.72%	41.19%	51.87%	47.27%	50.81%	38.83%	43.11%	36.39%	49.58%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	22	0	2	0	3	5	2	2	0	2	0	0	2	2	2	0					
		0.34%	0.00%	0.31%	0.00%	0.48%	0.80%	0.41%	0.52%	0.00%	1.07%	0.00%	0.00%	0.35%	0.35%	0.68%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
