Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Парфинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383					
1	"Число избирателей, внесенных в списки избирателей"	11802	1236	1226	1161	1142	1116	272	257	704	691	800	1062	1097	398	453	187					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10750	1100	1100	1100	1100	1100	250	250	650	650	800	800	800	400	450	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7212	736	719	655	678	690	200	178	464	416	504	641	679	242	291	119					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	828	70	41	49	31	18	32	36	50	23	98	128	79	75	66	32					
6	Число погашенных избирательных бюллетеней	2710	294	340	396	391	392	18	36	136	211	198	31	42	83	93	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	828	70	41	49	31	18	32	36	50	23	98	128	79	75	66	32					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7115	736	719	655	678	690	200	178	464	416	407	641	679	242	291	119					
9	Число недействительных избирательных бюллетеней	55	7	2	9	3	6	0	0	3	5	11	1	5	0	3	0					
10	Число действительных избирательных бюллетеней	7888	799	758	695	706	702	232	214	511	434	494	768	753	317	354	151					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	198	15	10	5	8	10	10	10	15	15	15	26	24	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	132	8	5	4	8	9	4	0	9	9	11	26	24	0	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	61	1	2	7	6	2	4	7	3	5	4	2	9	4	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	66	7	5	1	0	1	6	10	6	6	4	0	0	10	0	10					
