Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Родионово-Несветайская районная																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2528	УИК №2529					
1	"Число избирателей, внесенных в списки избирателей"	18156	934	465	980	206	276	677	635	171	848	773	1558	167	578	614	579	986	1161	622	1723	2229	1376	598					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16180	840	420	890	180	240	600	570	160	780	700	1400	150	520	550	500	860	1060	560	1500	2000	1170	530					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9844	482	239	488	109	145	391	469	126	482	498	724	92	285	365	336	523	671	316	936	1194	679	294					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1083	61	45	75	32	66	20	7	9	74	34	65	21	32	18	36	134	59	71	53	54	82	35					
6	Число погашенных избирательных бюллетеней	5253	297	136	327	39	29	189	94	25	224	168	611	37	203	167	128	203	330	173	511	752	409	201					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1083	61	45	75	32	66	20	7	9	74	34	65	21	32	18	36	134	59	71	53	54	82	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9844	482	239	488	109	145	391	469	126	482	498	724	92	285	365	336	523	671	316	936	1194	679	294					
9	Число недействительных избирательных бюллетеней	68	7	1	9	0	0	2	2	0	1	4	6	2	1	4	3	3	4	0	2	10	7	0					
10	Число действительных избирательных бюллетеней	10859	536	283	554	141	211	409	474	135	555	528	783	111	316	379	369	654	726	387	987	1238	754	329					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	660	30	20	30	20	20	30	20	20	30	30	50	20	30	20	20	30	50	20	50	50	50	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	165	3	5	9	0	5	14	4	1	9	3	12	0	7	9	3	7	12	2	17	25	16	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	109	7	3	4	0	1	1	2	0	0	4	4	5	2	3	6	14	2	7	29	9	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	495	27	15	21	20	15	16	16	19	21	27	38	20	23	11	17	23	38	18	33	25	34	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
