Выборы Президента Российской Федерации																																																											
Дата голосования: 02.03.2008																																																											
																																																											
"Наименование Избирательной комиссии:    Волгоград, Тракторозаводская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
	Число участковых избирательных комиссий	52																																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	52																																																									
																																																											
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557					
1	"Число избирателей, включенных в списки избирателей"	105034	2136	2308	2528	2498	2688	2447	1799	1930	1827	2303	2240	2404	2079	2585	2480	2553	2282	1625	2638	2828	2480	2388	1188	1360	1960	2036	1752	2456	1826	1819	2486	1709	2487	2614	2389	1552	1540	1686	1734	1768	2199	1450	1296	1745	1686	1679	2029	1936	2003	937	1826	840					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	101600	2000	2200	2500	2500	2500	2500	1600	1800	1800	2300	2200	2200	2000	2500	2500	2400	2000	1500	2500	2500	2500	2400	1100	1300	2000	2000	1700	2500	1800	1800	2500	1700	2500	2400	2300	1500	1400	1600	1700	1700	2200	1400	1300	1700	1600	1700	1800	1800	1800	800	1800	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	54757	939	1382	1248	1357	1591	1462	940	1113	1081	1462	1252	1298	1131	1393	1331	1333	1156	827	1588	1423	1417	1344	590	543	797	1128	849	1402	888	940	1393	928	1331	1198	1247	772	710	862	805	809	1025	700	599	863	795	884	883	873	764	422	1008	681					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2524	81	22	19	37	61	71	32	49	46	47	25	35	51	63	52	30	39	44	48	61	39	41	23	45	50	34	68	51	35	24	37	34	33	140	62	78	37	13	41	34	64	38	37	22	33	29	63	95	97	26	31	157					
6	Число погашенных избирательных бюллетеней	44316	980	796	1233	1106	848	967	628	638	673	791	923	867	818	1044	1117	1037	805	629	864	1016	1044	1015	487	712	1153	838	783	1047	877	836	1068	738	1136	1062	991	650	653	724	854	857	1111	662	664	815	772	787	854	832	939	352	761	462					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2523	81	22	19	37	61	71	32	49	46	47	25	35	51	63	52	30	39	44	48	61	39	41	23	45	50	34	68	51	35	24	37	34	33	140	62	78	36	13	41	34	64	38	37	22	33	29	63	95	97	26	31	157					
8	Число бюллетеней в стационарных ящиках для голосования	54559	939	1382	1248	1357	1591	1462	940	1111	1078	1462	1252	1298	1131	1393	1327	1328	1154	827	1588	1423	1416	1341	590	543	797	1128	849	1402	888	940	1390	928	1331	1192	1185	769	608	861	804	809	1025	700	599	863	795	884	883	873	764	422	1008	681					
9	Число недействительных избирательных бюллетеней	747	15	21	14	19	18	25	17	16	18	17	12	17	20	16	23	19	18	8	19	22	19	25	11	10	9	19	12	20	9	16	12	16	14	15	11	3	10	16	12	8	13	8	9	15	15	15	14	10	7	9	6	5					
10	Число действительных избирательных бюллетеней	56335	1005	1383	1253	1375	1634	1508	955	1144	1106	1492	1265	1316	1162	1440	1356	1339	1175	863	1617	1462	1436	1357	602	578	838	1143	905	1433	914	948	1415	946	1350	1317	1236	844	634	858	833	835	1076	730	627	870	813	898	932	958	854	439	1033	833					
11	Число полученных открепительных  удостоверений	1240	35	120	20	20	20	30	20	20	20	30	20	20	20	20	30	20	20	20	25	30	20	30	15	15	20	20	20	20	20	20	35	20	35	20	30	20	20	30	20	20	20	20	20	20	20	20	30	15	15	10	25	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	861	16	108	13	16	20	21	18	7	13	22	13	12	15	7	21	10	17	16	25	25	12	22	5	8	11	13	14	19	10	13	26	14	27	20	18	4	11	25	15	15	13	18	13	12	7	17	22	8	8	5	16	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	814	20	12	17	22	10	6	10	15	14	23	5	22	8	19	35	18	14	16	19	18	12	14	11	14	14	8	17	20	16	12	14	18	23	18	20	21	10	22	15	30	18	15	12	25	14	12	17	6	1	17	11	14					
14	Число неиспользованных открепительных удостоверений	379	19	12	7	4	0	9	2	13	7	8	7	8	5	13	9	10	3	4	0	5	8	8	10	7	9	7	6	1	10	7	9	6	8	0	12	16	9	5	5	5	7	2	7	8	13	3	8	7	7	5	9	10					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	56	1	2	0	0	0	1	1	3	0	3	1	2	2	0	1	0	0	1	1	1	1	1	2	2	1	0	2	0	1	0	2	0	0	0	4	0	0	1	2	2	0	1	0	0	0	4	2	1	4	0	1	2					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	Богданов Андрей Владимирович	667	10	20	20	16	22	20	14	11	10	16	20	17	11	17	21	14	20	9	15	16	25	12	2	5	9	18	9	21	16	13	12	12	11	11	17	14	11	10	8	13	15	12	5	13	6	7	10	10	8	2	8	3					
		1.17%	0.98%	1.42%	1.58%	1.15%	1.33%	1.30%	1.44%	0.95%	0.89%	1.06%	1.57%	1.28%	0.93%	1.17%	1.52%	1.03%	1.68%	1.03%	0.92%	1.08%	1.72%	0.87%	0.33%	0.85%	1.06%	1.55%	0.98%	1.45%	1.73%	1.35%	0.84%	1.25%	0.81%	0.83%	1.36%	1.65%	1.71%	1.14%	0.95%	1.54%	1.38%	1.63%	0.79%	1.47%	0.72%	0.77%	1.06%	1.03%	0.93%	0.45%	0.77%	0.36%					
19	Жириновский Владимир Вольфович	7203	110	286	206	125	182	183	122	144	175	172	176	164	137	163	167	163	136	95	216	163	156	173	67	92	132	137	91	186	127	127	158	128	163	179	129	92	96	116	95	103	167	109	73	125	114	116	132	122	112	71	118	112					
		12.62%	10.78%	20.37%	16.26%	8.97%	11.02%	11.94%	12.55%	12.41%	15.57%	11.40%	13.78%	12.30%	11.59%	11.20%	12.11%	12.00%	11.40%	10.91%	13.20%	10.98%	10.72%	12.52%	10.93%	15.65%	15.58%	11.79%	9.92%	12.80%	13.76%	13.17%	11.07%	13.31%	11.95%	13.44%	10.34%	10.86%	14.91%	13.27%	11.24%	12.22%	15.34%	14.77%	11.48%	14.12%	13.77%	12.71%	13.95%	12.60%	13.01%	15.85%	11.36%	13.37%					
20	Зюганов Геннадий Андреевич	13210	238	187	265	369	408	384	203	336	261	372	272	292	299	375	287	292	363	238	382	341	372	313	126	113	196	254	218	350	182	216	356	233	325	361	303	219	161	188	211	190	255	158	151	188	153	229	211	205	214	74	174	147					
		23.14%	23.33%	13.32%	20.92%	26.47%	24.70%	25.05%	20.88%	28.97%	23.22%	24.65%	21.30%	21.91%	25.30%	25.76%	20.81%	21.50%	30.43%	27.32%	23.35%	22.98%	25.57%	22.65%	20.55%	19.22%	23.14%	21.86%	23.77%	24.09%	19.72%	22.41%	24.95%	24.22%	23.83%	27.10%	24.30%	25.86%	25.00%	21.51%	24.97%	22.54%	23.42%	21.41%	23.74%	21.24%	18.48%	25.08%	22.30%	21.18%	24.85%	16.52%	16.75%	17.54%					
21	Медведев Дмитрий Анатольевич	35255	647	890	762	865	1022	921	616	653	660	932	797	843	715	885	881	870	656	521	1004	942	883	859	407	368	501	734	587	876	589	592	889	573	851	766	787	519	366	544	519	529	639	451	398	544	540	546	579	621	520	292	733	571					
		61.76%	63.43%	63.39%	60.14%	62.05%	61.86%	60.08%	63.37%	56.29%	58.72%	61.76%	62.41%	63.24%	60.49%	60.78%	63.89%	64.06%	54.99%	59.82%	61.37%	63.48%	60.69%	62.16%	66.39%	62.59%	59.15%	63.17%	64.01%	60.29%	63.81%	61.41%	62.30%	59.56%	62.39%	57.51%	63.11%	61.28%	56.83%	62.24%	61.42%	62.75%	58.68%	61.11%	62.58%	61.47%	65.22%	59.80%	61.21%	64.15%	60.39%	65.18%	70.55%	68.14%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
