Выборы Президента Российской Федерации																																																														
Дата голосования: 04.03.2012																																																														
																																																														
Наименование Избирательной комиссии:    Волгоград, Тракторозаводская																																																														
																																																														
Сводная таблица итогов голосования																																																														
																																																														
	Число участковых избирательных комиссий	51																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	51																																																												
																																																														
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951									
1	Число избирателей, включенных в список избирателей	105463	2443	1921	2572	2334	2521	2433	1430	2265	2056	1943	2158	2161	2033	2507	2411	2479	2044	1536	2775	2786	2460	2926	1150	1393	2004	1987	1743	2440	1615	2058	2230	2019	2520	2663	2573	1543	1600	1663	1728	1708	2635	1417	2162	2035	2264	1903	2270	1738	916	1911	1381									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	100800	2000	1800	2500	2400	2500	2400	1400	2000	2000	1900	2000	2000	2000	2500	2400	2500	2000	1500	2800	2800	2500	2800	1000	1000	2000	2000	1700	2400	1500	2000	2000	2000	2500	2400	2300	1500	1500	1700	1600	1600	2000	1400	2000	2000	2300	1800	2000	1700	900	1900	1400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	57320	1147	1087	1425	1424	1468	1363	710	1249	1289	1208	1282	1392	1192	1373	1407	1420	1231	888	1722	2134	1516	1771	579	471	827	1046	896	1301	759	1032	1270	1047	1521	1133	1198	795	798	861	908	870	1120	693	969	986	1271	1216	1176	819	376	1047	637									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3407	189	22	27	31	47	73	34	64	71	38	53	33	66	54	49	30	44	30	44	40	41	44	18	116	31	91	70	46	80	34	51	30	112	296	261	82	26	30	27	25	300	26	100	35	25	35	68	60	15	24	169									
6	Число погашенных избирательных бюллетеней	40073	664	691	1048	945	985	964	656	687	640	654	665	575	742	1073	944	1050	725	582	1034	626	943	985	403	413	1142	863	734	1053	661	934	679	923	867	971	841	623	676	809	665	705	580	681	931	979	1004	549	756	821	509	829	594									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3407	189	22	27	31	47	73	34	64	71	38	53	33	66	54	49	30	44	30	44	40	41	44	18	116	31	91	70	46	80	34	51	30	112	296	261	82	26	30	27	25	300	26	100	35	25	35	68	60	15	24	169									
8	Число бюллетеней в стационарных ящиках для голосования	57307	1147	1087	1425	1424	1468	1363	710	1249	1289	1208	1281	1392	1192	1373	1407	1420	1230	888	1722	2134	1516	1771	579	471	827	1046	896	1301	759	1032	1270	1047	1521	1133	1198	795	798	861	907	870	1120	693	969	986	1271	1216	1176	819	376	1047	627									
9	Число недействительных избирательных бюллетеней	758	19	16	21	12	16	31	10	13	13	16	13	19	29	12	19	16	16	17	29	14	17	17	7	3	13	11	8	6	4	9	10	13	17	12	48	16	36	10	8	13	21	8	15	16	11	14	6	12	5	15	6									
10	Число действительных избирательных бюллетеней	59956	1317	1093	1431	1443	1499	1405	734	1300	1347	1230	1321	1406	1229	1415	1437	1434	1258	901	1737	2160	1540	1798	590	584	845	1126	958	1341	835	1057	1311	1064	1616	1417	1411	861	788	881	926	882	1399	711	1054	1005	1285	1237	1238	867	386	1056	790									
11	Число полученных открепительных  удостоверений	2442	50	60	45	55	55	45	50	50	45	65	55	45	50	55	53	50	40	40	60	70	50	55	40	25	40	55	40	40	40	43	40	43	70	55	55	40	43	43	50	50	55	40	55	45	77	40	30	40	20	45	40									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2382	48	60	45	53	55	45	50	49	45	65	53	45	48	54	52	49	40	39	60	68	50	55	27	23	36	51	40	40	37	43	40	43	65	55	55	38	42	41	47	50	55	40	55	45	77	40	30	35	20	45	39									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1901	47	26	22	56	46	32	20	28	145	21	16	65	17	16	41	30	29	23	29	30	34	69	15	19	24	19	33	54	19	24	58	28	15	47	46	16	24	29	93	57	78	19	64	19	26	97	14	15	12	48	47									
14	Число неиспользованных открепительных удостоверений	60	2	0	0	2	0	0	0	1	0	0	2	0	2	1	1	1	0	1	0	2	0	0	13	2	4	4	0	0	3	0	0	0	5	0	0	2	1	2	3	0	0	0	0	0	0	0	0	5	0	0	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	58	1	0	1	2	4	3	0	3	0	2	0	2	2	1	1	2	1	0	3	1	1	0	1	2	0	2	0	1	0	2	0	1	2	1	2	0	0	0	0	3	1	0	3	1	1	0	0	0	1	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	Жириновский Владимир Вольфович	5362	123	127	135	98	149	138	60	130	116	100	117	101	95	130	143	109	108	80	145	112	144	152	49	51	97	82	77	108	105	106	111	117	121	137	109	65	72	83	72	90	155	62	105	95	133	107	94	92	54	94	107									
		8.83%	9.21%	11.45%	9.30%	6.74%	9.83%	9.61%	8.06%	9.90%	8.53%	8.03%	8.77%	7.09%	7.55%	9.11%	9.82%	7.52%	8.48%	8.71%	8.21%	5.15%	9.25%	8.37%	8.21%	8.69%	11.31%	7.21%	7.97%	8.02%	12.51%	9.94%	8.40%	10.86%	7.41%	9.59%	7.47%	7.41%	8.74%	9.32%	7.71%	10.06%	10.92%	8.62%	9.82%	9.30%	10.26%	8.55%	7.56%	10.47%	13.81%	8.78%	13.44%									
