Выборы Президента Российской Федерации																																															
																																															
"Наименование Избирательной комиссии:    Кемерово, Центральная"																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338					
1	"Число избирателей, внесенных в список"	74681	944	1851	1789	2005	1940	1666	2107	1936	2319	1672	1992	1599	1823	1917	1519	2337	1975	2064	1563	1768	1822	1448	1796	2686	2737	2162	2011	1614	2420	2148	2324	536	430	2087	1728	2454	1940	1574	2220	1758					
2	Число полученных избирательных бюллетеней	76052	1000	1900	1770	1900	1800	1800	1900	1900	2500	1700	1990	1700	1900	1960	1500	2487	2300	2000	1682	1760	1830	1550	2190	2500	2760	2100	2000	1836	2300	1945	2377	540	430	2000	1700	2485	1990	1750	2300	2020					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	45447	624	1034	1230	1127	972	1149	1310	1302	1564	860	1108	1039	1205	1049	914	1467	1245	909	701	946	779	899	1108	1795	1402	1091	1494	1084	1362	1253	1383	536	430	1228	1155	1512	1299	1037	1649	1196					
5	"Число избирательных бюллетеней, выданных вне помещения"	3282	131	89	61	61	117	65	205	34	36	79	39	73	53	47	56	193	126	125	165	44	60	100	311	88	63	49	85	78	40	36	24	0	0	69	75	84	81	65	105	70					
6	Число погашенных избирательных бюллетеней	27323	245	777	479	712	711	586	385	564	900	761	843	588	642	864	530	827	929	966	816	770	991	551	771	617	1295	960	421	674	898	656	970	4	0	703	470	889	610	648	546	754					
7	Число избирательных бюллетеней в переносных ящиках	3282	131	89	61	61	117	65	205	34	36	79	39	73	53	47	56	193	126	125	165	44	60	100	311	88	63	49	85	78	40	36	24	0	0	69	75	84	81	65	105	70					
8	Число бюллетеней в стационарных ящиках для голосования	45419	622	1034	1230	1123	971	1149	1308	1299	1563	860	1106	1039	1203	1049	914	1467	1245	909	701	945	779	899	1108	1795	1401	1091	1494	1084	1356	1253	1383	534	430	1228	1154	1512	1299	1037	1649	1196					
9	Число недействительных избирательных бюллетеней	333	2	0	4	5	7	11	6	3	10	5	8	9	9	20	1	8	8	9	7	8	5	11	5	12	11	11	15	9	12	16	11	12	4	4	9	8	8	10	4	16					
10	Число действительных избирательных бюллетеней	48368	751	1123	1287	1179	1081	1203	1507	1330	1589	934	1137	1103	1247	1076	969	1652	1363	1025	859	981	834	988	1414	1871	1453	1129	1564	1153	1384	1273	1396	522	426	1293	1220	1588	1372	1092	1750	1250					
11	Число полученных открепительных  удостоверений	1693	35	30	40	40	55	35	203	60	50	25	35	30	35	35	30	60	40	30	25	40	30	25	55	30	40	35	65	30	45	45	50	0	0	50	50	50	35	35	50	40					
12	Число выданных открепительных удостоверений	1398	35	30	40	20	43	28	196	47	33	25	26	18	25	35	20	56	29	19	25	30	21	20	49	30	36	24	55	25	36	43	35	0	0	28	41	43	31	29	42	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1007	43	20	17	31	15	39	15	46	21	9	17	28	12	17	12	15	17	11	14	13	29	23	33	20	20	28	28	17	23	23	53	54	20	27	75	21	25	51	16	9					
14	Число неиспользованных открепительных удостоверений	295	0	0	0	20	12	7	7	13	17	0	9	12	10	0	10	4	11	11	0	10	9	5	6	0	4	11	10	5	9	2	15	0	0	22	9	7	4	6	8	10					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																															
18	. Глазьев Сергей Юрьевич	2958	48	77	67	67	53	82	59	97	150	61	91	65	77	56	62	71	83	51	75	47	33	47	55	105	80	49	71	60	139	86	124	27	17	95	101	100	96	74	81	79					
		6.07%	6.37%	6.86%	5.19%	5.66%	4.87%	6.75%	3.90%	7.28%	9.38%	6.50%	7.95%	5.85%	6.13%	5.11%	6.39%	4.28%	6.05%	4.93%	8.66%	4.75%	3.93%	4.70%	3.88%	5.58%	5.46%	4.30%	4.50%	5.16%	9.96%	6.67%	8.81%	5.06%	3.95%	7.32%	8.22%	6.27%	6.96%	6.72%	4.62%	6.24%					
19	. Малышкин Олег Александрович	1025	8	24	27	22	25	19	32	28	28	26	23	25	32	31	23	34	26	40	21	13	23	34	50	56	34	20	37	23	27	25	44	16	9	17	12	26	6	13	23	23					
		2.10%	1.06%	2.14%	2.09%	1.86%	2.30%	1.57%	2.12%	2.10%	1.75%	2.77%	2.01%	2.25%	2.55%	2.83%	2.37%	2.05%	1.90%	3.87%	2.42%	1.31%	2.74%	3.40%	3.52%	2.97%	2.32%	1.75%	2.34%	1.98%	1.93%	1.94%	3.13%	3.00%	2.09%	1.31%	0.98%	1.63%	0.43%	1.18%	1.31%	1.82%					
20	. Миронов Сергей Михайлович	721	8	19	23	17	27	12	34	19	20	14	23	20	31	19	17	12	26	12	10	19	9	22	5	39	33	16	13	16	14	29	13	3	3	10	23	21	23	18	15	14					
		1.48%	1.06%	1.69%	1.78%	1.44%	2.48%	0.99%	2.25%	1.43%	1.25%	1.49%	2.01%	1.80%	2.47%	1.73%	1.75%	0.72%	1.90%	1.16%	1.15%	1.92%	1.07%	2.20%	0.35%	2.07%	2.25%	1.40%	0.82%	1.38%	1.00%	2.25%	0.92%	0.56%	0.70%	0.77%	1.87%	1.32%	1.67%	1.63%	0.86%	1.11%					
21	. Путин Владимир Владимирович	30219	494	724	653	736	639	719	1030	766	892	581	688	706	781	680	591	1164	850	646	545	631	581	641	1007	1204	898	710	1079	747	787	785	833	346	294	771	745	903	760	655	1208	749					
		62.05%	65.60%	64.47%	50.58%	62.16%	58.73%	59.23%	68.08%	57.46%	55.78%	61.87%	60.09%	63.49%	62.18%	62.04%	60.93%	70.12%	62.00%	62.48%	62.93%	63.80%	69.25%	64.16%	70.97%	63.94%	61.34%	62.28%	68.33%	64.29%	56.38%	60.90%	59.20%	64.79%	68.37%	59.44%	60.62%	56.58%	55.07%	59.44%	68.87%	59.16%					
22	. Хакамада Ирина Муцуовна	3729	42	94	85	92	94	92	93	146	144	75	89	90	82	78	73	112	106	46	67	67	52	64	81	108	99	69	88	62	112	107	121	14	21	154	125	177	176	99	117	116					
		7.66%	5.58%	8.37%	6.58%	7.77%	8.64%	7.58%	6.15%	10.95%	9.01%	7.99%	7.77%	8.09%	6.53%	7.12%	7.53%	6.75%	7.73%	4.45%	7.74%	6.77%	6.20%	6.41%	5.71%	5.74%	6.76%	6.05%	5.57%	5.34%	8.02%	8.30%	8.60%	2.62%	4.88%	11.87%	10.17%	11.09%	12.75%	8.98%	6.67%	9.16%					
23	. Харитонов Николай Михайлович	7331	122	136	204	192	172	206	151	202	273	144	177	142	189	165	162	190	207	183	111	171	98	130	160	271	236	208	211	201	241	163	187	89	58	188	188	277	242	218	242	224					
		15.05%	16.20%	12.11%	15.80%	16.22%	15.81%	16.97%	9.98%	15.15%	17.07%	15.34%	15.46%	12.77%	15.05%	15.05%	16.70%	11.45%	15.10%	17.70%	12.82%	17.29%	11.68%	13.01%	11.28%	14.39%	16.12%	18.25%	13.36%	17.30%	17.26%	12.65%	13.29%	16.67%	13.49%	14.49%	15.30%	17.36%	17.54%	19.78%	13.80%	17.69%					
																																															
24	Против всех	2385	29	49	228	53	71	73	108	72	82	33	46	55	55	47	41	69	65	47	30	33	38	50	56	88	73	57	65	44	64	78	74	27	24	58	26	84	69	15	64	45					
		4.90%	3.85%	4.36%	17.66%	4.48%	6.53%	6.01%	7.14%	5.40%	5.13%	3.51%	4.02%	4.95%	4.38%	4.29%	4.23%	4.16%	4.74%	4.55%	3.46%	3.34%	4.53%	5.01%	3.95%	4.67%	4.99%	5.00%	4.12%	3.79%	4.58%	6.05%	5.26%	5.06%	5.58%	4.47%	2.12%	5.26%	5.00%	1.36%	3.65%	3.55%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
