Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
"Наименование Избирательной комиссии:    Кемерово, Центральная"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331					
1	"Число избирателей, включенных в списки избирателей"	78126	1944	1331	2232	1808	1907	1349	1989	2262	1787	1848	2073	1677	1368	1768	2400	2428	1518	1699	1771	2340	2109	1554	2214	2210	2319	2080	1961	1710	1997	2259	2385	2626	2263	2300	2253	2344	2785	2414	600	244					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70800	1650	1200	2050	1650	1700	1200	1800	1950	1600	1650	1850	1500	1200	1450	2500	2200	1350	1550	1600	2200	1950	1400	2050	2000	2050	1900	1800	1500	1800	1950	2150	2400	2050	2100	2050	2150	2550	2200	600	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	57529	1269	833	1767	1183	1345	931	1398	1776	1453	1347	1220	1028	985	992	1992	2040	965	1431	1302	1737	1524	1097	1760	1563	1716	1520	1322	1298	1411	1727	1805	1887	1561	2027	1588	1840	2209	1836	600	244					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2938	86	59	124	64	73	60	129	105	40	43	75	67	41	228	40	24	42	63	51	65	65	47	52	155	130	80	64	71	144	77	95	52	72	37	140	60	86	32	0	0					
6	Число погашенных избирательных бюллетеней	10333	295	308	159	403	282	209	273	69	107	260	555	405	174	230	468	136	343	56	247	398	361	256	238	282	204	300	414	131	245	146	250	461	417	36	322	250	255	332	0	56					
