Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Пестовская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16538	282	254	384	493	162	416	227	134	354	149	543	118	197	193	248	143	1572	1544	1004	1301	1426	1379	747	1407	1861									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16660	290	260	390	490	170	440	230	130	360	160	540	120	210	190	250	140	1580	1560	1000	1320	1440	1380	750	1400	1860									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5599	118	115	139	189	64	144	108	57	200	72	199	20	104	109	107	72	392	610	254	402	425	424	183	415	677									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	865	41	47	80	75	25	63	21	7	18	8	26	49	12	15	35	25	37	26	69	60	33	16	16	28	33									
6	Число погашенных избирательных бюллетеней	10196	131	98	171	226	81	233	101	66	142	80	315	51	94	66	108	43	1151	924	677	858	982	940	551	957	1150									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	865	41	47	80	75	25	63	21	7	18	8	26	49	12	15	35	25	37	26	69	60	33	16	16	28	33									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5599	118	115	139	189	64	144	108	57	200	72	199	20	104	109	107	72	392	610	254	402	425	424	183	415	677									
9	Число недействительных избирательных бюллетеней	146	5	5	7	11	0	6	1	3	4	1	2	1	0	3	5	0	15	14	5	11	9	13	3	8	14									
10	Число действительных избирательных бюллетеней	6318	154	157	212	253	89	201	128	61	214	79	223	68	116	121	137	97	414	622	318	451	449	427	196	435	696									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	329	10	15	18	10	9	20	25	10	25	13	10	5	23	10	8	5	12	15	13	13	10	8	9	9	24									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	149	10	8	14	0	5	20	10	5	11	12	0	0	14	0	5	2	8	5	3	4	1	6	2	0	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	73	2	2	3	2	2	1	3	5	3	1	1	0	3	2	3	2	5	2	2	7	5	6	0	7	4									
14	Число погашенных неиспользованных открепительных удостоверений	180	0	7	4	10	4	0	15	5	14	1	10	5	9	10	3	3	4	10	10	9	9	2	7	9	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	1	0	0	0	0	2	2	0	2	0	0	0	0	5	2	2	0	2	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	93	2	4	4	6	1	2	1	3	6	0	1	0	4	2	0	1	1	8	7	2	5	12	5	10	6									
		1.44%	1.26%	2.47%	1.83%	2.27%	1.12%	0.97%	0.78%	4.69%	2.75%	0.00%	0.44%	0.00%	3.45%	1.61%	0.00%	1.03%	0.23%	1.26%	2.17%	0.43%	1.09%	2.73%	2.51%	2.26%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	177	4	7	5	8	3	9	3	4	7	1	3	1	5	5	0	1	12	15	7	18	13	9	6	15	16									
		2.74%	2.52%	4.32%	2.28%	3.03%	3.37%	4.35%	2.33%	6.25%	3.21%	1.25%	1.33%	1.45%	4.31%	4.03%	0.00%	1.03%	2.80%	2.36%	2.17%	3.90%	2.84%	2.05%	3.02%	3.39%	2.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	162	1	3	6	2	1	4	3	0	3	4	5	3	3	5	5	0	20	26	5	12	9	8	12	10	12									
		2.51%	0.63%	1.85%	2.74%	0.76%	1.12%	1.93%	2.33%	0.00%	1.38%	5.00%	2.22%	4.35%	2.59%	4.03%	3.52%	0.00%	4.66%	4.09%	1.55%	2.60%	1.97%	1.82%	6.03%	2.26%	1.69%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2705	61	83	111	131	47	101	66	39	106	27	113	50	51	53	75	56	151	227	133	187	179	171	72	165	250									
		41.85%	38.36%	51.23%	50.68%	49.62%	52.81%	48.79%	51.16%	60.94%	48.62%	33.75%	50.22%	72.46%	43.97%	42.74%	52.82%	57.73%	35.20%	35.69%	41.18%	40.48%	39.08%	38.86%	36.18%	37.25%	35.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	0	1	1	3	1	2	0	0	1	0	0	0	1	0	0	0	6	7	2	6	1	8	2	3	3									
		0.74%	0.00%	0.62%	0.46%	1.14%	1.12%	0.97%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	1.40%	1.10%	0.62%	1.30%	0.22%	1.82%	1.01%	0.68%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	2	2	0	1	0	1	0	0	0	0	1	1	0	1	1	1	2	0	0	1	1	3	0									
		0.28%	0.00%	0.00%	0.91%	0.76%	0.00%	0.48%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.86%	0.81%	0.00%	1.03%	0.23%	0.16%	0.62%	0.00%	0.00%	0.23%	0.50%	0.68%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1318	38	25	35	51	20	52	22	11	43	25	42	6	24	26	31	16	113	107	72	90	112	96	36	86	139									
		20.39%	23.90%	15.43%	15.98%	19.32%	22.47%	25.12%	17.05%	17.19%	19.72%	31.25%	18.67%	8.70%	20.69%	20.97%	21.83%	16.49%	26.34%	16.82%	22.29%	19.48%	24.45%	21.82%	18.09%	19.41%	19.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	2	0	1	1	0	1	0	0	0	0	0	0	1	2	0	0	2	2	4	4	0	4	0	0	5									
		0.45%	1.26%	0.00%	0.46%	0.38%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	1.61%	0.00%	0.00%	0.47%	0.31%	1.24%	0.87%	0.00%	0.91%	0.00%	0.00%	0.70%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	89	4	2	2	2	0	0	0	0	3	0	3	0	2	0	3	0	11	14	5	6	5	5	4	5	13									
		1.38%	2.52%	1.23%	0.91%	0.76%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	1.33%	0.00%	1.72%	0.00%	2.11%	0.00%	2.56%	2.20%	1.55%	1.30%	1.09%	1.14%	2.01%	1.13%	1.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	0	0	2	1	1	0	0	0	0	1	0	1	0	0	1	2	0	0	2	0	2	0	0	1									
		0.23%	0.63%	0.00%	0.00%	0.76%	1.12%	0.48%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.86%	0.00%	0.00%	1.03%	0.47%	0.00%	0.00%	0.43%	0.00%	0.45%	0.00%	0.00%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	1	0	1	0	1	3	1	1	2	0	4	1	0	2	2	1	1	7	9	9	6	5	3	4	13									
		1.19%	0.63%	0.00%	0.46%	0.00%	1.12%	1.45%	0.78%	1.56%	0.92%	0.00%	1.78%	1.45%	0.00%	1.61%	1.41%	1.03%	0.23%	1.10%	2.79%	1.95%	1.31%	1.14%	1.51%	0.90%	1.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1058	30	25	31	39	12	18	26	2	31	19	35	6	19	20	15	13	63	105	51	77	79	65	35	96	146									
		16.37%	18.87%	15.43%	14.16%	14.77%	13.48%	8.70%	20.16%	3.13%	14.22%	23.75%	15.56%	8.70%	16.38%	16.13%	10.56%	13.40%	14.69%	16.51%	15.79%	16.67%	17.25%	14.77%	17.59%	21.67%	20.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	3	1	2	3	1	1	0	0	0	1	1	0	0	0	0	1	1	3	1	1	3	0	0	1	4									
		0.43%	1.89%	0.62%	0.91%	1.14%	1.12%	0.48%	0.00%	0.00%	0.00%	1.25%	0.44%	0.00%	0.00%	0.00%	0.00%	1.03%	0.23%	0.47%	0.31%	0.22%	0.66%	0.00%	0.00%	0.23%	0.56%									
