Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Егорьевская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в списки избирателей"	11676	333	191	700	521	1062	501	2199	2705	669	259	1608	928					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11240	330	180	660	500	1000	410	2050	2670	680	250	1570	940					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6339	240	132	412	306	543	287	1048	1533	408	175	705	550					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	755	22	6	65	45	112	54	110	86	25	36	137	57					
6	Число погашенных избирательных бюллетеней	4146	68	42	183	149	345	69	892	1051	247	39	728	333					
7	Число избирательных бюллетеней в переносных ящиках для голосования	755	22	6	65	45	112	54	110	86	25	36	137	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6337	240	132	412	306	543	287	1047	1533	408	175	705	549					
9	Число недействительных избирательных бюллетеней	73	3	0	3	2	6	8	18	16	6	3	4	4					
10	Число действительных избирательных бюллетеней	7019	259	138	474	349	649	333	1139	1603	427	208	838	602					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	90	5	3	5	5	8	4	10	17	6	5	15	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	39	1	1	2	1	6	2	6	13	1	0	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	34	3	5	0	1	2	3	9	4	2	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	51	4	2	3	4	2	2	4	4	5	5	12	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	347	10	8	21	15	35	6	26	83	25	4	33	81					
		4.89%	3.82%	5.80%	4.40%	4.27%	5.34%	1.76%	2.25%	5.13%	5.77%	1.90%	3.92%	13.37%					
19	2.Всероссийская политическая партия «Гражданская Сила»	16	0	0	1	1	1	0	3	6	1	0	2	1					
		0.23%	0.00%	0.00%	0.21%	0.28%	0.15%	0.00%	0.26%	0.37%	0.23%	0.00%	0.24%	0.17%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	1	4	0	0	1	1					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.25%	0.00%	0.00%	0.12%	0.17%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1368	46	32	149	69	113	51	199	260	103	39	159	148					
		19.29%	17.56%	23.19%	31.24%	19.66%	17.25%	14.96%	17.20%	16.06%	23.79%	18.48%	18.88%	24.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	11	1	0	1	0	0	1	2	2	2	0	0	2					
		0.16%	0.38%	0.00%	0.21%	0.00%	0.00%	0.29%	0.17%	0.12%	0.46%	0.00%	0.00%	0.33%					
23	6.Политическая партия «Партия социальной справедливости»	12	2	0	1	0	2	1	2	1	1	1	1	0					
		0.17%	0.76%	0.00%	0.21%	0.00%	0.31%	0.29%	0.17%	0.06%	0.23%	0.47%	0.12%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	657	49	11	35	47	73	29	84	127	24	28	72	78					
		9.26%	18.70%	7.97%	7.34%	13.39%	11.15%	8.50%	7.26%	7.84%	5.54%	13.27%	8.55%	12.87%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	480	18	8	22	20	20	27	96	168	17	19	35	30					
		6.77%	6.87%	5.80%	4.61%	5.70%	3.05%	7.92%	8.30%	10.38%	3.93%	9.00%	4.16%	4.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	49	2	1	1	1	5	2	11	10	5	0	8	3					
		0.69%	0.76%	0.72%	0.21%	0.28%	0.76%	0.59%	0.95%	0.62%	1.15%	0.00%	0.95%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4049	128	78	243	196	398	215	714	933	248	117	522	257					
		57.09%	48.85%	56.52%	50.94%	55.84%	60.76%	63.05%	61.71%	57.63%	57.27%	55.45%	61.99%	42.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	3	0	0	0	2	1	1	9	1	0	5	1					
		0.32%	1.15%	0.00%	0.00%	0.00%	0.31%	0.29%	0.09%	0.56%	0.23%	0.00%	0.59%	0.17%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
