Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    ТИК Соликамского МР																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №4701	УИК №4702	УИК №4703	УИК №4704	УИК №4705	УИК №4706	УИК №4707	УИК №4708	УИК №4709	УИК №4710	УИК №4711	УИК №4712	УИК №4713	УИК №4714	УИК №4715	УИК №4716	УИК №4717					
1	"Число избирателей, внесенных в списки избирателей"	10773	498	1144	570	351	455	442	1191	329	310	1158	716	796	122	1322	299	622	448					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10695	485	1155	575	340	445	440	1185	325	300	1160	715	815	110	1320	290	600	435					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	236	0	92	0	0	0	68	0	0	14	18	0	37	0	0	0	7	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5936	333	597	306	251	206	191	710	151	186	549	394	352	77	723	207	422	281					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	803	43	73	64	22	136	26	46	44	24	67	56	62	12	58	17	16	37					
6	Число погашенных избирательных бюллетеней	3720	109	393	205	67	103	155	429	130	76	526	265	364	21	539	66	155	117					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1039	43	165	64	22	136	94	46	44	38	85	56	99	12	58	17	23	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5936	333	597	306	251	206	191	710	151	186	549	394	352	77	723	207	422	281					
9	Число недействительных избирательных бюллетеней	78	0	11	3	4	0	1	7	8	3	5	8	3	0	15	2	5	3					
10	Число действительных избирательных бюллетеней	6897	376	751	367	269	342	284	749	187	221	629	442	448	89	766	222	440	315					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	240	10	24	11	19	14	18	32	2	1	24	15	20	0	25	0	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	222	3	24	10	19	14	17	32	2	1	23	9	20	0	23	0	10	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	4	3	3	16	3	1	23	4	1	10	3	4	2	6	3	19	8					
14	Число погашенных неиспользованных открепительных удостоверений	18	7	0	1	0	0	1	0	0	0	1	6	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	0	0	0	0	3	0	0	0	0	0	2	2	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	159	0	22	9	9	10	20	15	2	0	12	17	13	2	13	10	2	3					
		2.28%	0.00%	2.89%	2.43%	3.30%	2.92%	7.02%	1.98%	1.03%	0.00%	1.89%	3.78%	2.88%	2.25%	1.66%	4.46%	0.45%	0.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	1	1	1	1	3	2	1	0	0	0	1	1	0	1	1	2	1					
		0.24%	0.27%	0.13%	0.27%	0.37%	0.88%	0.70%	0.13%	0.00%	0.00%	0.00%	0.22%	0.22%	0.00%	0.13%	0.45%	0.45%	0.31%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0					
		0.09%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.45%	0.45%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	305	8	37	25	21	13	24	26	9	15	28	19	21	2	32	3	8	14					
		4.37%	2.13%	4.86%	6.76%	7.69%	3.80%	8.42%	3.44%	4.62%	6.70%	4.42%	4.22%	4.66%	2.25%	4.10%	1.34%	1.80%	4.40%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	1	6	6	1	0	0	8	2	1	1	1	3	0	3	4	0	2					
		0.56%	0.27%	0.79%	1.62%	0.37%	0.00%	0.00%	1.06%	1.03%	0.45%	0.16%	0.22%	0.67%	0.00%	0.38%	1.79%	0.00%	0.63%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	2	0	1	2	0	2	0	0	1	1	0	0	0	1	0	0					
		0.14%	0.00%	0.26%	0.00%	0.37%	0.58%	0.00%	0.26%	0.00%	0.00%	0.16%	0.22%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	721	24	78	41	29	29	43	87	30	11	73	53	46	6	89	21	31	30					
		10.34%	6.38%	10.24%	11.08%	10.62%	8.48%	15.09%	11.51%	15.38%	4.91%	11.51%	11.78%	10.20%	6.74%	11.40%	9.38%	6.97%	9.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	234	3	28	17	14	10	14	29	3	7	25	8	14	0	43	7	6	6					
		3.35%	0.80%	3.67%	4.59%	5.13%	2.92%	4.91%	3.84%	1.54%	3.13%	3.94%	1.78%	3.10%	0.00%	5.51%	3.13%	1.35%	1.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	39	4	4	3	4	1	1	1	1	1	7	5	4	0	0	3	0	0					
		0.56%	1.06%	0.52%	0.81%	1.47%	0.29%	0.35%	0.13%	0.51%	0.45%	1.10%	1.11%	0.89%	0.00%	0.00%	1.34%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5328	334	569	264	187	272	177	575	137	186	481	333	342	79	577	171	386	258					
		76.39%	88.83%	74.67%	71.35%	68.50%	79.53%	62.11%	76.06%	70.26%	83.04%	75.87%	74.00%	75.83%	88.76%	73.88%	76.34%	86.74%	81.13%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	39	1	4	1	1	2	3	4	3	0	1	4	4	0	7	0	3	1					
		0.56%	0.27%	0.52%	0.27%	0.37%	0.58%	1.05%	0.53%	1.54%	0.00%	0.16%	0.89%	0.89%	0.00%	0.90%	0.00%	0.67%	0.31%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
