Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Кавказская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523					
1	"Число избирателей, внесенных в список избирателей"	34721	2745	2756	2256	2036	2218	193	354	1675	513	2501	1532	768	1168	239	567	178	234	358	2255	2927	2803	2905	1540					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34890	2790	2800	2280	2050	2250	200	350	1700	540	2500	1500	750	1150	250	550	180	250	350	2300	2950	2850	2900	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27327	1845	2173	1959	1530	1711	177	263	1553	424	2151	1197	632	1013	222	473	158	190	283	1639	2205	1821	2486	1222					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2002	219	113	97	124	162	8	16	122	48	129	93	18	41	4	15	6	19	6	205	120	138	109	190					
6	Число погашенных избирательных бюллетеней	5561	726	514	224	396	377	15	71	25	68	220	210	100	96	24	62	16	41	61	456	625	891	305	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2002	219	113	97	124	162	8	16	122	48	129	93	18	41	4	15	6	19	6	205	120	138	109	190					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27206	1845	2173	1959	1530	1711	177	263	1444	424	2151	1197	632	1001	222	473	158	190	283	1639	2205	1821	2486	1222					
9	Число недействительных избирательных бюллетеней	258	15	19	5	12	25	1	7	3	11	55	3	7	12	2	2	22	1	5	12	19	13	0	7					
10	Число действительных избирательных бюллетеней	28950	2049	2267	2051	1642	1848	184	272	1563	461	2225	1287	643	1030	224	486	142	208	284	1832	2306	1946	2595	1405					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	492	39	40	30	20	20	10	10	25	10	29	20	10	20	10	10	10	10	10	24	38	38	38	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	492	39	40	30	20	20	10	10	25	10	29	20	10	20	10	10	10	10	10	24	38	38	38	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	148	9	19	18	5	8	0	4	3	1	12	3	1	5	0	0	3	0	0	9	21	4	6	17					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	1	2	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1736	160	246	114	88	95	18	22	112	26	191	12	34	2	10	12	6	8	34	80	149	128	75	114					
		5.94%	7.75%	10.76%	5.54%	5.32%	5.07%	9.73%	7.89%	7.15%	5.51%	8.38%	0.93%	5.23%	0.19%	4.42%	2.46%	3.66%	3.83%	11.76%	4.34%	6.41%	6.53%	2.89%	8.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1601	144	225	41	81	120	14	36	111	31	184	10	15	60	8	17	13	6	27	128	123	57	110	40					
		5.48%	6.98%	9.84%	1.99%	4.90%	6.41%	7.57%	12.90%	7.09%	6.57%	8.07%	0.78%	2.31%	5.76%	3.54%	3.48%	7.93%	2.87%	9.34%	6.94%	5.29%	2.91%	4.24%	2.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	171	16	15	19	16	13	0	0	7	2	5	5	4	3	2	3	0	0	0	13	16	12	6	14					
		0.59%	0.78%	0.66%	0.92%	0.97%	0.69%	0.00%	0.00%	0.45%	0.42%	0.22%	0.39%	0.62%	0.29%	0.88%	0.61%	0.00%	0.00%	0.00%	0.70%	0.69%	0.61%	0.23%	0.99%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3569	240	335	395	209	170	16	58	124	49	281	238	98	170	18	21	13	41	8	202	264	343	166	110					
		12.22%	11.63%	14.65%	19.21%	12.64%	9.08%	8.65%	20.79%	7.92%	10.38%	12.32%	18.45%	15.08%	16.31%	7.96%	4.30%	7.93%	19.62%	2.77%	10.95%	11.35%	17.51%	6.40%	7.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	280	31	23	30	20	20	1	1	18	1	26	5	13	4	3	8	0	0	0	12	18	20	9	17					
