Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Болховская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15478	627	362	170	120	285	226	494	163	210	226	220	470	496	493	157	313	142	287	2491	2575	2156	2795									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15401	665	375	186	126	293	239	497	175	225	240	233	488	512	512	170	315	160	320	2420	2550	2000	2700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6592	226	186	80	68	163	144	193	79	89	106	89	208	198	163	85	97	89	124	1056	1035	838	1276									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1789	165	63	51	33	20	21	70	43	32	54	47	170	108	109	46	94	16	75	161	169	133	109									
6	Число погашенных избирательных бюллетеней	7020	274	126	55	25	110	74	234	53	104	80	97	110	206	240	39	124	55	121	1203	1346	1029	1315									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1789	165	63	51	33	20	21	70	43	32	54	47	170	108	109	46	94	16	75	161	169	133	109									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6592	226	186	80	68	163	144	193	79	89	106	89	208	198	163	85	97	89	124	1056	1035	838	1276									
9	Число недействительных избирательных бюллетеней	187	2	3	2	0	11	0	5	0	5	0	9	17	4	3	4	4	2	5	25	19	27	40									
10	Число действительных избирательных бюллетеней	8194	389	246	129	101	172	165	258	122	116	160	127	361	302	269	127	187	103	194	1192	1185	944	1345									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	336	30	5	5	5	15	10	10	5	5	5	5	10	10	15	10	10	10	10	41	40	40	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	175	30	1	0	1	13	3	2	0	1	2	0	3	2	2	3	1	6	10	26	27	13	29									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	0	1	0	0	3	2	4	0	0	1	1	2	3	1	0	0	2	1	9	10	3	7									
14	Число погашенных неиспользованных открепительных удостоверений	161	0	4	5	4	2	7	8	5	4	3	5	7	8	13	7	9	4	0	15	13	27	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	10	3	7									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	2	4	0	3	0	0	4	0	2	0	2	1	0	3	0	2	2	3	3	4	9	12									
