Выборы Президента Российской Федерации																																																																							
Дата голосования: 02.03.2008																																																																							
																																																																							
Наименование Избирательной комиссии:    Крымская																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
	Число участковых избирательных комиссий	64																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	64																																																																					
																																																																							
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664					
1	"Число избирателей, включенных в списки избирателей"	88332	2260	1778	2133	2190	1715	430	2266	1577	1776	2427	2413	2162	2142	2443	1621	2368	1909	1383	2381	1909	2661	1377	162	1539	2107	585	549	958	202	613	214	2034	244	165	427	1995	2028	2028	2246	425	770	2019	1046	179	400	1564	442	1698	2610	1314	1202	1665	2530	370	250	561	329	434	619	515	2123	2446	876	528					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	89228	2164	1754	2080	2215	1757	388	2359	1588	1826	2336	2276	2023	2068	2307	1799	2514	1956	1423	2379	1851	2618	1363	167	1558	2053	577	592	991	200	658	214	2174	230	177	452	1956	2190	1982	2268	422	816	2267	1042	193	398	1554	458	1907	2686	1365	1262	1802	2373	394	255	594	332	408	584	499	2207	2558	906	463					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	73037	1813	1555	1621	1859	1428	297	1749	1133	1463	1779	2084	1677	1873	2107	1213	1884	1480	1136	2019	1643	2294	1107	146	1148	1668	458	394	823	180	508	168	1530	179	128	346	1708	1904	1970	2055	338	660	1683	812	153	358	1418	370	1263	2251	1172	931	1536	2273	300	222	484	273	316	457	375	1640	2075	780	370					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6700	132	144	129	105	60	64	153	247	149	133	152	248	90	95	133	129	126	74	175	140	125	79	14	210	235	72	98	46	14	60	13	202	28	8	22	115	51	12	86	39	45	176	104	21	20	124	48	142	252	94	175	116	88	70	28	42	51	68	71	64	348	183	78	85					
6	Число погашенных избирательных бюллетеней	9491	219	55	330	251	269	27	457	208	214	424	40	98	105	105	453	501	350	213	185	68	199	177	7	200	150	47	100	122	6	90	33	442	23	41	84	133	235	0	127	45	111	408	126	19	20	12	40	502	183	99	156	150	12	24	5	68	8	24	56	60	219	300	48	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6700	132	144	129	105	60	64	153	247	149	133	152	248	90	95	133	129	126	74	175	140	125	79	14	210	235	72	98	46	14	60	13	202	28	8	22	115	51	12	86	39	45	176	104	21	20	124	48	142	252	94	175	116	88	70	28	42	51	68	71	64	348	183	78	85					
8	Число бюллетеней в стационарных ящиках для голосования	73008	1806	1555	1621	1859	1428	297	1749	1133	1457	1779	2084	1677	1871	2107	1213	1883	1480	1136	2019	1643	2294	1107	146	1148	1668	455	394	823	180	508	168	1530	179	128	346	1703	1904	1970	2055	338	660	1683	812	153	358	1418	370	1263	2251	1172	931	1533	2273	300	222	484	273	316	457	375	1640	2075	780	368					
9	Число недействительных избирательных бюллетеней	759	27	3	23	34	11	3	5	25	12	11	7	23	28	10	4	7	9	10	25	13	19	14	0	11	18	5	2	19	2	8	2	11	10	1	3	9	37	5	36	16	8	2	17	4	4	31	7	2	34	21	15	5	11	2	0	4	2	3	12	4	15	21	9	8					
10	Число действительных избирательных бюллетеней	78949	1911	1696	1727	1930	1477	358	1897	1355	1594	1901	2229	1902	1933	2192	1342	2005	1597	1200	2169	1770	2400	1172	160	1347	1885	522	490	850	192	560	179	1721	197	135	365	1809	1918	1977	2105	361	697	1857	899	170	374	1511	411	1403	2469	1245	1091	1644	2350	368	250	522	322	381	516	435	1973	2237	849	445					
11	Число полученных открепительных  удостоверений	1944	35	40	18	43	26	5	30	21	36	65	27	31	35	29	30	36	26	23	60	30	95	43	6	20	30	21	12	20	6	15	6	96	20	16	15	25	28	31	25	6	20	29	35	3	13	68	26	62	70	51	44	33	56	6	8	36	15	7	11	13	49	44	53	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1939	35	40	18	43	26	5	30	21	35	65	27	31	35	29	30	35	26	23	60	30	95	43	6	20	28	21	12	20	6	15	6	96	20	16	14	25	28	31	25	6	20	29	35	3	13	68	26	62	70	51	44	33	56	6	8	36	15	7	11	13	49	44	53	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	974	23	47	14	107	18	8	31	12	21	18	52	17	33	52	11	29	22	17	58	21	30	13	3	8	12	7	3	10	1	2	7	11	7	1	6	9	8	10	6	3	7	5	5	5	3	7	6	13	14	9	14	3	15	4	6	9	8	6	9	6	20	10	15	7					
14	Число неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	105	3	2	4	3	2	0	0	5	3	5	5	2	5	2	2	5	0	0	1	1	7	0	0	1	2	2	0	0	0	1	0	1	0	0	1	0	3	0	0	0	0	4	0	0	0	1	3	1	3	0	3	2	8	0	1	1	0	3	1	3	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																							
18	Богданов Андрей Владимирович	281	1	1	24	20	3	3	2	10	2	1	18	2	5	8	3	2	2	0	6	24	1	11	0	1	4	0	1	2	1	2	0	2	3	2	1	2	18	5	19	2	3	2	2	3	1	2	4	2	6	2	11	3	1	0	3	3	0	0	6	2	4	2	5	0					
		0.35%	0.05%	0.06%	1.37%	1.02%	0.20%	0.83%	0.11%	0.72%	0.12%	0.05%	0.81%	0.10%	0.25%	0.36%	0.22%	0.10%	0.12%	0.00%	0.27%	1.35%	0.04%	0.93%	0.00%	0.07%	0.21%	0.00%	0.20%	0.23%	0.52%	0.35%	0.00%	0.12%	1.45%	1.47%	0.27%	0.11%	0.92%	0.25%	0.89%	0.53%	0.43%	0.11%	0.22%	1.72%	0.26%	0.13%	0.96%	0.14%	0.24%	0.16%	0.99%	0.18%	0.04%	0.00%	1.20%	0.57%	0.00%	0.00%	1.14%	0.46%	0.20%	0.09%	0.58%	0.00%					
19	Жириновский Владимир Вольфович	2096	3	3	158	3	22	35	22	139	7	5	68	3	38	37	5	8	5	44	12	140	14	111	2	19	21	12	15	9	9	27	1	12	10	4	3	12	148	20	174	5	14	21	5	11	9	3	20	174	77	89	47	5	10	2	9	17	8	39	56	33	11	32	13	6					
		2.63%	0.15%	0.18%	9.03%	0.15%	1.48%	9.70%	1.16%	10.07%	0.44%	0.26%	3.04%	0.16%	1.94%	1.68%	0.37%	0.40%	0.31%	3.64%	0.55%	7.85%	0.58%	9.36%	1.25%	1.40%	1.10%	2.28%	3.05%	1.04%	4.64%	4.75%	0.55%	0.69%	4.83%	2.94%	0.82%	0.66%	7.57%	1.01%	8.13%	1.33%	1.99%	1.13%	0.55%	6.32%	2.38%	0.19%	4.78%	12.38%	3.08%	7.03%	4.25%	0.30%	0.42%	0.54%	3.60%	3.23%	2.47%	10.16%	10.61%	7.52%	0.55%	1.42%	1.52%	1.32%					
20	Зюганов Геннадий Андреевич	17087	470	414	593	450	403	124	422	332	361	523	501	488	473	541	415	611	384	256	607	227	598	241	4	289	387	67	59	211	46	99	35	390	37	14	58	291	270	337	336	71	151	331	179	11	73	312	63	348	492	219	180	354	523	8	13	92	80	93	95	71	277	449	143	95					
		21.44%	24.25%	24.37%	33.89%	22.91%	27.08%	34.35%	22.19%	24.06%	22.48%	27.35%	22.41%	25.35%	24.12%	24.57%	30.83%	30.37%	23.91%	21.16%	27.67%	12.73%	24.72%	20.32%	2.50%	21.28%	20.34%	12.71%	11.99%	24.28%	23.71%	17.43%	19.34%	22.52%	17.87%	10.29%	15.76%	16.01%	13.81%	17.00%	15.69%	18.83%	21.42%	17.81%	19.54%	6.32%	19.31%	20.23%	15.07%	24.77%	19.66%	17.30%	16.27%	21.47%	22.15%	2.16%	5.20%	17.49%	24.69%	24.22%	17.99%	16.17%	13.93%	19.88%	16.67%	20.97%					
21	Медведев Дмитрий Анатольевич	59485	1437	1278	952	1457	1049	196	1451	874	1224	1372	1642	1409	1417	1606	919	1384	1206	900	1544	1379	1787	809	154	1038	1473	443	415	628	136	432	143	1317	147	115	303	1504	1482	1615	1576	283	529	1503	713	145	291	1194	324	879	1894	935	853	1282	1816	358	225	410	234	249	359	329	1681	1754	688	344					
		74.63%	74.15%	75.22%	54.40%	74.19%	70.50%	54.29%	76.29%	63.33%	76.21%	71.76%	73.43%	73.19%	72.26%	72.93%	68.28%	68.79%	75.09%	74.38%	70.37%	77.34%	73.87%	68.21%	96.25%	76.44%	77.40%	84.06%	84.35%	72.27%	70.10%	76.06%	79.01%	76.04%	71.01%	84.56%	82.34%	82.73%	75.81%	81.48%	73.61%	75.07%	75.04%	80.85%	77.84%	83.33%	76.98%	77.43%	77.51%	62.56%	75.67%	73.85%	77.12%	77.74%	76.92%	96.76%	90.00%	77.95%	72.22%	64.84%	67.99%	74.94%	84.56%	77.68%	80.19%	75.94%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
