		0.45%	0.20%	1.04%	0.45%	0.60%	0.33%	0.17%	0.59%	0.13%	0.32%	0.61%	0.15%	0.62%	0.50%	0.00%	0.67%	0.53%	0.55%	0.72%	0.64%	0.48%	0.55%	0.15%	0.00%	0.38%	0.19%	1.14%	0.15%	1.03%	0.43%	0.14%	0.00%	0.23%	0.34%	0.45%	0.41%	1.47%	0.10%	0.53%	0.05%	0.26%	0.70%	0.09%	0.12%	0.00%	0.22%	0.18%	0.25%	0.41%	0.58%	0.33%	0.20%	0.41%	0.31%	0.70%	0.00%	0.64%	0.62%	0.00%	0.00%	0.16%	0.87%	1.18%	0.94%	0.18%	0.49%	0.15%	0.25%	1.01%	0.48%	0.70%									
14	Грудинин Павел Николаевич	6577	153	138	153	81	146	33	120	103	90	181	14	167	131	111	208	217	156	54	237	153	288	80	3	116	195	53	38	73	8	16	39	131	18	11	18	97	77	189	168	24	28	142	98	12	24	188	28	143	133	233	107	93	163	18	9	10	5	8	52	26	108	183	56	9	156	59	4	9	77	108									
		8.14%	7.50%	11.91%	13.78%	12.11%	9.54%	5.67%	7.04%	6.68%	5.69%	11.12%	0.71%	12.93%	8.14%	15.50%	11.61%	14.29%	14.35%	5.52%	13.81%	10.53%	12.18%	5.84%	1.73%	7.38%	9.29%	7.56%	5.60%	7.55%	3.48%	2.30%	17.57%	6.08%	6.04%	4.91%	3.69%	5.28%	3.98%	9.10%	7.82%	6.17%	3.27%	6.46%	11.61%	8.76%	5.33%	11.06%	6.93%	11.70%	12.78%	18.97%	7.13%	5.44%	6.23%	4.22%	3.27%	1.60%	1.54%	1.63%	7.50%	4.21%	4.49%	8.02%	5.26%	1.60%	12.85%	8.61%	0.50%	4.55%	7.36%	12.65%									
15	Жириновский Владимир Вольфович	3131	75	66	41	38	45	16	57	7	49	54	13	58	53	28	61	71	63	19	76	49	216	30	2	44	132	39	13	25	5	11	4	130	5	11	11	56	53	42	124	33	39	89	35	8	10	51	21	82	42	60	70	57	70	21	17	19	8	10	19	44	96	92	52	7	65	21	10	10	41	40									
		3.88%	3.68%	5.69%	3.69%	5.68%	2.94%	2.75%	3.34%	0.45%	3.10%	3.32%	0.66%	4.49%	3.29%	3.91%	3.40%	4.67%	5.80%	1.94%	4.43%	3.37%	9.14%	2.19%	1.16%	2.80%	6.29%	5.56%	1.92%	2.59%	2.17%	1.58%	1.80%	6.04%	1.68%	4.91%	2.25%	3.05%	2.74%	2.02%	5.77%	8.48%	4.56%	4.05%	4.15%	5.84%	2.22%	3.00%	5.20%	6.71%	4.03%	4.89%	4.66%	3.34%	2.67%	4.92%	6.18%	3.04%	2.46%	2.04%	2.74%	7.12%	3.99%	4.03%	4.89%	1.24%	5.35%	3.07%	1.25%	5.05%	3.92%	4.68%									
16	Путин Владимир Владимирович	68652	1771	907	865	516	1308	525	1415	1419	1388	1330	1927	1002	1362	552	1457	1140	818	883	1322	1201	1721	1240	168	1379	1725	575	610	817	205	650	166	1872	271	196	452	1611	1798	1785	1842	327	760	1938	690	112	409	1413	342	946	819	902	1294	1510	2352	381	242	572	300	472	617	532	2090	1938	915	542	938	579	777	169	905	678									
		84.99%	86.86%	78.26%	77.93%	77.13%	85.49%	90.21%	82.99%	92.08%	87.79%	81.70%	97.62%	77.55%	84.65%	77.09%	81.31%	75.05%	75.25%	90.29%	77.04%	82.66%	72.80%	90.44%	97.11%	87.78%	82.22%	82.03%	89.97%	84.49%	89.13%	93.53%	74.77%	86.91%	90.94%	87.50%	92.62%	87.65%	92.87%	85.98%	85.75%	84.06%	88.79%	88.21%	81.75%	81.75%	90.89%	83.12%	84.65%	77.41%	78.67%	73.45%	86.21%	88.41%	89.84%	89.23%	88.00%	91.67%	92.31%	96.33%	89.03%	86.08%	86.79%	84.96%	85.99%	96.10%	77.27%	84.53%	97.49%	85.35%	86.52%	79.39%									
17	Собчак Ксения Анатольевна	466	7	8	7	8	5	1	20	2	6	9	6	7	23	7	20	25	11	5	19	11	34	4	0	7	12	8	2	3	0	2	0	6	2	1	2	12	2	0	7	1	9	7	6	2	1	8	4	20	5	3	5	11	3	0	0	3	1	0	0	5	18	9	2	1	14	7	2	0	6	2									
		0.58%	0.34%	0.69%	0.63%	1.20%	0.33%	0.17%	1.17%	0.13%	0.38%	0.55%	0.30%	0.54%	1.43%	0.98%	1.12%	1.65%	1.01%	0.51%	1.11%	0.76%	1.44%	0.29%	0.00%	0.45%	0.57%	1.14%	0.29%	0.31%	0.00%	0.29%	0.00%	0.28%	0.67%	0.45%	0.41%	0.65%	0.10%	0.00%	0.33%	0.26%	1.05%	0.32%	0.71%	1.46%	0.22%	0.47%	0.99%	1.64%	0.48%	0.24%	0.33%	0.64%	0.11%	0.00%	0.00%	0.48%	0.31%	0.00%	0.00%	0.81%	0.75%	0.39%	0.19%	0.18%	1.15%	1.02%	0.25%	0.00%	0.57%	0.23%									
18	Сурайкин Максим Александрович	397	13	11	8	5	7	2	7	1	11	11	1	9	10	5	10	11	3	1	14	7	18	1	0	7	6	5	3	9	2	5	0	4	0	1	1	14	4	8	3	1	2	3	4	0	2	10	3	4	10	4	10	2	11	1	0	5	1	0	3	3	37	8	12	1	8	2	0	3	3	6									
		0.49%	0.64%	0.95%	0.72%	0.75%	0.46%	0.34%	0.41%	0.06%	0.70%	0.68%	0.05%	0.70%	0.62%	0.70%	0.56%	0.72%	0.28%	0.10%	0.82%	0.48%	0.76%	0.07%	0.00%	0.45%	0.29%	0.71%	0.44%	0.93%	0.87%	0.72%	0.00%	0.19%	0.00%	0.45%	0.20%	0.76%	0.21%	0.39%	0.14%	0.26%	0.23%	0.14%	0.47%	0.00%	0.44%	0.59%	0.74%	0.33%	0.96%	0.33%	0.67%	0.12%	0.42%	0.23%	0.00%	0.80%	0.31%	0.00%	0.43%	0.49%	1.54%	0.35%	1.13%	0.18%	0.66%	0.29%	0.00%	1.52%	0.29%	0.70%									
19	Титов Борис Юрьевич	449	4	9	10	6	10	2	7	1	3	11	1	13	9	3	11	19	10	4	13	9	27	10	0	5	9	4	8	6	5	3	0	1	1	3	1	9	0	6	3	1	5	9	0	1	1	12	1	9	5	11	7	21	5	3	7	2	2	0	0	4	28	17	15	2	13	2	2	2	2	4									
		0.56%	0.20%	0.78%	0.90%	0.90%	0.65%	0.34%	0.41%	0.06%	0.19%	0.68%	0.05%	1.01%	0.56%	0.42%	0.61%	1.25%	0.92%	0.41%	0.76%	0.62%	1.14%	0.73%	0.00%	0.32%	0.43%	0.57%	1.18%	0.62%	2.17%	0.43%	0.00%	0.05%	0.34%	1.34%	0.20%	0.49%	0.00%	0.29%	0.14%	0.26%	0.58%	0.41%	0.00%	0.73%	0.22%	0.71%	0.25%	0.74%	0.48%	0.90%	0.47%	1.23%	0.19%	0.70%	2.55%	0.32%	0.62%	0.00%	0.00%	0.65%	1.16%	0.75%	1.41%	0.35%	1.07%	0.29%	0.25%	1.01%	0.19%	0.47%									
20	Явлинский Григорий Алексеевич	289	1	3	9	3	4	1	59	1	11	8	4	5	6	3	5	12	3	0	7	9	7	4	0	4	11	5	0	2	0	0	0	4	0	0	1	4	0	14	0	1	5	4	0	0	0	8	1	2	6	4	2	4	2	0	0	1	1	0	0	2	10	7	2	1	4	1	0	3	7	1									
		0.36%	0.05%	0.26%	0.81%	0.45%	0.26%	0.17%	3.46%	0.06%	0.70%	0.49%	0.20%	0.39%	0.37%	0.42%	0.28%	0.79%	0.28%	0.00%	0.41%	0.62%	0.30%	0.29%	0.00%	0.25%	0.52%	0.71%	0.00%	0.21%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.20%	0.22%	0.00%	0.67%	0.00%	0.26%	0.58%	0.18%	0.00%	0.00%	0.00%	0.47%	0.25%	0.16%	0.58%	0.33%	0.13%	0.23%	0.08%	0.00%	0.00%	0.16%	0.31%	0.00%	0.00%	0.32%	0.42%	0.31%	0.19%	0.18%	0.33%	0.15%	0.00%	1.52%	0.67%	0.12%									
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
