Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Полярнинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №494					
1	"Число избирателей, внесенных в списки избирателей"	15247	1764	954	1637	1096	1163	987	1273	987	1091	954	1048	118	1100	1075					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13910	1600	900	1500	1000	900	900	1300	900	1000	800	1000	110	1000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8789	991	583	893	626	749	598	777	526	601	542	575	94	650	584					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	194	11	4	11	2	3	4	4	73	10	50	6	3	1	12					
6	Число погашенных избирательных бюллетеней	4904	598	290	596	372	148	298	519	301	389	208	419	13	349	404					
7	Число избирательных бюллетеней в переносных ящиках для голосования	217	11	27	11	2	3	4	4	73	10	50	6	3	1	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8788	991	582	893	626	749	598	777	526	601	542	575	94	650	584					
9	Число недействительных избирательных бюллетеней	83	7	5	9	13	7	4	9	6	9	4	2	1	4	3					
10	Число действительных избирательных бюллетеней	8922	995	604	895	615	745	598	772	593	602	588	579	96	647	593					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	470	50	30	40	30	30	30	40	50	30	40	30	10	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	96	17	11	7	12	7	4	5	7	3	0	6	0	6	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	58	5	16	3	10	2	2	2	3	4	2	3	4	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	374	33	19	33	18	23	26	35	43	27	40	24	10	24	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	3	0	3	2	1	0	0	1	0	0	1	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	147	17	10	6	13	15	16	11	10	7	14	12	0	10	6					
		1.63%	1.70%	1.64%	0.66%	2.07%	1.99%	2.66%	1.41%	1.67%	1.15%	2.36%	2.07%	0.00%	1.54%	1.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	77	2	10	2	3	9	2	7	2	5	10	8	0	14	3					
		0.86%	0.20%	1.64%	0.22%	0.48%	1.20%	0.33%	0.90%	0.33%	0.82%	1.69%	1.38%	0.00%	2.15%	0.50%					
20	3.Политическая партия «Демократическая партия России»	5	2	0	0	1	2	0	0	0	0	0	0	0	0	0					
		0.06%	0.20%	0.00%	0.00%	0.16%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	693	71	36	80	41	56	36	48	51	45	60	57	6	58	48					
		7.70%	7.09%	5.91%	8.85%	6.53%	7.45%	5.98%	6.15%	8.51%	7.36%	10.14%	9.81%	6.19%	8.91%	8.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	48	3	1	1	3	4	4	2	6	1	3	10	0	2	8					
		0.53%	0.30%	0.16%	0.11%	0.48%	0.53%	0.66%	0.26%	1.00%	0.16%	0.51%	1.72%	0.00%	0.31%	1.34%					
23	6.Политическая партия «Партия социальной справедливости»	26	3	1	2	1	2	6	1	1	1	3	4	0	1	0					
		0.29%	0.30%	0.16%	0.22%	0.16%	0.27%	0.99%	0.13%	0.17%	0.16%	0.51%	0.69%	0.00%	0.15%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1401	161	110	151	95	91	91	109	93	102	86	96	14	98	104					
		15.56%	16.07%	18.06%	16.70%	15.13%	12.10%	15.12%	13.96%	15.53%	16.69%	14.53%	16.52%	14.43%	15.05%	17.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	905	103	55	75	58	54	86	78	59	64	80	54	1	72	66					
		10.05%	10.28%	9.03%	8.30%	9.24%	7.18%	14.29%	9.99%	9.85%	10.47%	13.51%	9.29%	1.03%	11.06%	11.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	112	10	10	12	9	7	12	8	5	10	3	7	2	5	12					
		1.24%	0.99%	1.64%	1.33%	1.43%	0.93%	1.99%	1.02%	0.83%	1.64%	0.51%	1.20%	2.06%	0.77%	2.01%					
