Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
"Наименование Избирательной комиссии:    Кемерово, Заводская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227					
1	"Число избирателей, внесенных в списки избирателей"	100266	439	2025	1468	1732	1690	2448	2015	2706	2592	2008	2222	2730	2847	1728	1672	2390	2571	2217	2205	2334	2210	2025	2500	1860	2848	2637	2662	2661	2180	2302	2500	2535	2247	910	75	1600	758	2383	2498	1260	2866	1988	1712	1107	1295	1692	1868	2044	1150	1854					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	97000	500	2000	1400	1700	1600	2300	1900	2500	2200	1900	1900	2700	2800	1700	1500	2300	2400	2100	1800	2300	2200	2000	2400	2600	2700	2600	2700	2600	2000	2300	2600	2500	2100	1100	100	1500	700	2200	3000	1200	2700	2000	1600	1000	1200	1500	1700	1900	1100	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	68290	439	1138	1068	932	1099	1428	1310	1846	1506	1354	1538	1814	1667	1168	1132	1540	1576	1487	1517	1504	1351	1408	1918	1750	1483	2150	1879	1874	1483	1584	2243	1624	1344	910	59	1355	544	1494	1857	872	1934	1428	1164	795	879	1207	1209	1555	750	1124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3612	0	175	53	98	73	55	69	78	47	49	64	34	41	47	60	91	83	64	2	59	73	54	71	110	136	46	88	66	78	35	64	45	41	0	12	13	70	82	91	58	202	176	66	110	128	158	53	69	73	102					
6	Число погашенных избирательных бюллетеней	25098	61	687	279	670	428	817	521	576	647	497	298	852	1092	485	308	669	741	549	281	737	776	538	411	740	1081	404	733	660	439	681	293	831	715	190	29	132	86	624	1052	270	564	396	370	95	193	135	438	276	277	474					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3612	0	175	53	98	73	55	69	78	47	49	64	34	41	47	60	91	83	64	2	59	73	54	71	110	136	46	88	66	78	35	64	45	41	0	12	13	70	82	91	58	202	176	66	110	128	158	53	69	73	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	68218	439	1132	1068	930	1099	1428	1310	1844	1506	1351	1538	1814	1667	1165	1132	1530	1570	1486	1517	1478	1348	1408	1918	1750	1482	2150	1872	1874	1483	1584	2243	1624	1344	910	59	1355	544	1494	1857	871	1934	1428	1164	795	879	1207	1208	1555	750	1124					
9	Число недействительных избирательных бюллетеней	669	1	15	1	14	7	9	0	16	17	5	13	14	9	7	17	10	22	8	11	44	17	16	11	11	13	22	47	31	4	12	19	8	12	88	1	9	3	7	20	10	0	9	14	7	7	21	7	0	0	3					
10	Число действительных избирательных бюллетеней	71161	438	1292	1120	1014	1165	1474	1379	1906	1536	1395	1589	1834	1699	1205	1175	1611	1631	1542	1508	1493	1404	1446	1978	1849	1605	2174	1913	1909	1557	1607	2288	1661	1373	822	70	1359	611	1569	1928	919	2136	1595	1216	898	1000	1344	1254	1624	823	1223					
