Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Терновская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730	УИК №3731					
1	"Число избирателей, внесенных в список избирателей"	17952	500	568	300	182	976	1387	137	503	257	133	1185	795	1083	148	939	627	260	324	119	577	223	787	309	343	317	1217	1683	891	52	102	1028					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18353	520	580	300	185	1000	1420	145	495	270	135	1210	810	1110	147	945	635	265	330	120	595	230	810	330	365	335	1240	1700	910	51	100	1065					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10161	404	325	233	139	516	676	96	251	101	74	434	560	554	71	857	427	159	213	73	379	157	456	158	178	180	741	757	343	23	48	578					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3070	73	130	27	36	188	217	25	102	113	30	323	199	184	33	62	92	57	57	30	88	17	96	88	100	73	94	223	151	19	28	115					
6	Число погашенных избирательных бюллетеней	5122	43	125	40	10	296	527	24	142	56	31	453	51	372	43	26	116	49	60	17	128	56	258	84	87	82	405	720	416	9	24	372					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3070	73	130	27	36	188	217	25	102	113	30	323	199	184	33	62	92	57	57	30	88	17	96	88	100	73	94	223	151	19	28	115					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10159	404	325	233	139	516	676	96	251	101	74	434	560	554	71	857	427	159	213	73	379	157	456	158	178	180	739	757	343	23	48	578					
9	Число недействительных избирательных бюллетеней	327	22	12	3	0	14	15	2	5	3	0	7	80	14	1	11	31	12	3	0	14	1	10	3	4	5	15	18	8	0	1	13					
10	Число действительных избирательных бюллетеней	12902	455	443	257	175	690	878	119	348	211	104	750	679	724	103	908	488	204	267	103	453	173	542	243	274	248	818	962	486	42	75	680					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	413	14	10	5	3	17	26	8	9	10	5	15	10	25	5	18	10	5	7	5	15	11	15	19	20	10	41	36	16	0	3	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	407	14	10	5	3	17	26	8	9	10	5	15	10	25	5	18	10	5	7	5	15	5	15	19	20	10	41	36	16	0	3	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	67	3	1	4	1	0	4	0	2	1	0	4	3	8	3	8	3	1	0	0	1	2	4	0	0	1	4	2	1	2	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1779	39	52	53	10	145	116	22	50	19	4	101	35	123	17	56	35	8	21	11	48	30	72	28	19	46	171	200	104	2	20	122					
		13.45%	8.18%	11.43%	20.38%	5.71%	20.60%	12.99%	18.18%	14.16%	8.88%	3.85%	13.34%	4.61%	16.67%	16.35%	6.09%	6.74%	3.70%	7.78%	10.68%	10.28%	17.24%	13.04%	11.38%	6.83%	18.18%	20.53%	20.41%	21.05%	4.76%	26.32%	17.60%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1191	42	42	45	14	50	67	21	52	25	10	55	39	44	11	43	29	16	29	5	14	26	53	39	26	26	87	141	52	2	14	72					
		9.00%	8.81%	9.23%	17.31%	8.00%	7.10%	7.50%	17.36%	14.73%	11.68%	9.62%	7.27%	5.14%	5.96%	10.58%	4.68%	5.59%	7.41%	10.74%	4.85%	2.99%	14.94%	9.60%	15.85%	9.35%	10.28%	10.44%	14.39%	10.53%	4.76%	18.42%	10.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	1	0	1	3	3	4	1	1	3	0	3	1	8	0	3	2	0	2	0	2	0	4	0	1	1	3	6	4	0	2	5					
		0.48%	0.21%	0.00%	0.38%	1.71%	0.43%	0.45%	0.83%	0.28%	1.40%	0.00%	0.40%	0.13%	1.08%	0.00%	0.33%	0.39%	0.00%	0.74%	0.00%	0.43%	0.00%	0.72%	0.00%	0.36%	0.40%	0.36%	0.61%	0.81%	0.00%	2.63%	0.72%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1963	49	63	51	16	104	118	7	32	45	12	88	47	108	11	111	61	28	35	8	36	31	94	49	22	27	186	216	138	3	13	154					
		14.84%	10.27%	13.85%	19.62%	9.14%	14.77%	13.21%	5.79%	9.07%	21.03%	11.54%	11.62%	6.19%	14.63%	10.58%	12.08%	11.75%	12.96%	12.96%	7.77%	7.71%	17.82%	17.03%	19.92%	7.91%	10.67%	22.33%	22.04%	27.94%	7.14%	17.11%	22.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	3	1	2	1	5	2	0	2	0	0	1	2	4	2	3	0	1	1	0	2	1	6	1	0	0	6	6	6	0	0	7					
		0.49%	0.63%	0.22%	0.77%	0.57%	0.71%	0.22%	0.00%	0.57%	0.00%	0.00%	0.13%	0.26%	0.54%	1.92%	0.33%	0.00%	0.46%	0.37%	0.00%	0.43%	0.57%	1.09%	0.41%	0.00%	0.00%	0.72%	0.61%	1.21%	0.00%	0.00%	1.01%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7773	321	283	104	130	382	567	67	211	118	77	501	553	435	61	691	357	151	179	79	351	84	310	123	205	146	343	389	180	35	25	315					
		58.76%	67.30%	62.20%	40.00%	74.29%	54.26%	63.49%	55.37%	59.77%	55.14%	74.04%	66.18%	72.86%	58.94%	58.65%	75.19%	68.79%	69.91%	66.30%	76.70%	75.16%	48.28%	56.16%	50.00%	73.74%	57.71%	41.18%	39.69%	36.44%	83.33%	32.89%	45.45%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	67	0	2	1	1	1	4	1	0	1	1	1	2	2	1	1	4	0	0	0	0	1	3	3	1	2	22	4	2	0	1	5					
		0.51%	0.00%	0.44%	0.38%	0.57%	0.14%	0.45%	0.83%	0.00%	0.47%	0.96%	0.13%	0.26%	0.27%	0.96%	0.11%	0.77%	0.00%	0.00%	0.00%	0.00%	0.57%	0.54%	1.22%	0.36%	0.79%	2.64%	0.41%	0.40%	0.00%	1.32%	0.72%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
