Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Терновская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730					
1	"Число избирателей, внесенных в списки избирателей"	18137	590	614	320	177	1009	1435	132	425	261	132	1133	839	1053	156	937	632	275	323	122	606	221	809	347	403	319	2230	1578	871	70	118					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17950	580	640	315	200	1000	1440	135	435	250	130	1100	840	1040	160	930	630	275	320	120	590	255	810	345	370	330	2170	1490	860	70	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10504	446	350	269	99	551	984	104	269	150	87	455	430	580	98	742	349	170	249	86	365	170	442	187	175	183	1187	773	437	50	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2778	75	147	10	48	139	172	18	69	62	29	308	134	225	37	110	93	76	48	26	99	30	95	66	92	93	146	174	109	12	36					
6	Число погашенных избирательных бюллетеней	4668	59	143	36	53	310	284	13	97	38	14	337	276	235	25	78	188	29	23	8	126	55	273	92	103	54	837	543	314	8	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2778	75	147	10	48	139	172	18	69	62	29	308	134	225	37	110	93	76	48	26	99	30	95	66	92	93	146	174	109	12	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10500	446	350	269	99	551	984	104	269	150	87	455	430	580	98	742	349	170	249	86	365	170	442	187	175	183	1183	773	437	50	67					
9	Число недействительных избирательных бюллетеней	119	2	9	0	0	6	7	0	2	0	0	7	6	3	1	9	7	0	1	0	1	4	6	4	6	2	15	16	5	0	0					
10	Число действительных избирательных бюллетеней	13159	519	488	279	147	684	1149	122	336	212	116	756	558	802	134	843	435	246	296	112	463	196	531	249	261	274	1314	931	541	62	103					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	347	5	5	5	2	5	20	10	10	5	8	20	20	10	5	20	10	5	10	5	8	20	15	8	16	20	40	21	10	4	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	333	5	5	1	0	5	20	10	10	5	8	20	17	10	5	20	10	3	10	5	5	20	15	8	16	20	40	21	10	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	68	1	1	2	0	0	3	4	2	2	0	1	1	0	2	4	5	2	1	2	0	4	2	2	1	1	16	1	2	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	4	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	892	75	24	64	12	46	22	5	14	6	5	45	34	25	8	24	102	11	6	2	11	12	79	49	16	18	96	40	35	0	6					
		6.72%	14.40%	4.83%	22.94%	8.16%	6.67%	1.90%	4.10%	4.14%	2.83%	4.31%	5.90%	6.03%	3.11%	5.93%	2.82%	23.08%	4.47%	2.02%	1.79%	2.37%	6.00%	14.71%	19.37%	5.99%	6.52%	7.22%	4.22%	6.41%	0.00%	5.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	30	0	0	0	0	2	2	0	3	1	1	2	2	0	0	0	1	0	0	0	1	0	0	4	0	1	8	2	0	0	0					
		0.23%	0.00%	0.00%	0.00%	0.00%	0.29%	0.17%	0.00%	0.89%	0.47%	0.86%	0.26%	0.35%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	1.58%	0.00%	0.36%	0.60%	0.21%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0					
		0.07%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.13%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.50%	0.19%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1131	40	37	27	6	54	69	3	19	19	8	64	60	57	11	60	14	40	21	4	33	13	26	24	5	8	210	120	62	2	15					
		8.52%	7.68%	7.44%	9.68%	4.08%	7.83%	5.97%	2.46%	5.62%	8.96%	6.90%	8.39%	10.64%	7.08%	8.15%	7.04%	3.17%	16.26%	7.07%	3.57%	7.11%	6.50%	4.84%	9.49%	1.87%	2.90%	15.80%	12.67%	11.36%	3.23%	14.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	8	3	0	0					
		0.15%	0.19%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.19%	0.00%	0.00%	0.00%	0.30%	0.84%	0.55%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	23	1	2	0	0	2	3	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	3	2	1	1	2	0	2	0	0					
		0.17%	0.19%	0.40%	0.00%	0.00%	0.29%	0.26%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.34%	0.00%	0.00%	0.00%	0.56%	0.79%	0.37%	0.36%	0.15%	0.00%	0.37%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	793	25	41	27	8	50	58	8	20	22	2	36	57	34	5	32	22	10	16	6	17	14	21	11	18	13	99	78	28	4	11					
		5.97%	4.80%	8.25%	9.68%	5.44%	7.25%	5.02%	6.56%	5.92%	10.38%	1.72%	4.72%	10.11%	4.22%	3.70%	3.76%	4.98%	4.07%	5.39%	5.36%	3.66%	7.00%	3.91%	4.35%	6.74%	4.71%	7.45%	8.24%	5.13%	6.45%	10.68%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	769	16	20	26	5	37	61	14	17	5	5	56	32	36	8	21	17	4	6	1	29	8	16	12	35	21	136	79	37	3	6					
		5.79%	3.07%	4.02%	9.32%	3.40%	5.36%	5.28%	11.48%	5.03%	2.36%	4.31%	7.34%	5.67%	4.47%	5.93%	2.46%	3.85%	1.63%	2.02%	0.89%	6.25%	4.00%	2.98%	4.74%	13.11%	7.61%	10.23%	8.34%	6.78%	4.84%	5.83%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	62	4	1	1	0	1	9	3	1	4	1	0	3	2	1	1	4	2	0	0	4	0	3	3	0	3	7	3	1	0	0					
		0.47%	0.77%	0.20%	0.36%	0.00%	0.14%	0.78%	2.46%	0.30%	1.89%	0.86%	0.00%	0.53%	0.25%	0.74%	0.12%	0.90%	0.81%	0.00%	0.00%	0.86%	0.00%	0.56%	1.19%	0.00%	1.09%	0.53%	0.32%	0.18%	0.00%	0.00%					
