Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Петровская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498					
1	"Число избирателей, внесенных в список избирателей"	15436	1543	1755	1652	390	876	397	283	311	234	459	129	290	201	382	235	244	277	433	268	653	94	324	518	214	600	780	246	381	395	193	363	93	223					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15588	1555	1780	1678	395	863	398	280	311	234	461	121	293	210	391	242	247	277	438	273	655	95	330	530	218	602	795	248	390	391	196	366	95	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9387	802	1281	1045	183	620	285	195	126	133	197	97	163	142	222	150	134	157	191	149	402	46	200	357	120	272	480	135	261	316	144	236	45	101					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2210	124	84	107	79	72	50	38	101	47	63	12	45	30	88	50	65	57	154	44	99	22	42	97	77	74	93	62	94	50	41	48	29	72					
6	Число погашенных избирательных бюллетеней	3991	629	415	526	133	171	63	47	84	54	201	12	85	38	81	42	48	63	93	80	154	27	88	76	21	256	222	51	35	25	11	82	21	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2210	124	84	107	79	72	50	38	101	47	63	12	45	30	88	50	65	57	154	44	99	22	42	97	77	74	93	62	94	50	41	48	29	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9381	796	1281	1045	183	620	285	195	126	133	197	97	163	142	222	150	134	157	191	149	402	46	200	357	120	272	480	135	261	316	144	236	45	101					
9	Число недействительных избирательных бюллетеней	98	15	13	2	1	3	5	1	3	4	2	0	1	1	1	1	2	0	6	1	11	1	0	2	0	1	0	4	0	13	1	1	2	0					
10	Число действительных избирательных бюллетеней	11493	905	1352	1150	261	689	330	232	224	176	258	109	207	171	309	199	197	214	339	192	490	67	242	452	197	345	573	193	355	353	184	283	72	173					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	184	20	27	20	4	15	4	3	4	3	5	1	3	2	4	3	3	3	4	3	8	1	3	5	2	6	10	2	4	5	2	3	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	89	18	27	19	0	0	1	0	0	0	0	0	1	1	3	1	1	0	0	0	1	0	0	2	1	2	6	1	0	1	1	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	53	6	5	6	3	5	1	5	2	2	0	1	1	0	0	0	1	1	1	2	3	1	0	2	0	1	2	0	0	2	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	95	2	0	1	4	15	3	3	4	3	5	1	2	1	1	2	2	3	4	3	7	1	3	3	1	4	4	1	4	4	1	2	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	516	50	59	42	18	40	11	5	20	19	12	2	5	7	15	5	11	6	16	20	28	6	15	20	5	22	10	12	2	9	6	13	0	5					
		4.45%	5.43%	4.32%	3.65%	6.87%	5.78%	3.28%	2.15%	8.81%	10.56%	4.62%	1.83%	2.40%	4.07%	4.84%	2.50%	5.53%	2.80%	4.64%	10.36%	5.59%	8.82%	6.20%	4.41%	2.54%	6.36%	1.75%	6.09%	0.56%	2.46%	3.24%	4.58%	0.00%	2.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	578	51	8	104	21	32	15	2	21	11	9	6	6	14	25	14	3	8	11	15	13	4	21	27	11	38	35	13	2	11	6	5	8	8					
		4.99%	5.54%	0.59%	9.03%	8.02%	4.62%	4.48%	0.86%	9.25%	6.11%	3.46%	5.50%	2.88%	8.14%	8.06%	7.00%	1.51%	3.74%	3.19%	7.77%	2.59%	5.88%	8.68%	5.95%	5.58%	10.98%	6.11%	6.60%	0.56%	3.01%	3.24%	1.76%	10.81%	4.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	7	4	6	0	3	1	0	2	0	0	0	1	2	1	0	0	2	3	0	2	1	4	1	1	1	2	1	0	2	1	0	2	1					
		0.44%	0.76%	0.29%	0.52%	0.00%	0.43%	0.30%	0.00%	0.88%	0.00%	0.00%	0.00%	0.48%	1.16%	0.32%	0.00%	0.00%	0.93%	0.87%	0.00%	0.40%	1.47%	1.65%	0.22%	0.51%	0.29%	0.35%	0.51%	0.00%	0.55%	0.54%	0.00%	2.70%	0.58%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1645	158	221	180	66	84	61	17	21	17	44	5	34	22	40	15	26	11	39	22	56	15	35	72	46	65	109	55	10	18	17	32	4	28					
		14.19%	17.17%	16.19%	15.63%	25.19%	12.14%	18.21%	7.30%	9.25%	9.44%	16.92%	4.59%	16.35%	12.79%	12.90%	7.50%	13.07%	5.14%	11.30%	11.40%	11.18%	22.06%	14.46%	15.86%	23.35%	18.79%	19.02%	27.92%	2.82%	4.92%	9.19%	11.27%	5.41%	16.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	14	0	6	1	5	0	1	1	0	2	0	0	0	2	2	2	0	4	0	0	0	3	5	3	2	1	0	0	2	0	1	0	0					
		0.49%	1.52%	0.00%	0.52%	0.38%	0.72%	0.00%	0.43%	0.44%	0.00%	0.77%	0.00%	0.00%	0.00%	0.65%	1.00%	1.01%	0.00%	1.16%	0.00%	0.00%	0.00%	1.24%	1.10%	1.52%	0.58%	0.17%	0.00%	0.00%	0.55%	0.00%	0.35%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8623	620	1056	809	155	524	241	207	159	129	191	96	160	126	225	161	155	187	265	135	390	41	164	326	131	217	416	112	341	310	154	232	58	130					
		74.39%	67.39%	77.36%	70.23%	59.16%	75.72%	71.94%	88.84%	70.04%	71.67%	73.46%	88.07%	76.92%	73.26%	72.58%	80.50%	77.89%	87.38%	76.81%	69.95%	77.84%	60.29%	67.77%	71.81%	66.50%	62.72%	72.60%	56.85%	96.06%	84.70%	83.24%	81.69%	78.38%	75.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	5	4	3	0	1	1	0	0	0	0	0	1	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1					
		0.20%	0.54%	0.29%	0.26%	0.00%	0.14%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.32%	1.00%	0.00%	0.00%	0.29%	0.00%	0.20%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.58%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
