Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Кузоватовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217					
1	"Число избирателей, внесенных в список избирателей"	18271	383	331	358	121	223	319	328	414	125	751	155	972	465	735	519	308	347	802	986	514	498	165	382	181	447	614	1887	2298	2643					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17800	450	400	400	150	250	350	350	400	120	700	150	950	450	700	500	300	350	800	950	500	500	160	400	170	450	600	1800	2000	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12714	299	281	298	69	178	232	301	334	97	634	127	726	390	462	309	215	246	610	766	439	348	139	310	139	332	490	1105	1253	1585					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1955	53	40	34	33	25	61	22	54	18	47	17	151	32	159	158	55	59	111	76	44	91	16	30	16	96	92	89	136	140					
6	Число погашенных избирательных бюллетеней	3131	98	79	68	48	47	57	27	12	5	19	6	73	28	79	33	30	45	79	108	17	61	5	60	15	22	18	606	611	775					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1955	53	40	34	33	25	61	22	54	18	47	17	151	32	159	158	55	59	111	76	44	91	16	30	16	96	92	89	136	140					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12714	299	281	298	69	178	232	301	334	97	634	127	726	390	462	309	215	246	610	766	439	348	139	310	139	332	490	1105	1253	1585					
9	Число недействительных избирательных бюллетеней	180	1	2	4	1	22	4	4	10	6	5	0	7	0	2	1	2	3	4	20	3	7	0	2	0	3	0	21	19	27					
10	Число действительных избирательных бюллетеней	14489	351	319	328	101	181	289	319	378	109	676	144	870	422	619	466	268	302	717	822	480	432	155	338	155	425	582	1173	1370	1698					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	787	35	20	35	10	15	42	20	25	15	30	20	50	20	40	20	20	20	30	30	20	20	10	20	10	25	40	55	30	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	735	35	20	35	3	13	42	20	25	12	30	20	50	10	40	20	15	20	30	30	20	20	4	20	5	21	40	52	23	60					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	204	2	4	5	0	3	6	13	4	5	3	2	10	5	5	5	1	1	12	2	11	7	1	3	2	1	13	5	55	18					
14	Число погашенных неиспользованных открепительных удостоверений	52	0	0	0	7	2	0	0	0	3	0	0	0	10	0	0	5	0	0	0	0	0	6	0	5	4	0	3	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	1	0	0	1	0	0	0	1	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1554	35	39	54	15	42	29	25	54	8	36	5	60	22	51	45	22	62	52	66	29	34	9	35	23	21	84	203	175	219					
		10.59%	9.94%	12.15%	16.27%	14.71%	20.69%	9.90%	7.74%	13.92%	6.96%	5.29%	3.47%	6.84%	5.21%	8.21%	9.64%	8.15%	20.33%	7.21%	7.84%	6.00%	7.74%	5.81%	10.29%	14.84%	4.91%	14.43%	17.00%	12.60%	12.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1729	21	31	48	19	13	35	3	36	7	78	21	71	36	104	93	34	35	54	73	49	29	9	20	18	33	62	203	219	275					
