Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Кузоватовская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278					
1	"Число избирателей, внесенных в списки избирателей"	18946	412	394	366	366	371	339	647	785	166	1078	501	747	571	310	358	930	1041	495	478	158	418	159	520	602	2007	2148	2579					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18650	400	400	400	350	350	300	600	750	150	1000	500	750	550	300	350	950	1000	550	500	150	400	150	500	600	2000	2100	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12706	241	272	256	261	253	268	403	575	128	688	395	503	312	188	268	636	771	396	349	132	344	137	394	450	1194	1248	1644					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1846	37	31	46	52	55	30	74	53	17	187	32	115	119	63	63	120	69	40	53	15	32	10	80	96	68	186	103					
6	Число погашенных избирательных бюллетеней	4098	122	97	98	37	42	2	123	122	5	125	73	132	119	49	19	194	160	114	98	3	24	3	26	54	738	666	853					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1846	37	31	46	52	55	30	74	53	17	187	32	115	119	63	63	120	69	40	53	15	32	10	80	96	68	186	103					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12704	241	272	256	261	253	268	403	575	128	688	395	503	312	188	268	636	771	396	349	132	344	137	394	450	1194	1246	1644					
9	Число недействительных избирательных бюллетеней	71	1	9	5	5	3	0	2	0	0	5	1	3	3	2	1	0	2	0	0	0	2	3	1	0	4	9	10					
10	Число действительных избирательных бюллетеней	14479	277	294	297	308	305	298	475	628	145	870	426	615	428	249	330	756	838	436	402	147	374	144	473	546	1258	1423	1737					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1195	70	30	70	30	40	30	40	80	15	70	50	40	20	20	30	30	30	45	50	20	40	25	30	80	60	60	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1063	70	17	63	24	40	30	30	80	15	68	48	40	15	13	26	30	24	45	50	20	40	25	23	80	42	24	81					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	344	4	10	15	7	3	12	8	14	4	8	4	7	12	9	3	6	3	17	6	4	5	4	1	11	16	126	25					
14	Число погашенных неиспользованных открепительных удостоверений	132	0	13	7	6	0	0	10	0	0	2	2	0	5	7	4	0	6	0	0	0	0	0	7	0	18	36	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	292	3	19	20	11	18	29	8	2	21	22	8	25	9	5	29	17	8	0	1	2	11	0	5	10	0	3	6					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	259	5	8	6	7	4	5	22	11	3	5	12	5	10	2	2	17	11	11	3	1	10	0	13	13	27	11	35					
		1.78%	1.80%	2.64%	1.99%	2.24%	1.30%	1.68%	4.61%	1.75%	2.07%	0.57%	2.81%	0.81%	2.32%	0.80%	0.60%	2.25%	1.31%	2.52%	0.75%	0.68%	2.66%	0.00%	2.74%	2.38%	2.14%	0.77%	2.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	0	0	0	0	0	1	2	2	0	4	1	2	0	1	1	0	0	1	0	0	2	0	0	2	1	8	12					
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.42%	0.32%	0.00%	0.46%	0.23%	0.32%	0.00%	0.40%	0.30%	0.00%	0.00%	0.23%	0.00%	0.00%	0.53%	0.00%	0.00%	0.37%	0.08%	0.56%	0.69%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	2					
		0.08%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.23%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.08%	0.07%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1029	25	30	40	33	14	5	28	37	19	44	30	46	30	11	29	54	35	23	27	3	19	11	14	43	77	146	156					
		7.07%	8.99%	9.90%	13.25%	10.54%	4.55%	1.68%	5.87%	5.89%	13.10%	5.03%	7.03%	7.44%	6.96%	4.38%	8.76%	7.14%	4.17%	5.28%	6.72%	2.04%	5.05%	7.48%	2.95%	7.88%	6.10%	10.20%	8.93%					
