Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Карабудахкентская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	48106	1546	872	1395	2859	2075	1523	863	1981	1399	1544	285	1866	2056	2175	2122	857	1833	1988	2102	1700	1296	598	334	681	2340	2087	1375	1761	1565	782	1045	1201									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46200	1546	872	1395	2859	2075	1291	820	1906	1327	1468	300	1776	1954	2018	2017	817	1741	1907	2046	1609	1225	568	320	647	2240	2003	1314	1726	1521	750	996	1146									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	44508	1515	855	1367	2801	2034	1265	801	1892	1298	1350	285	1769	1947	1821	1928	796	1741	1907	2046	1604	1225	568	315	643	1805	1941	1212	1637	1440	724	960	1016									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	60	0	0	0	0	0	0	0	0	0	0	0	0	0	35	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	1632	31	17	28	58	41	26	19	14	29	118	15	7	7	162	65	21	0	0	0	5	0	0	5	4	434	62	102	89	81	26	36	130									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	60	0	0	0	0	0	0	0	0	0	0	0	0	0	35	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	44508	1515	855	1367	2801	2034	1265	801	1892	1298	1350	285	1769	1947	1821	1928	796	1741	1907	2046	1604	1225	568	315	643	1805	1941	1212	1637	1440	724	960	1016									
9	Число недействительных избирательных бюллетеней	316	0	2	0	0	0	0	3	0	4	16	0	0	2	61	86	27	56	9	20	0	2	0	0	0	0	0	2	0	0	6	1	19									
10	Число действительных избирательных бюллетеней	44252	1515	853	1367	2801	2034	1265	798	1892	1294	1334	285	1769	1945	1795	1866	769	1685	1898	2026	1604	1223	568	315	643	1806	1941	1210	1637	1440	718	959	997									
