Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Голышмановская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19479	400	494	786	424	243	336	951	1038	1350	997	937	931	929	1054	1122	1532	470	102	163	348	574	673	813	600	629	598	62	627	296									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20193	435	539	811	456	256	371	955	1038	1356	984	943	956	958	1069	1136	1556	511	113	179	410	594	687	853	646	703	642	77	645	314									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	665	0	51	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	55	101	0	137	0	0	0	73									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16031	364	399	622	408	235	300	844	887	932	630	783	829	832	921	1055	1316	434	96	148	307	415	550	539	511	398	495	55	525	201									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	848	20	27	26	6	3	29	73	49	16	37	26	36	29	41	43	44	26	3	11	30	30	36	57	31	40	45	4	23	7									
6	Число погашенных избирательных бюллетеней	2649	51	62	40	42	18	42	38	102	408	317	134	91	97	107	38	196	51	14	20	73	24	46	156	104	128	102	18	97	33									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1513	20	78	149	6	3	29	73	49	16	37	26	36	29	41	43	44	26	3	11	30	155	91	158	31	177	45	4	23	80									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	16031	364	399	622	408	235	300	844	887	932	630	783	829	832	921	1055	1316	434	96	148	307	415	550	539	511	398	495	55	525	201									
9	Число недействительных избирательных бюллетеней	82	0	3	0	0	0	0	0	0	14	15	6	0	12	0	3	0	0	0	0	3	0	5	16	0	4	1	0	0	0									
10	Число действительных избирательных бюллетеней	17462	384	474	771	414	238	329	917	936	934	652	803	865	849	962	1095	1360	460	99	159	334	570	636	681	542	571	539	59	548	281									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	855	50	40	15	30	10	30	20	30	25	20	20	20	20	20	20	20	40	10	15	53	20	30	40	40	90	80	17	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	653	30	40	15	30	10	30	7	2	10	5	17	20	14	9	8	12	40	10	15	53	20	13	35	40	80	44	14	20	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	0	2	0	0	0	0	4	0	7	4	2	6	2	4	3	3	5	1	1	1	3	0	2	0	4	2	1	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	202	20	0	0	0	0	0	13	28	15	15	3	0	6	11	12	8	0	0	0	0	0	17	5	0	10	36	3	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	0	2	4	1	0	0	1	3	3	6	4	6	8	5	5	6	3	0	0	0	2	0	4	2	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	50	0	0	3	0	0	0	0	20	7	2	2	0	0	0	2	0	1	0	0	0	1	1	6	0	0	1	0	0	4									
		0.28%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	2.14%	0.74%	0.30%	0.25%	0.00%	0.00%	0.00%	0.18%	0.00%	0.22%	0.00%	0.00%	0.00%	0.18%	0.16%	0.86%	0.00%	0.00%	0.19%	0.00%	0.00%	1.42%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	143	21	7	11	0	2	0	0	18	13	10	2	0	0	0	13	0	1	0	0	0	0	4	17	6	0	4	0	0	14									
		0.82%	5.47%	1.47%	1.43%	0.00%	0.84%	0.00%	0.00%	1.92%	1.37%	1.50%	0.25%	0.00%	0.00%	0.00%	1.18%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.62%	2.44%	1.11%	0.00%	0.74%	0.00%	0.00%	4.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	93	0	4	17	0	0	0	0	22	15	14	1	0	0	0	0	0	2	0	0	4	0	4	9	0	1	0	0	0	0									
		0.53%	0.00%	0.84%	2.20%	0.00%	0.00%	0.00%	0.00%	2.35%	1.58%	2.10%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	1.19%	0.00%	0.62%	1.29%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%									
