Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Верхнетоемская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257					
1	"Число избирателей, внесенных в список избирателей"	15753	204	272	188	509	158	163	667	113	262	1374	2185	111	371	233	2274	123	165	144	266	146	324	296	839	928	603	458	246	297	165	148	585	764	172					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16150	210	270	190	530	160	160	690	120	270	1400	2240	110	400	230	2310	130	170	140	270	140	330	300	870	950	620	490	250	310	160	150	610	800	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6295	74	115	76	200	65	81	265	48	118	577	921	65	138	80	976	30	72	72	93	74	106	136	273	323	189	190	103	102	53	77	224	313	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1011	3	8	12	41	6	6	86	8	11	84	76	5	28	8	55	3	26	8	64	8	50	44	56	75	83	45	17	4	6	0	32	39	14					
6	Число погашенных избирательных бюллетеней	8844	133	147	102	289	89	73	339	64	141	739	1243	40	234	142	1279	97	72	60	113	58	174	120	541	552	348	255	130	204	101	73	354	448	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1011	3	8	12	41	6	6	86	8	11	84	76	5	28	8	55	3	26	8	64	8	50	44	56	75	83	45	17	4	6	0	32	39	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6295	74	115	76	200	65	81	265	48	118	577	921	65	138	80	976	30	72	72	93	74	106	136	273	323	189	190	103	102	53	77	224	313	66					
9	Число недействительных избирательных бюллетеней	55	0	0	0	1	0	0	1	1	0	1	4	2	1	1	14	0	1	0	1	1	4	3	1	8	0	2	0	5	0	0	0	2	1					
10	Число действительных избирательных бюллетеней	7251	77	123	88	240	71	87	350	55	129	660	993	68	165	87	1017	33	97	80	156	81	152	177	328	390	272	233	120	101	59	77	256	350	79					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	3	3	3	5	3	3	5	3	3	9	17	3	10	3	13	3	3	3	7	5	5	3	9	9	7	7	3	3	3	3	9	9	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	94	0	0	0	0	3	2	1	1	0	7	16	2	7	1	8	0	1	0	1	0	3	3	0	9	0	7	1	1	1	0	9	9	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	54	1	1	0	1	0	1	0	1	1	10	6	0	2	1	5	1	1	0	1	0	1	0	0	5	0	3	1	1	1	1	3	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	86	3	3	3	5	0	1	4	2	3	2	1	1	3	2	5	3	2	3	6	5	2	0	9	0	7	0	2	2	2	3	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	1	0	0	1	4	0	2	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1641	28	33	18	59	16	20	81	7	34	174	236	11	32	11	209	7	8	16	30	17	33	50	86	117	55	54	22	23	11	7	49	75	12					
		22.46%	36.36%	26.83%	20.45%	24.48%	22.54%	22.99%	23.08%	12.50%	26.36%	26.32%	23.67%	15.71%	19.28%	12.50%	20.27%	21.21%	8.16%	20.00%	19.11%	20.73%	21.15%	27.78%	26.14%	29.40%	20.22%	22.98%	18.33%	21.70%	18.64%	9.09%	19.14%	21.31%	15.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1611	13	20	12	59	17	10	75	9	27	158	217	22	24	29	263	14	27	20	42	19	31	59	45	57	53	44	22	27	24	15	64	74	19					
		22.05%	16.88%	16.26%	13.64%	24.48%	23.94%	11.49%	21.37%	16.07%	20.93%	23.90%	21.77%	31.43%	14.46%	32.95%	25.51%	42.42%	27.55%	25.00%	26.75%	23.17%	19.87%	32.78%	13.68%	14.32%	19.49%	18.72%	18.33%	25.47%	40.68%	19.48%	25.00%	21.02%	23.75%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	82	1	4	0	0	0	0	6	0	1	5	10	0	5	1	15	1	0	3	1	0	3	2	1	5	3	4	2	1	0	1	3	3	1					
		1.12%	1.30%	3.25%	0.00%	0.00%	0.00%	0.00%	1.71%	0.00%	0.78%	0.76%	1.00%	0.00%	3.01%	1.14%	1.45%	3.03%	0.00%	3.75%	0.64%	0.00%	1.92%	1.11%	0.30%	1.26%	1.10%	1.70%	1.67%	0.94%	0.00%	1.30%	1.17%	0.85%	1.25%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1041	15	18	21	19	3	7	40	6	27	100	191	6	33	9	154	2	2	8	12	8	22	16	44	64	30	39	9	18	4	18	32	62	2					
		14.25%	19.48%	14.63%	23.86%	7.88%	4.23%	8.05%	11.40%	10.71%	20.93%	15.13%	19.16%	8.57%	19.88%	10.23%	14.94%	6.06%	2.04%	10.00%	7.64%	9.76%	14.10%	8.89%	13.37%	16.08%	11.03%	16.60%	7.50%	16.98%	6.78%	23.38%	12.50%	17.61%	2.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	145	0	3	1	1	1	2	17	1	2	17	26	0	6	0	16	1	2	1	1	4	3	1	4	13	9	6	1	1	0	0	3	0	2					
		1.98%	0.00%	2.44%	1.14%	0.41%	1.41%	2.30%	4.84%	1.79%	1.55%	2.57%	2.61%	0.00%	3.61%	0.00%	1.55%	3.03%	2.04%	1.25%	0.64%	4.88%	1.92%	0.56%	1.22%	3.27%	3.31%	2.55%	0.83%	0.94%	0.00%	0.00%	1.17%	0.00%	2.50%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2693	20	42	36	102	34	48	128	32	36	203	301	29	63	37	356	8	58	32	70	33	60	49	147	130	122	85	62	31	20	36	105	135	43					
		36.86%	25.97%	34.15%	40.91%	42.32%	47.89%	55.17%	36.47%	57.14%	27.91%	30.71%	30.19%	41.43%	37.95%	42.05%	34.53%	24.24%	59.18%	40.00%	44.59%	40.24%	38.46%	27.22%	44.68%	32.66%	44.85%	36.17%	51.67%	29.25%	33.90%	46.75%	41.02%	38.35%	53.75%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	0	3	0	0	0	0	3	0	2	3	12	0	2	0	4	0	0	0	0	0	0	0	1	4	0	1	2	0	0	0	0	1	0					
