Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Верхнетоемская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259					
1	"Число избирателей, внесенных в списки избирателей"	16224	229	308	203	80	452	148	175	669	123	294	2397	1183	120	395	235	2278	162	206	156	88	450	42	163	363	113	753	945	615	443	264	289	197	167	1339	180					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16070	233	300	206	81	457	155	180	674	125	296	2255	1247	118	379	241	2170	169	204	157	95	449	41	167	371	111	752	942	611	459	261	288	194	169	1340	173					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8065	118	162	96	47	261	78	103	306	74	153	1123	629	71	162	142	1153	75	120	84	55	213	37	100	180	48	384	356	274	213	120	162	104	105	669	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	907	2	6	0	0	18	3	5	82	3	9	84	66	11	35	8	25	4	17	3	0	65	0	17	47	12	77	86	108	14	16	3	6	0	50	25					
6	Число погашенных избирательных бюллетеней	7098	113	132	110	34	178	74	72	286	48	134	1048	552	36	182	91	992	90	67	70	40	171	4	50	144	51	291	500	229	232	125	123	84	64	621	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	907	2	6	0	0	18	3	5	82	3	9	84	66	11	35	8	25	4	17	3	0	65	0	17	47	12	77	86	108	14	16	3	6	0	50	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8064	118	162	96	47	261	78	102	306	74	153	1123	629	71	162	142	1153	75	120	84	55	213	37	100	180	48	384	356	274	213	120	162	104	105	669	88					
9	Число недействительных избирательных бюллетеней	54	2	0	0	0	1	0	2	5	1	1	6	6	1	1	4	3	0	1	1	0	0	0	1	3	0	1	1	2	1	1	2	2	1	2	2					
10	Число действительных избирательных бюллетеней	8917	118	168	96	47	278	81	105	383	76	161	1201	689	81	196	146	1175	79	136	86	55	278	37	116	224	60	460	441	380	226	135	163	108	104	717	111					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	230	3	3	3	3	5	3	3	10	3	3	30	20	3	5	5	30	3	3	3	3	10	3	3	4	3	8	10	5	5	3	3	3	3	20	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	62	0	0	1	0	2	3	1	3	1	0	9	10	1	2	1	4	0	0	0	2	1	0	2	0	0	0	10	0	0	0	0	1	1	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	34	1	1	0	0	0	0	0	4	1	0	1	2	0	2	1	5	1	0	1	1	1	0	1	1	0	1	2	0	1	0	0	2	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	168	3	3	2	3	3	0	2	7	2	3	21	10	2	3	4	26	3	3	3	1	9	3	1	4	3	8	0	5	5	3	3	2	2	13	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
