Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Оконешниковская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308					
1	"Число избирателей, внесенных в списки избирателей"	11651	941	864	711	800	552	413	53	102	603	38	353	210	697	101	179	604	102	93	904	63	62	135	120	506	64	51	582	143	94	43	75	955	101	159	137	41					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11026	791	782	672	741	490	396	55	103	560	38	345	226	646	125	173	554	102	93	826	68	64	139	132	531	73	64	540	147	101	44	86	874	104	155	144	42					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8226	560	588	491	468	321	273	41	82	477	34	273	169	509	98	151	467	95	79	660	56	56	99	98	393	63	45	332	110	81	34	59	615	90	109	109	41					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	994	111	35	48	59	43	28	6	12	50	4	55	20	68	3	13	48	2	0	82	1	6	23	22	89	0	4	36	18	7	1	4	78	0	6	12	0					
6	Число погашенных избирательных бюллетеней	1806	120	159	133	214	126	95	8	9	33	0	17	37	69	24	9	39	5	14	84	11	2	17	12	49	10	15	172	19	13	9	23	181	14	40	23	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	994	111	35	48	59	43	28	6	12	50	4	55	20	68	3	13	48	2	0	82	1	6	23	22	89	0	4	36	18	7	1	4	78	0	6	12	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8226	560	588	491	468	321	273	41	82	477	34	273	169	509	98	151	467	95	79	660	56	56	99	98	393	63	45	332	110	81	34	59	615	90	109	109	41					
9	Число недействительных избирательных бюллетеней	198	18	8	11	8	7	10	2	6	9	0	2	5	13	5	0	6	0	2	17	0	3	2	3	12	2	0	13	3	0	0	2	23	0	3	2	1					
10	Число действительных избирательных бюллетеней	9022	653	615	528	519	357	291	45	88	518	38	326	184	564	96	164	509	97	77	725	57	59	120	117	470	61	49	355	125	88	35	61	670	90	112	119	40					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	600	30	30	30	30	30	30	10	10	20	10	32	10	20	10	10	20	10	10	25	10	10	10	10	44	2	10	20	10	10	10	10	27	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	311	30	15	13	11	9	20	1	2	19	0	32	10	14	10	0	8	0	0	25	8	8	10	0	44	2	0	7	3	0	0	0	9	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	20	6	9	2	8	1	3	2	4	1	2	2	1	1	1	4	2	2	3	2	6	0	2	4	1	4	1	3	1	1	1	8	1	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	289	0	15	17	19	21	10	9	8	1	10	0	0	6	0	10	12	10	10	0	2	2	0	10	0	0	10	13	7	10	10	10	18	10	10	9	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	332	19	18	13	21	9	9	0	4	9	0	15	7	33	2	4	17	0	3	24	4	11	7	2	26	1	0	17	11	2	2	8	18	5	9	1	1					
		3.60%	2.83%	2.89%	2.41%	3.98%	2.47%	2.99%	0.00%	4.26%	1.71%	0.00%	4.57%	3.70%	5.72%	1.98%	2.44%	3.30%	0.00%	3.80%	3.23%	7.02%	17.74%	5.74%	1.67%	5.39%	1.59%	0.00%	4.62%	8.59%	2.27%	5.71%	12.70%	2.60%	5.56%	7.83%	0.83%	2.44%					
19	2.Всероссийская политическая партия «Гражданская Сила»	44	4	5	8	2	1	1	2	0	5	0	1	0	1	1	0	6	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.48%	0.60%	0.80%	1.48%	0.38%	0.27%	0.33%	4.26%	0.00%	0.95%	0.00%	0.30%	0.00%	0.17%	0.99%	0.00%	1.17%	0.00%	1.27%	0.67%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	31	1	3	1	3	1	2	0	0	4	0	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0	0	2	0					
