Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Нуримановская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №2794	УИК №2795	УИК №2796	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828					
1	"Число избирателей, внесенных в список избирателей"	14423	443	154	81	234	292	164	500	76	1105	81	443	334	130	334	342	681	655	828	660	265	304	116	543	281	156	191	186	139	783	776	104	177	993	1161	711					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14665	442	151	82	234	293	164	516	75	1104	81	444	333	130	336	342	690	684	823	677	269	302	116	540	289	155	192	185	140	869	894	105	181	985	1146	696					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12952	419	146	81	215	271	154	446	61	1074	81	395	300	124	318	327	534	550	760	571	245	271	110	498	258	130	149	175	102	650	674	93	138	901	1094	637					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	847	15	5	0	15	14	6	41	13	17	0	42	30	5	13	11	66	44	38	67	20	29	6	34	21	19	22	7	37	58	46	11	32	25	27	11					
6	Число погашенных избирательных бюллетеней	866	8	0	1	4	8	4	29	1	13	0	7	3	1	5	4	90	90	25	39	4	2	0	8	10	6	21	3	1	161	174	1	11	59	25	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	847	15	5	0	15	14	6	41	13	17	0	42	30	5	13	11	66	44	38	67	20	29	6	34	21	19	22	7	37	58	46	11	32	25	27	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12951	419	146	81	215	271	154	446	61	1074	81	395	300	124	318	327	534	550	760	571	245	271	110	498	258	130	149	175	102	649	674	93	138	901	1094	637					
9	Число недействительных избирательных бюллетеней	156	1	1	0	14	2	0	8	1	12	3	2	0	0	0	5	3	0	7	17	4	12	0	0	0	3	0	1	0	15	11	0	2	17	6	9					
10	Число действительных избирательных бюллетеней	13642	433	150	81	216	283	160	479	73	1079	78	435	330	129	331	333	597	594	791	621	261	288	116	532	279	146	171	181	139	692	709	104	168	909	1115	639					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	446	11	0	1	0	8	0	35	0	20	0	6	2	2	1	1	33	27	29	35	12	6	4	15	7	0	17	3	10	50	55	5	2	15	19	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	437	11	0	1	0	7	0	35	0	20	0	6	2	2	1	1	33	27	29	35	12	6	4	15	7	0	17	3	10	50	55	5	2	15	11	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	2	2	0	1	2	1	2	1	9	3	2	2	1	1	1	8	7	5	3	3	2	3	4	6	2	2	2	2	7	3	0	5	5	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
